model,family,n_splits,pairwise_mean,pairwise_std,hypergraph_mean,hypergraph_std,hb_graph_mean,hb_graph_std,H1_mean_diff,H1_dz,H1_wins,H1_losses,H1_p,H2_mean_diff,H2_dz,H2_wins,H2_losses,H2_p,total_mean_diff,total_dz,total_wins,total_losses,total_p
TabPFN,Amortised,50,0.3097694322374278,0.07884731313244293,0.4120589913747043,0.08616259607687714,0.4422952663029171,0.09434528669370669,0.1022895591372765,1.6855419901276705,48,2,1.1333156635373598e-12,0.030236274928212827,0.7857919751947169,38,12,0.00015293200080179759,0.13252583406548932,1.6663938314506594,48,2,1.1333156635373598e-12
RandomForest,Bagged trees,50,0.2748186642656501,0.07490210761272245,0.3620278684286376,0.08512175598980389,0.3344943842607588,0.07646877036179224,0.0872092041629873,1.3105104258963427,46,4,2.2308910274659866e-10,-0.027533484167878625,-0.35979603617699085,20,30,0.9405397737202819,0.05967571999510867,0.8854865577222972,40,10,1.1930665838377763e-05
LightGBM,Boosted trees,50,0.3107522222123572,0.08590867550330246,0.3634129716089356,0.09159439560368482,0.38866428751530285,0.09485556838930952,0.052660749396578416,0.8144608913386931,40,10,1.1930665838377763e-05,0.02525131590636723,0.5057044791293843,35,15,0.003300223983405459,0.07791206530294564,0.999050161226216,43,7,1.049338713698944e-07
XGBoost,Boosted trees,50,0.30727323827719527,0.08327664438792233,0.3715905749405687,0.08435320678008493,0.381067732323154,0.09690808577490534,0.06431733666337341,0.9754087656894755,40,10,1.1930665838377763e-05,0.009477157382585382,0.1620959068428024,24,26,0.6640944831173172,0.0737944940459588,0.8552609569689151,41,9,2.8070500466270687e-06
GaussianProcess,Kernel,50,0.1976530882420793,0.07001293097680414,0.32879441949540683,0.07907382562096832,0.28445781555198724,0.08277545125433468,0.13114133125332755,2.095009010339773,50,0,8.881784197001252e-16,-0.04433660394341964,-0.814554933192431,12,38,0.9999548925494643,0.08680472730990788,1.3457004512400812,45,5,2.104926011270436e-09
RBF-SVM,Kernel,50,0.18378157144962792,0.05964270306196229,0.23827992158503214,0.06369073477694201,0.24028061310472065,0.059917906547658384,0.05449835013540419,0.7274458099488904,39,11,4.5107450535653015e-05,0.0020006915196885268,0.0324876396765766,27,23,0.3359055168826828,0.056499041655092716,0.6707113293151652,40,10,1.1930665838377763e-05
LogisticRegression,Linear,50,0.13831460457490036,0.02790786370706489,0.20068952723193723,0.039424334998016675,0.21477627871808888,0.04816454583129703,0.06237492265703682,1.6100183746286187,47,3,1.8541612689659814e-11,0.014086751486151745,0.7086210930891372,39,11,4.5107450535653015e-05,0.07646167414318857,1.5903782142222005,46,4,2.2308910274659866e-10
MLP,Neural,50,0.1679879473346591,0.06057663280217311,0.3347269307681085,0.0874805540670195,0.30763634200325213,0.09190466784539726,0.16673898343344942,1.994178462783501,49,1,4.529709940470639e-14,-0.027090588764856368,-0.3961010087042547,12,38,0.9999548925494643,0.13964839466859302,1.5809231367244363,47,3,1.8541612689659814e-11
