model,family,tier,split_index,pr_auc,n_train,n_test,n_features,seed,best_params
LogisticRegression,Linear,pairwise,1,0.11929690405466872,2763,625,4,236363167,{'clf__C': np.float64(0.0011021171076889427)}
LogisticRegression,Linear,hypergraph,1,0.22298664978323446,2763,625,8,236363167,{'clf__C': np.float64(0.25661560367783065)}
LogisticRegression,Linear,hb_graph,1,0.23623119048119967,2763,625,14,236363167,{'clf__C': np.float64(0.06209621795846966)}
LogisticRegression,Linear,pairwise,2,0.12192073887826269,2693,695,4,236364167,{'clf__C': np.float64(0.0010028115971038242)}
LogisticRegression,Linear,hypergraph,2,0.16754867872608373,2693,695,8,236364167,{'clf__C': np.float64(1.8678891485764813)}
LogisticRegression,Linear,hb_graph,2,0.17835711258648723,2693,695,14,236364167,{'clf__C': np.float64(0.31198728115972574)}
LogisticRegression,Linear,pairwise,3,0.1642575464476733,2704,684,4,236365167,{'clf__C': np.float64(0.27895619597938626)}
LogisticRegression,Linear,hypergraph,3,0.16441520947802124,2704,684,8,236365167,{'clf__C': np.float64(75.42668527928268)}
LogisticRegression,Linear,hb_graph,3,0.1617253569449534,2704,684,14,236365167,{'clf__C': np.float64(45.077238893183846)}
LogisticRegression,Linear,pairwise,4,0.13956324183724989,2773,615,4,236366167,{'clf__C': np.float64(0.01749117049015056)}
LogisticRegression,Linear,hypergraph,4,0.19304875822747397,2773,615,8,236366167,{'clf__C': np.float64(0.2600501393753595)}
LogisticRegression,Linear,hb_graph,4,0.18903741620145878,2773,615,14,236366167,{'clf__C': np.float64(0.2600501393753595)}
LogisticRegression,Linear,pairwise,5,0.1499420550436675,2599,789,4,236367167,{'clf__C': np.float64(0.0012988770982107847)}
LogisticRegression,Linear,hypergraph,5,0.2079387486792572,2599,789,8,236367167,{'clf__C': np.float64(1.7644367426219887)}
LogisticRegression,Linear,hb_graph,5,0.2131719414347509,2599,789,14,236367167,{'clf__C': np.float64(9.182584807178666)}
LogisticRegression,Linear,pairwise,6,0.1846742636093136,2705,683,4,236368167,{'clf__C': np.float64(0.41364226693909295)}
LogisticRegression,Linear,hypergraph,6,0.18677254348838931,2705,683,8,236368167,{'clf__C': np.float64(1.6172881621068873)}
LogisticRegression,Linear,hb_graph,6,0.19327256204609192,2705,683,14,236368167,{'clf__C': np.float64(0.41364226693909295)}
LogisticRegression,Linear,pairwise,7,0.12143214660135854,2782,606,4,236369167,{'clf__C': np.float64(0.6622367279038736)}
LogisticRegression,Linear,hypergraph,7,0.22942894036421624,2782,606,8,236369167,{'clf__C': np.float64(9.404685607627304)}
LogisticRegression,Linear,hb_graph,7,0.2310395668931317,2782,606,14,236369167,{'clf__C': np.float64(3.12384611679519)}
LogisticRegression,Linear,pairwise,8,0.147025080225697,2743,645,4,236370167,{'clf__C': np.float64(0.2456391262376738)}
LogisticRegression,Linear,hypergraph,8,0.1982876667464409,2743,645,8,236370167,{'clf__C': np.float64(54.30276557462687)}
LogisticRegression,Linear,hb_graph,8,0.22229149289542902,2743,645,14,236370167,{'clf__C': np.float64(54.30276557462687)}
LogisticRegression,Linear,pairwise,9,0.13354302700499154,2813,575,4,236371167,{'clf__C': np.float64(0.004726804651973022)}
LogisticRegression,Linear,hypergraph,9,0.23437760186162152,2813,575,8,236371167,{'clf__C': np.float64(5.489313779695209)}
LogisticRegression,Linear,hb_graph,9,0.26370164182565203,2813,575,14,236371167,{'clf__C': np.float64(2.893834102349944)}
LogisticRegression,Linear,pairwise,10,0.1303790189977855,2763,625,4,236372167,{'clf__C': np.float64(0.4283054194863641)}
LogisticRegression,Linear,hypergraph,10,0.22461387722326556,2763,625,8,236372167,{'clf__C': np.float64(8.440301704055395)}
LogisticRegression,Linear,hb_graph,10,0.211486777199828,2763,625,14,236372167,{'clf__C': np.float64(0.4283054194863641)}
LogisticRegression,Linear,pairwise,11,0.11446272366867952,2740,648,4,236373167,{'clf__C': np.float64(0.0010301676305941438)}
LogisticRegression,Linear,hypergraph,11,0.22108100689289417,2740,648,8,236373167,{'clf__C': np.float64(8.2103832661668)}
LogisticRegression,Linear,hb_graph,11,0.23746695499419584,2740,648,14,236373167,{'clf__C': np.float64(2.926499126689285)}
LogisticRegression,Linear,pairwise,12,0.12381086484962998,2752,636,4,236374167,{'clf__C': np.float64(0.0010625007187585595)}
LogisticRegression,Linear,hypergraph,12,0.17535819599000452,2752,636,8,236374167,{'clf__C': np.float64(0.021937622927749534)}
LogisticRegression,Linear,hb_graph,12,0.21432244016646257,2752,636,14,236374167,{'clf__C': np.float64(0.42790883570454497)}
LogisticRegression,Linear,pairwise,13,0.13504976933071222,2670,718,4,236375167,{'clf__C': np.float64(0.0014555412331214142)}
LogisticRegression,Linear,hypergraph,13,0.15517632284924884,2670,718,8,236375167,{'clf__C': np.float64(51.30592315196365)}
LogisticRegression,Linear,hb_graph,13,0.1653946003124744,2670,718,14,236375167,{'clf__C': np.float64(15.208475834112932)}
LogisticRegression,Linear,pairwise,14,0.1115977584379417,2713,675,4,236376167,{'clf__C': np.float64(0.40395283134884974)}
LogisticRegression,Linear,hypergraph,14,0.1999353066901131,2713,675,8,236376167,{'clf__C': np.float64(34.48561211341524)}
