split_index,n_train,n_test,train_ess_pct,test_ess_pct,pairwise_pr_auc,hypergraph_pr_auc,hyper_flag_pr_auc,hb_graph_pr_auc
1,4051,1071,11.552703036287335,11.57796451914099,0.3591192929050942,0.4535878781970445,0.4773158669774604,0.4753223720617249
2,4204,918,11.346336822074216,12.527233115468409,0.3564537028229439,0.519229712190903,0.522121050859315,0.49431926763634354
3,4163,959,11.890463607975018,10.114702815432743,0.2660455043535976,0.3820994695571366,0.3973951815874451,0.34647536658277456
4,4095,1027,11.746031746031745,10.808179162609543,0.3314502717025938,0.4337386370026373,0.4265112216787493,0.42544459022123937
5,4161,961,11.511655851958663,11.758584807492195,0.2611172706084049,0.38472022048551036,0.3763582960765767,0.35704962364863463
6,4164,958,11.455331412103746,12.004175365344468,0.3039431967407184,0.45884978075725813,0.47732203526058276,0.4730765787621772
7,4175,947,11.425149700598801,12.143611404435058,0.41341191292252544,0.4719141471496016,0.4698687045433495,0.47668346486257357
8,4199,923,11.812336270540605,10.400866738894909,0.2912483321461283,0.43682606885255276,0.45205450417355947,0.4510660820640269
9,4125,997,11.200000000000001,13.039117352056168,0.3334135193898051,0.46036517709582575,0.47394045227036097,0.45560993037618963
10,4074,1048,11.683848797250858,11.068702290076336,0.312108380776138,0.4156661587767335,0.4470068949755768,0.44865691707316596
11,4079,1043,11.473400343221378,11.888782358581016,0.3600113870697257,0.4103473502943319,0.41506124815810064,0.397498589148792
12,4033,1089,11.306719563600298,12.48852157943067,0.34158775686303733,0.4447334676860507,0.4440074407846338,0.4380611213842626
13,4082,1040,11.195492405683488,12.980769230769232,0.4083465521376478,0.5175671769500867,0.5327289543852252,0.5102296817785712
14,4124,998,11.469447138700291,11.923847695390782,0.31431790022533534,0.43083643984781717,0.4323626927392827,0.4070786265192031
15,4087,1035,11.328602887203328,12.46376811594203,0.33961119220625174,0.41771875833504035,0.42884538032987246,0.42280091921617036
16,3987,1135,11.687985954351642,11.101321585903083,0.32467960735112567,0.362628369029234,0.3467604759478264,0.33345386422605
17,3983,1139,11.197589756464977,12.818261633011414,0.3990472440294959,0.4576842103687607,0.42392269868036964,0.4185898296069319
18,4230,892,11.32387706855792,12.668161434977579,0.35129829693261716,0.4084034805380423,0.42079503430760107,0.39747149710234514
19,4314,808,11.68289290681502,10.891089108910892,0.25974983166843935,0.3965254201933182,0.4098802808997467,0.37614746811870253
20,3992,1130,11.89879759519038,10.353982300884956,0.296697013601396,0.4712432234346394,0.4496678531183609,0.42735884976555144
21,3959,1163,11.896943672644607,10.404127257093723,0.32886120327115625,0.4005046831825836,0.42042028328031544,0.41930056126958115
22,4090,1032,11.78484107579462,10.65891472868217,0.30088243252310354,0.3984386047678524,0.41464402491368224,0.38479929775219335
23,3952,1170,11.209514170040485,12.735042735042734,0.3512748471197533,0.43365421265402804,0.4244520229258142,0.40558425942985177
24,4063,1059,11.297071129707113,12.5590179414542,0.3744685863871712,0.4807374519482966,0.47053594711288727,0.41580928942381423
25,3968,1154,11.491935483870968,11.785095320623917,0.34227866277740604,0.453748939282811,0.451043674574456,0.42549465038762513
26,4221,901,11.774461028192372,10.543840177580465,0.23461392312925256,0.28555051819393285,0.2895022064683467,0.2883175614282522
27,4154,968,11.651420317766009,11.15702479338843,0.37622252131840855,0.46807512433217724,0.4582706404300311,0.4574453580468295
28,4209,913,11.404133998574483,12.26725082146769,0.30554053730366454,0.39490058049412463,0.39505399156489146,0.39792933765222116
29,4206,916,11.578697099381834,11.462882096069869,0.3394026420949836,0.4406434289744349,0.42935323249330576,0.39797395938215613
30,4141,981,11.615551799082349,11.314984709480122,0.27907224588683555,0.3169747662099604,0.35574560525327686,0.3546813625976482
31,4074,1048,11.29111438389789,12.595419847328243,0.336722889986188,0.5262109923432504,0.4820688914328097,0.4393446547143419
32,3950,1172,11.670886075949367,11.177474402730375,0.3340503077366398,0.39728935013151406,0.4209366827673227,0.4213699419219667
33,4176,946,11.781609195402298,10.570824524312897,0.3556592689542048,0.44330658045046517,0.4623085812970558,0.43159344077002576
34,4077,1045,11.77336276674025,10.717703349282298,0.281966532418025,0.4468916108883284,0.45622387640850476,0.43209986649149557
35,4198,924,11.743687470223916,10.714285714285714,0.3005633856621742,0.40002000089357587,0.3885747901216738,0.3602742994035013
36,4144,978,11.221042471042471,12.985685071574643,0.366252474858216,0.43323059053597507,0.422075611033669,0.41509428060173276
37,4264,858,11.468105065666041,12.004662004662006,0.3025816588546395,0.4098665917282449,0.4036551710096291,0.40764507883455137
38,4111,1011,11.213816589637558,12.957467853610286,0.3910498091945514,0.46003722950141834,0.44929297215827696,0.4457945123479888
39,4141,981,11.494808017387106,11.824668705402651,0.2772184458833254,0.3905180901222392,0.3913569427135084,0.3747335887903139
40,4154,968,11.266249398170439,12.8099173553719,0.4079080469008012,0.4330093960084923,0.4308305014604045,0.4320126761686995
41,4067,1055,11.335136464224243,12.417061611374407,0.3574123731837192,0.44267758308779925,0.4719660644888695,0.4649553369427582
42,4085,1037,11.554467564259486,11.571841851494696,0.32920437368230177,0.41477037686766527,0.4137933961174985,0.4127922727150575
43,4086,1036,11.380323054331864,12.258687258687258,0.33009005386127444,0.438268669009947,0.4270899182510002,0.39708297684249133
44,4125,997,11.806060606060607,10.531594784353059,0.3804345781317775,0.4902332371336328,0.5259433251902719,0.533334849687952
45,4051,1071,11.231794618612687,12.791783380018673,0.30600930838664625,0.41758980364615705,0.45250042271231483,0.41559910799460864
46,4156,966,11.717998075072185,10.869565217391305,0.3662587528647926,0.49629242107769556,0.47803911334932,0.4568762776689118
47,4100,1022,11.73170731707317,10.861056751467709,0.3867182402507207,0.44419320809259255,0.434591133733476,0.41249308705232257
48,4151,971,11.780293905083113,10.607621009268794,0.29004492938701154,0.4247516367754261,0.44622163980507346,0.44894738602943796
49,4041,1081,11.23484286067805,12.76595744680851,0.314746715272775,0.4027763101933021,0.4351348560584171,0.42070321870444527
50,3892,1230,11.896197327852004,10.487804878048781,0.35959573517439275,0.5023612464646914,0.5163052073023983,0.475370150550082
