split_index,n_train,n_test,train_pos_pct,test_pos_pct,pairwise_pr_auc,hypergraph_pr_auc,hyper_flag_pr_auc,hyper_recip_pr_auc,hb_graph_pr_auc
40,2682,706,6.263982102908278,5.382436260623229,0.1352716992962001,0.2018171724867073,0.21933583577271792,0.20414088718534634,0.23694350706370876
41,2727,661,5.720572057205721,7.564296520423601,0.18581045501607152,0.27436256402461673,0.293990559126739,0.27495106501061084,0.28572660874686606
42,2789,599,6.023664395840803,6.3439065108514185,0.12289954437366919,0.29379686626078105,0.3424118590734162,0.30297166454641095,0.35691618343120585
43,2793,595,6.015037593984962,6.386554621848739,0.17078669619452033,0.27579927511492613,0.29147401611289175,0.30009650477869376,0.3053376396034173
44,2710,678,5.756457564575646,7.374631268436578,0.09936205619608703,0.19764138223985495,0.20976887300312455,0.1935966129918614,0.22606263850241518
45,2791,597,5.804371193120745,7.370184254606365,0.12413437502220465,0.2172837769797679,0.22593956565525458,0.22047971166202027,0.2216569930013601
46,2753,635,6.24772974936433,5.354330708661418,0.12577642601424813,0.22350114065086518,0.23367046110018716,0.19945605694451593,0.22461988806529518
47,2785,603,6.175942549371634,5.638474295190713,0.11573397522969406,0.2369999459372146,0.25910439047889683,0.21831432032980716,0.2395844288897803
48,2778,610,6.011519078473722,6.393442622950819,0.14626362109135674,0.2838150844236831,0.3015448152399527,0.2577413133558037,0.32841644843098233
49,2686,702,6.329113924050633,5.128205128205128,0.11226469616885468,0.23550724453421132,0.23044793557285206,0.2858240184664992,0.29332709991081185
50,2780,608,5.827338129496403,7.236842105263158,0.13935832288705635,0.17346278322358616,0.18924229144064236,0.16592391173306825,0.17537124694273695
