split_index,n_train,n_test,train_pos_pct,test_pos_pct,pairwise_pr_auc,hypergraph_pr_auc,hyper_flag_pr_auc,hyper_recip_pr_auc,hb_graph_pr_auc
1,2763,625,5.971769815418024,6.5600000000000005,0.11668216355416626,0.2554644002352061,0.26899224192645205,0.20942228820154019,0.25177345088497166
2,2766,622,6.36297903109183,4.823151125401929,0.10261085838201991,0.1373651561880402,0.14902139275965293,0.13798204995970903,0.1611588704025014
3,2731,657,6.224826071036251,5.47945205479452,0.17555258180042002,0.1574032329331648,0.16111376188323545,0.16900099024632143,0.161914746929874
4,2806,582,6.343549536707056,4.810996563573884,0.10433089213876091,0.24615877959574695,0.23876710969293916,0.2513480351554252,0.2351217307136151
5,2660,728,6.12781954887218,5.906593406593406,0.09260593346777149,0.1445085902976097,0.15319762299572756,0.1373650979852275,0.16434703586664895
6,2780,608,6.294964028776978,5.098684210526316,0.087351523475924,0.22478166657465784,0.25068363120139936,0.25825677204310116,0.3311925990915623
7,2682,706,5.704697986577181,7.507082152974505,0.13357340809344914,0.1640972687908002,0.18146121507296242,0.15701112889634145,0.18053128647022648
8,2723,665,6.022769004774147,6.315789473684211,0.14738818863445174,0.19531289306891553,0.20470110656113163,0.21200040363019051,0.23489353369201815
9,2813,575,6.1500177746178455,5.739130434782608,0.12478765589307916,0.2909497156024722,0.30201662248146904,0.25759453101655555,0.3001343906573125
10,2750,638,5.818181818181818,7.210031347962382,0.1366562174427009,0.27679890315494193,0.294001039226726,0.2635688291475258,0.33712528307522605
11,2592,796,5.7484567901234565,7.160804020100503,0.1151224473189945,0.25648918677825594,0.2633565178167296,0.24381935291236542,0.29458839555806626
12,2775,613,5.837837837837838,7.177814029363784,0.17495537389571275,0.2197823465220843,0.24926546025258714,0.25744319257788095,0.2443469354753959
13,2758,630,6.018854242204496,6.349206349206349,0.10192349977755084,0.19556197506711284,0.20293109794857386,0.16547763880626054,0.18350003558752165
14,2713,675,6.266126059712496,5.333333333333334,0.11355551603645607,0.19860504160521752,0.21534198445356095,0.16693085494217716,0.1918712289576224
15,2731,657,6.371292566825339,4.87062404870624,0.14562370951089415,0.1990099227426593,0.21534870678316437,0.16638063770359213,0.19952837590847156
16,2710,678,6.4206642066420665,4.71976401179941,0.1531944578721076,0.18400412624684748,0.2042789513017671,0.21391632330490257,0.25706587247351065
17,2702,686,5.884529977794227,6.851311953352769,0.10632161363388422,0.24622539256120354,0.27539073419390986,0.24013196719862326,0.2641712953375065
18,2677,711,6.462457975345536,4.641350210970464,0.09866619476477415,0.24722805603076037,0.2632004494945362,0.3049761310435888,0.3007783421152871
19,2700,688,6.444444444444445,4.651162790697675,0.0847560082182222,0.1370221665308911,0.14629816878852372,0.14909039292473858,0.1568875100272472
20,2637,751,6.370875995449373,5.0599201065246335,0.09223012369995638,0.18364554954634432,0.20547754898778775,0.1878582619873483,0.32191609559543843
21,2758,630,5.8013052936910805,7.301587301587302,0.1595924514252485,0.25687798187185573,0.2822332926088189,0.2404979349710091,0.30766356282307367
22,2701,687,5.960755275823769,6.550218340611353,0.16048559190655332,0.15702528427718454,0.17350375531561102,0.16478991607421767,0.17487121617950505
23,2809,579,6.123175507297971,5.872193436960276,0.17800928748902659,0.268784951418124,0.28909733168298407,0.2773740128413028,0.32088987565595833
24,2800,588,6.0,6.462585034013606,0.24204466160198346,0.16037869397046833,0.1648425163945385,0.16057483679147683,0.16294252295731257
25,2652,736,6.070889894419306,6.114130434782608,0.1134065208930652,0.23476276949558703,0.23253978010810955,0.24487691211446602,0.23755984707988348
26,2676,712,6.427503736920777,4.775280898876404,0.10248768910762483,0.27584539603987696,0.28745653874922866,0.19662350779795124,0.29065485605346886
27,2769,619,6.211628746840015,5.492730210016155,0.14246643865164255,0.2473771970356067,0.2682422186322075,0.24108506515090475,0.30371448582208577
28,2781,607,6.076950737144912,6.095551894563426,0.13243512269945706,0.18166160254548852,0.21329357743257696,0.20550796070314978,0.24047965526771123
29,2652,736,5.957767722473605,6.521739130434782,0.09952117123564014,0.15492626557518285,0.16390050140115675,0.15126194890184377,0.17367580838782165
30,2728,660,6.121700879765396,5.909090909090909,0.13678473872256913,0.22525003687908327,0.24142742720419202,0.2517206128117575,0.2831554974617335
31,2762,626,6.2997827661115124,5.111821086261981,0.10931051215980339,0.1725587846329784,0.18535678934079347,0.15088043155968864,0.19581728034881293
32,2754,634,6.245461147421931,5.3627760252365935,0.13670957451366042,0.24203531371980913,0.27075742426177435,0.24767550922917997,0.27747719834078965
33,2742,646,6.272793581327499,5.263157894736842,0.09259012307569929,0.15422530887082156,0.16516611174705495,0.1525029945027407,0.17989666071776733
34,2753,635,5.99346167816927,6.456692913385827,0.10298116224329086,0.19447476809885228,0.21068392817139056,0.1767103805762992,0.1969729056772533
35,2774,614,6.164383561643835,5.700325732899023,0.15057685121610578,0.12430758782018846,0.12111278278998219,0.12188551409592438,0.1388523377251912
36,2737,651,6.138107416879795,5.837173579109063,0.20051181910931978,0.2824739665051277,0.29599052925360886,0.2919926212278281,0.31968457289633057
37,2793,595,5.943430003580379,6.722689075630252,0.14049312211010045,0.21444539238475946,0.22137537756463732,0.20318265723731338,0.2324526721597057
38,2789,599,5.916098960200788,6.844741235392321,0.10808285543262997,0.32309208386595445,0.32360617376994083,0.21324776771281403,0.3881419580456451
39,2702,686,6.10658771280533,5.97667638483965,0.17171609912903177,0.12537579627393486,0.13744695228667944,0.14084689170860795,0.15707691797352913
