split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff
1,2582,608,24.3996901626646,23.355263157894736,0.4540282409850681,0.39939024390243905,0.3569273560370787,0.4235294117647059,0.09710088494798941,-0.02413916786226683
2,2642,548,24.26192278576836,23.905109489051096,0.3040006211970651,0.0,0.40854795323396376,0.43059490084985835,-0.10454733203689864,-0.43059490084985835
3,2562,628,24.74629195940671,21.97452229299363,0.3297354532733955,0.3516483516483517,0.2954887640642916,0.43847874720357943,0.0342466892091039,-0.08683039555522776
4,2601,589,23.875432525951556,25.636672325976228,0.44425793885310527,0.4191343963553531,0.5285714715835075,0.5060240963855421,-0.08431353273040221,-0.08688970003018903
5,2581,609,23.67299496319256,26.436781609195403,0.40853416872702575,0.4605873261205564,0.67740976374974,0.5193798449612403,-0.2688755950227143,-0.05879251884068393
6,2567,623,24.503311258278146,22.953451043338685,0.2956033188549617,0.40404040404040403,0.4586459265998706,0.48179271708683474,-0.16304260774490886,-0.07775231304643071
7,2583,607,24.19667053813395,24.217462932454694,0.3267175118506047,0.3268892794376098,0.3695415671555544,0.465324384787472,-0.042824055304949704,-0.1384351053498622
8,2585,605,24.526112185686657,22.8099173553719,0.46572522731078886,0.42810457516339867,0.6991119847960561,0.49480249480249483,-0.23338675748526722,-0.06669791963909616
9,2571,619,24.465188642551535,23.101777059773827,0.34910091026509193,0.418212478920742,0.445363317473008,0.47,-0.09626240720791607,-0.05178752107925799
10,2554,636,24.393108848864525,23.427672955974842,0.35824954786439367,0.41368078175895767,0.5292035710023029,0.5065963060686016,-0.1709540231379092,-0.09291552430964395
11,2599,591,24.54790303963063,22.673434856175973,0.3429613536477303,0.3448275862068966,0.43901854547128777,0.477326968973747,-0.09605719182355749,-0.13249938276685042
12,2574,616,24.125874125874127,24.512987012987015,0.3449961405954191,0.43434343434343436,0.5476822397905177,0.5223529411764706,-0.20268609919509856,-0.08800950683303621
13,2631,559,24.059293044469783,24.86583184257603,0.417028175838936,0.4349442379182156,0.5332680745697195,0.507537688442211,-0.1162398987307835,-0.0725934505239954
14,2562,628,24.902419984387198,21.337579617834397,0.35244086351650356,0.415973377703827,0.47044379034451517,0.45938375350140054,-0.11800292682801161,-0.043410375797573564
15,2590,600,24.74903474903475,21.833333333333332,0.4324066999437448,0.40545808966861596,0.554000396788969,0.5040214477211796,-0.12159369684522414,-0.09856335805256367
