feature,mean,std,median,n,is_noise
base_TriangleCount,0.07766457308155664,0.02378764281469773,0.07753895748408643,45,False
protein_MedianUniqueRatio,0.050428621803705394,0.014147436990214602,0.05116220268872369,45,False
base_AvgNeighbourDegree,0.0413760286346653,0.02241306497699533,0.034463919694756644,45,False
protein_MedComplexNodes,0.035046413700242814,0.01338181132449957,0.03227652267756922,45,False
base_UniquePartners,0.02635881103211701,0.019763995666012727,0.02332830215854287,45,False
protein_RangeComplexNodes,0.0237184352685566,0.019250842222238437,0.019394000267157152,45,False
base_Degree,0.019023910395227044,0.011767321101233345,0.01625311050913884,45,False
protein_RangeUniqueRatio,0.011892102635203936,0.009588792638444829,0.01098216962589026,45,False
base_LocalClustCoeff,0.008913592357847852,0.00646428097651532,0.00751664704184134,45,False
[noise × 4],6.244317151664876e-05,0.002255365251961203,3.51141335037497e-05,180,True
rand_0,-0.00017936577596144428,0.0020669319581699368,-0.00021208581050514153,45,True
rand_1,0.0004412371553403393,0.002181267829981773,0.00019746545685494498,45,True
rand_2,0.00013701903299794975,0.002525143080747407,7.175779980912455e-05,45,True
rand_3,-0.00014911772631024967,0.002165162583522421,-0.00040382631598646077,45,True
