rank,type,feature,mean,std
1,real,pair_TriangleCount,0.1344639118138503,0.0458080697939829
2,real,pair_Degree,0.0576612791270737,0.0278608562126663
3,real,pair_AvgNeighborDegree,0.0418774598547345,0.0293380557870024
4,real,pair_LocalClustCoeff,0.0330170134829333,0.0134413889193477
5,NOISE,rand_2,0.0004383013148997,0.0037791448142333
6,NOISE,rand_0,-0.0001793223410044,0.0050929701940813
7,NOISE,rand_1,-0.0003397786850904,0.0064449061834519
8,NOISE,rand_3,-0.0015065238892855,0.0063901284427198
