feature,mean,std,median,n,is_noise
pair_LocalClustCoeff,0.19233022020327387,0.02814417874019139,0.19421077269108067,150,False
pair_AvgNeighborDegree,0.08193360698845313,0.0256095477678643,0.08390725461544116,150,False
pair_Degree,0.06690448527691549,0.026828036651492346,0.0645677386129766,150,False
pair_TriangleCount,0.03393259590354627,0.012749530779066268,0.033859409158693995,150,False
[noise × 5],0.0007135265158335718,0.00799087384344763,0.00081635070481339,750,True
rand_0,0.0005522404098500078,0.007341991093661296,0.00049503561302289,150,True
rand_1,0.0009376560885877233,0.007559400608528831,0.0006791682827741534,150,True
rand_2,0.0008190918863080428,0.008390490761928658,0.0011622255527326264,150,True
rand_3,0.0008257431145799992,0.00902921632208251,0.0010216373907816101,150,True
rand_4,0.0004329010798420852,0.007491003670517654,0.001025835510624848,150,True
