feature,mean,std,median,n,is_noise
protein_MedianUniqueRatio,0.06625310045084472,0.0257900572132722,0.0654112378595756,150,False
protein_MedComplexNodes,0.06254089298396387,0.02594521334392519,0.06298175831993799,150,False
base_Degree,0.044217008610787215,0.019281404800204488,0.04284106741476758,150,False
base_TriangleCount,0.024550996327115993,0.013899862378881621,0.023932939674991934,150,False
protein_RangeComplexNodes,0.011253096023965752,0.009026563552675266,0.011626927862482936,150,False
protein_RangeUniqueRatio,0.009518402902809052,0.009428963281532598,0.009624083760589038,150,False
base_AvgNeighbourDegree,0.008047769122193153,0.018633081356974855,0.0106365147704597,150,False
base_LocalClustCoeff,0.006005383594400798,0.005882168603527297,0.005149751255954976,150,False
stoich_MedianRatio,0.005238486749184766,0.024261471402885506,0.005748058124082528,150,False
base_UniquePartners,0.0038720617121117363,0.013449429083851069,0.003823266580325216,150,False
stoich_AvgNeighbourDegreeStoich,0.000492479130187065,0.0019961166029357747,0.0006345385582523511,150,False
stoich_WeightedTriangles,-2.379239831268802e-05,0.001457223211326461,0.0003324716975796088,150,False
stoich_RangeRatio,-4.768282535347834e-05,0.0004834042488592327,1.181797794899686e-06,150,False
stoich_RangeComplexSize,-0.00019199096401079996,0.0017873544224748378,6.272484671790424e-05,150,False
stoich_MedComplexSize,-0.0007968753991556865,0.017066992357756543,0.0008979867461544888,150,False
[noise × 5],0.0004224502635451727,0.006363957440509091,-0.0001108804536414626,750,True
rand_0,0.0007496477555537669,0.007096037184792785,-0.0008019953933238399,150,True
rand_1,0.00026203330537421615,0.006180110310074873,-0.0002820480003464798,150,True
rand_2,0.00022381460060598944,0.006535413256629749,0.000202436912878301,150,True
rand_3,0.00046387998148786754,0.0056336465299477,0.0001483070987285534,150,True
rand_4,0.00041287567470402355,0.006271252559972268,0.00015719519320958885,150,True
