feature,mean,std,median,n,is_noise
[noise × 5],-4.9496833054018124e-05,0.007239408174630367,-0.00040603688434813907,750,True
rand_0,-0.0004650027790654629,0.0070805031652025514,-0.0005859170924336174,150,True
rand_1,0.0008307255321373432,0.007819060146533012,0.0009652836795849579,150,True
rand_2,0.00031787642594625936,0.006814822249913519,0.00027361502996416445,150,True
rand_3,-0.0009005599039046405,0.006716399628161004,-0.0011768267736714099,150,True
rand_4,-3.052344038358984e-05,0.007577270790259875,-0.0012053335635194527,150,True
