model,family,n_splits,pairwise_mean,pairwise_std,hypergraph_mean,hypergraph_std,hb_graph_mean,hb_graph_std,H1_mean_diff,H1_dz,H1_wins,H1_losses,H1_p,H2_mean_diff,H2_dz,H2_wins,H2_losses,H2_p,total_mean_diff,total_dz,total_wins,total_losses,total_p
TabPFN,Amortised,50,0.6523045587189746,0.027162987211550513,0.6855285882468894,0.02865996685545023,0.7065634961101699,0.02762306833024549,0.03322402952791471,1.8822629261669364,47,3,1.8541612689659814e-11,0.021034907863280657,2.170112233389142,49,1,4.529709940470639e-14,0.054258937391195375,2.730274933573634,50,0,8.881784197001252e-16
RandomForest,Bagged trees,50,0.6154057522282599,0.02724781910603336,0.6343131601084463,0.027278729178563374,0.6497991683411337,0.029793731552607134,0.018907407880186532,1.2779383732040777,44,6,1.6218702825199216e-08,0.015486008232687214,1.1027465384925785,45,5,2.104926011270436e-09,0.03439341611287374,1.9469425025719822,49,1,4.529709940470639e-14
LightGBM,Boosted trees,50,0.6280185569907766,0.027532561298338837,0.6408016234084398,0.042847395153619454,0.6389545296833932,0.031061958829338578,0.01278306641766313,0.370428278565618,33,17,0.016419568782134242,-0.0018470937250465692,-0.05043234241145052,31,19,0.05946022627971814,0.010935972692616562,0.44657365167850804,33,17,0.016419568782134242
XGBoost,Boosted trees,50,0.6284923091036344,0.02498397540981634,0.6539853931050978,0.031282223311180905,0.6616240456838749,0.03473899613406823,0.02549308400146333,0.9701748101023279,42,8,5.81777902297631e-07,0.007638652578777077,0.34634927774709184,32,18,0.03245432353613609,0.033131736580240406,1.4412176165893082,47,3,1.8541612689659814e-11
RBF-SVM,Kernel,50,0.47201280918235666,0.028114942815142027,0.4637884911914431,0.032718981053277425,0.5378582423987612,0.03525342362980294,-0.008224317990913575,-0.298858634745748,20,30,0.9405397737202819,0.07406975120731815,2.0487951865542477,48,2,1.1333156635373598e-12,0.06584543321640458,2.056785915976528,50,0,8.881784197001252e-16
LogisticRegression,Linear,50,0.4661271076207572,0.026569483383049205,0.5272890408631096,0.02882216958546341,0.5574269168355169,0.029005343572087106,0.06116193324235246,2.7013609774623006,50,0,8.881784197001252e-16,0.030137875972407295,1.3455199415573484,46,4,2.2308910274659866e-10,0.09129980921475972,3.187849834924434,50,0,8.881784197001252e-16
MLP,Neural,50,0.4796709555701053,0.03597290959852352,0.5477105124092065,0.0406512541674183,0.5681665483692266,0.03085113883640892,0.06803955683910125,1.6170542308968407,48,2,1.1333156635373598e-12,0.02045603596002013,0.5778677016918599,40,10,1.1930665838377763e-05,0.08849559279912139,2.6734729401697996,50,0,8.881784197001252e-16
