model,family,tier,split_index,pr_auc,n_train,n_test,n_features,seed,best_params
LogisticRegression,Linear,pairwise,1,0.45657889615040836,2645,661,4,42,{'clf__C': np.float64(0.006026889128682512)}
LogisticRegression,Linear,hypergraph,1,0.5172230304373808,2645,661,8,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hb_graph,1,0.5429937984587213,2645,661,14,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,pairwise,2,0.4532340383146309,2645,661,4,42,{'clf__C': np.float64(0.011526449540315618)}
LogisticRegression,Linear,hypergraph,2,0.5194561701809653,2645,661,8,42,{'clf__C': np.float64(0.033205591037519584)}
LogisticRegression,Linear,hb_graph,2,0.5340199584847473,2645,661,14,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,pairwise,3,0.47731836286900353,2643,663,4,42,{'clf__C': np.float64(0.028585493941961918)}
LogisticRegression,Linear,hypergraph,3,0.5839628954866797,2643,663,8,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hb_graph,3,0.5907026688053769,2643,663,14,42,{'clf__C': np.float64(70.72114131472235)}
LogisticRegression,Linear,pairwise,4,0.41814541801108485,2644,662,4,42,{'clf__C': np.float64(0.028585493941961918)}
LogisticRegression,Linear,hypergraph,4,0.48605357733844995,2644,662,8,42,{'clf__C': np.float64(0.028585493941961918)}
LogisticRegression,Linear,hb_graph,4,0.5579042089579831,2644,662,14,42,{'clf__C': np.float64(14.528246637516036)}
LogisticRegression,Linear,pairwise,5,0.44156821774254534,2645,661,4,42,{'clf__C': np.float64(0.008111941985431923)}
LogisticRegression,Linear,hypergraph,5,0.5489578328369878,2645,661,8,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hb_graph,5,0.5737570158766845,2645,661,14,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,pairwise,6,0.44723580584836375,2644,662,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,6,0.5374358842686849,2644,662,8,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hb_graph,6,0.5338241519483348,2644,662,14,42,{'clf__C': np.float64(0.0060252157362038605)}
LogisticRegression,Linear,pairwise,7,0.4673744265922679,2645,661,4,42,{'clf__C': np.float64(0.008260808399079604)}
LogisticRegression,Linear,hypergraph,7,0.5554985984696311,2645,661,8,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hb_graph,7,0.6005433497947336,2645,661,14,42,{'clf__C': np.float64(0.4205156450913872)}
LogisticRegression,Linear,pairwise,8,0.4735441639841993,2643,663,4,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hypergraph,8,0.53652075887352,2643,663,8,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hb_graph,8,0.5498140363155726,2643,663,14,42,{'clf__C': np.float64(0.9846738873614566)}
LogisticRegression,Linear,pairwise,9,0.523546614613688,2645,661,4,42,{'clf__C': np.float64(0.008260808399079604)}
LogisticRegression,Linear,hypergraph,9,0.5507960961150318,2645,661,8,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hb_graph,9,0.5496686626355648,2645,661,14,42,{'clf__C': np.float64(70.72114131472235)}
LogisticRegression,Linear,pairwise,10,0.4658431674937365,2646,660,4,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hypergraph,10,0.51655864981116,2646,660,8,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hb_graph,10,0.5865155173435374,2646,660,14,42,{'clf__C': np.float64(14.528246637516036)}
LogisticRegression,Linear,pairwise,11,0.4456520952208956,2645,661,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,11,0.5127814348463222,2645,661,8,42,{'clf__C': np.float64(0.028585493941961918)}
LogisticRegression,Linear,hb_graph,11,0.5512792336693524,2645,661,14,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,pairwise,12,0.4896663466509554,2645,661,4,42,{'clf__C': np.float64(0.011526449540315618)}
LogisticRegression,Linear,hypergraph,12,0.5150574987164735,2645,661,8,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hb_graph,12,0.5362381953980854,2645,661,14,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,pairwise,13,0.43360195495832754,2643,663,4,42,{'clf__C': np.float64(0.028585493941961918)}
LogisticRegression,Linear,hypergraph,13,0.46105493211973014,2643,663,8,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hb_graph,13,0.48318541264688997,2643,663,14,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,pairwise,14,0.5152831930615065,2643,663,4,42,{'clf__C': np.float64(0.006026889128682512)}
LogisticRegression,Linear,hypergraph,14,0.5589758072090645,2643,663,8,42,{'clf__C': np.float64(1.0129197956845732)}
LogisticRegression,Linear,hb_graph,14,0.5791923512246556,2643,663,14,42,{'clf__C': np.float64(0.9846738873614566)}
LogisticRegression,Linear,pairwise,15,0.46283419438353085,2644,662,4,42,{'clf__C': np.float64(0.006026889128682512)}
LogisticRegression,Linear,hypergraph,15,0.5083628355348968,2644,662,8,42,{'clf__C': np.float64(0.033205591037519584)}
LogisticRegression,Linear,hb_graph,15,0.5647963532437963,2644,662,14,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,pairwise,16,0.5045408537855114,2643,663,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,16,0.5726765494207995,2643,663,8,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hb_graph,16,0.5575804388400168,2643,663,14,42,{'clf__C': np.float64(1.0129197956845732)}
LogisticRegression,Linear,pairwise,17,0.457434719363039,2645,661,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,17,0.5094598611899754,2645,661,8,42,{'clf__C': np.float64(0.14445251022763064)}
LogisticRegression,Linear,hb_graph,17,0.5462792791167159,2645,661,14,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,pairwise,18,0.4303746935775531,2643,663,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,18,0.5240655194285873,2643,663,8,42,{'clf__C': np.float64(0.0745934328572655)}
LogisticRegression,Linear,hb_graph,18,0.5480012648195993,2643,663,14,42,{'clf__C': np.float64(3.4702669886504163)}
LogisticRegression,Linear,pairwise,19,0.4796789814029209,2644,662,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,19,0.5195524502834228,2644,662,8,42,{'clf__C': np.float64(0.033205591037519584)}
LogisticRegression,Linear,hb_graph,19,0.5279588757334631,2644,662,14,42,{'clf__C': np.float64(4.5705630998014515)}
LogisticRegression,Linear,pairwise,20,0.4472278311089456,2643,663,4,42,{'clf__C': np.float64(0.001267425589893723)}
LogisticRegression,Linear,hypergraph,20,0.5128230449123327,2643,663,8,42,{'clf__C': np.float64(0.0745934328572655)}
