split_index,n_train,n_test,train_pos_pct,test_pos_pct,pairwise_pr_auc,hypergraph_pr_auc,hyper_flag_pr_auc,hyper_recip_pr_auc,hb_graph_pr_auc
1,2763,625,7.926167209554831,8.48,0.12468543520262153,0.2074391271918396,0.23752080141708043,0.2559611985524909,0.3321255374244276
2,2693,695,7.98366134422577,8.201438848920864,0.13079669366624208,0.17819961639787096,0.21086804975443857,0.17720519190992096,0.2187873189447324
3,2704,684,7.803254437869822,8.91812865497076,0.1752100749285941,0.21684155179999817,0.2079689638791233,0.21670914603675978,0.21153634772196578
4,2773,615,7.825459790840244,8.94308943089431,0.1469352687409344,0.20453545700210896,0.21765988484016532,0.2020299377125458,0.18743677678064768
5,2599,789,7.5798383993843785,9.505703422053232,0.15684680451136296,0.2215200374543676,0.23690254729796198,0.22128397289003285,0.2220163997218326
6,2705,683,8.317929759704251,6.881405563689605,0.1870775815974565,0.21449333427935788,0.24358170898074816,0.22953242000802193,0.25664297594489666
7,2782,606,8.267433501078362,6.9306930693069315,0.12627963288510033,0.22954003824924962,0.24372332600564642,0.23289361573052056,0.24031645035213112
8,2743,645,7.874589865111192,8.682170542635658,0.14846961093056488,0.21785624581840304,0.2518188917021414,0.19213293355859012,0.19922045331242655
9,2813,575,8.24742268041237,6.956521739130435,0.14304833838471115,0.26380591986164287,0.2966023610825101,0.2623149828392305,0.3368342986369204
10,2763,625,7.781397032211365,9.120000000000001,0.14560814689738974,0.2892145075792389,0.27568989078832984,0.21988016838805474,0.25146069761997536
11,2740,648,8.321167883211679,6.790123456790123,0.12207467052244884,0.26159157273581213,0.2561736204694415,0.2506754765670271,0.203534020020779
12,2752,636,7.776162790697675,9.119496855345911,0.1299387258528754,0.2299907453993119,0.22691959199386186,0.1841375586396286,0.22545335141899192
13,2670,718,7.715355805243446,9.192200557103064,0.1463167518536948,0.18409778473639365,0.20949403568578362,0.19210715037911222,0.25341290208934786
14,2713,675,8.367121267969038,6.666666666666667,0.11480488079248027,0.19352391153198886,0.23363370868251063,0.1660773560298705,0.23558627179921215
15,2731,657,7.945807396558037,8.37138508371385,0.1391595538111979,0.265697082979522,0.32514683611710427,0.2945844007859925,0.3075150073537273
16,2752,636,8.357558139534884,6.60377358490566,0.133328682460742,0.21781289586695865,0.23189436963905577,0.19515590902435828,0.2610414630898812
17,2702,686,7.66099185788305,9.475218658892128,0.14243429892463655,0.20456929130713156,0.22590631289621463,0.19294643593731592,0.22344608330699414
18,2693,695,7.760861492759005,9.06474820143885,0.12631389614787394,0.17425319429935707,0.24350749339018551,0.18846890039289557,0.23619320212082331
19,2736,652,8.150584795321638,7.515337423312883,0.1479695598135569,0.2692467674076013,0.2752520441585817,0.2678872139042762,0.2788646835807956
20,2637,751,8.418657565415245,6.657789613848203,0.15788413005733226,0.2539782899841566,0.29959564472031036,0.264282601054652,0.30640497257114624
21,2775,613,8.108108108108109,7.6672104404567705,0.12028082326042068,0.2983436460828397,0.29858559286556297,0.26244706509048027,0.24508940723008557
22,2701,687,8.293224731580896,6.986899563318777,0.13488666008927894,0.18528529851267175,0.18050616749653012,0.19614963293278453,0.18910625015352367
23,2809,579,8.081167675329299,7.772020725388601,0.1629878746578125,0.32554830895735987,0.3599340968150196,0.3402176457683167,0.35495353865671403
24,2805,583,8.306595365418895,6.689536878216123,0.12486393577532387,0.2493272716556514,0.24726574533033743,0.23970670446168454,0.2385529113372975
25,2652,736,7.7300150829562595,9.103260869565217,0.15533094279047371,0.2965492193284049,0.32599211934376865,0.255736899038941,0.28880754642749434
26,2778,610,8.099352051835854,7.704918032786885,0.2570241891042946,0.19051316400092894,0.21293194330038748,0.21646849304897076,0.2596128852025235
27,2780,608,8.16546762589928,7.401315789473683,0.13733560805499653,0.13430134665232246,0.16725302816762758,0.1469518138933653,0.1784986355579899
28,2781,607,8.054656598345918,7.907742998352553,0.13335020895051047,0.2306195694253203,0.2353936180647978,0.22216911336738934,0.2581975549596407
29,2652,736,8.182503770739064,7.4728260869565215,0.10365203875736331,0.149051037396766,0.181213407301387,0.14799258578871555,0.17939002055311343
30,2637,751,7.887751232461131,8.5219707057257,0.131822296499406,0.20615172894306943,0.22675826593620144,0.20381220356612767,0.20518392511984712
31,2748,640,8.333333333333332,6.71875,0.12491396825688528,0.20321675145811785,0.19863598795397933,0.17253213310458676,0.2037590540417699
32,2692,696,8.283803863298662,7.040229885057471,0.14521546396695528,0.19520792502983275,0.20605082644425757,0.19648181070658244,0.18001371364627633
