split_index,n_train,n_test,train_pos_pct,test_pos_pct,pairwise_pr_auc,pairwise_f1,hypergraph_pr_auc,hypergraph_f1,hyper_flag_pr_auc,hyper_flag_f1,hyper_recip_pr_auc,hyper_recip_f1,hb_graph_pr_auc,hb_graph_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff,annot_pr_auc_diff,value_pr_auc_diff,recip_pr_auc_diff,net_recip_pr_auc_diff
1,2763,625,7.926167209554831,8.48,0.12468543520262153,0.2302158273381295,0.2074391271918396,0.23057644110275688,0.23752080141708043,0.21220159151193635,0.2559611985524909,0.27076923076923076,0.3321255374244276,0.27715355805243447,0.20744010222180603,0.04693773071430496,0.12468641023258797,0.04657711694967759,0.03008167422524083,0.09460473600734715,0.04852207136065129,0.07616433887193669
2,2693,695,7.98366134422577,8.201438848920864,0.13079669366624208,0.24175824175824176,0.17819961639787096,0.26198083067092653,0.21086804975443857,0.29120879120879123,0.17720519190992096,0.26804123711340205,0.2187873189447324,0.29133858267716534,0.08799062527849033,0.04958034091892358,0.04058770254686145,0.029357752006238802,0.032668433356567605,0.007919269190293843,-0.0009944244879500075,0.041582127034811456
3,2704,684,7.803254437869822,8.91812865497076,0.1752100749285941,0.29333333333333333,0.21684155179999817,0.3282051282051282,0.2079689638791233,0.24225352112676057,0.21670914603675978,0.3574144486692015,0.21153634772196578,0.29493087557603687,0.03632627279337167,0.0015975422427035313,-0.005305204078032394,-0.03327425262909134,-0.008872587920874864,0.00356738384284247,-0.00013240576323839126,-0.005172798314794003
4,2773,615,7.825459790840244,8.94308943089431,0.1469352687409344,0.2540983606557377,0.20453545700210896,0.30409356725146197,0.21765988484016532,0.2182890855457227,0.2020299377125458,0.2814814814814815,0.18743677678064768,0.25327510917030566,0.04050150803971328,-0.0008232514854320527,-0.01709868022146127,-0.050818458081156315,0.013124427838056368,-0.03022310805951764,-0.002505519289563163,-0.014593160931898108
5,2599,789,7.5798383993843785,9.505703422053232,0.15684680451136296,0.29518072289156627,0.2215200374543676,0.2797494780793319,0.23690254729796198,0.256,0.22128397289003285,0.3163538873994638,0.2220163997218326,0.3086053412462908,0.06516959521046964,0.013424618354724527,0.0004963622674649948,0.028855863166958873,0.015382509843594377,-0.014886147576129383,-0.00023606456433475365,0.0007324268317997484
6,2705,683,8.317929759704251,6.881405563689605,0.1870775815974565,0.29770992366412213,0.21449333427935788,0.2926829268292683,0.24358170898074816,0.25766871165644173,0.22953242000802193,0.2783882783882784,0.25664297594489666,0.31223628691983124,0.06956539434744016,0.014526363255709107,0.04214964166553878,0.019553360090562966,0.02908837470139028,0.013061266964148499,0.015039085728664053,0.027110555936874725
7,2782,606,8.267433501078362,6.9306930693069315,0.12627963288510033,0.19753086419753085,0.22954003824924962,0.21316614420062696,0.24372332600564642,0.21637426900584794,0.23289361573052056,0.24372759856630824,0.24031645035213112,0.2832618025751073,0.11403681746703079,0.08573093837757645,0.010776412102881494,0.07009565837448034,0.014183287756396795,-0.003406875653515301,0.0033535774812709362,0.007422834621610558
8,2743,645,7.874589865111192,8.682170542635658,0.14846961093056488,0.22026431718061673,0.21785624581840304,0.29283489096573206,0.2518188917021414,0.24581005586592178,0.19213293355859012,0.2958199356913183,0.19922045331242655,0.31297709923664124,0.05075084238186167,0.09271278205602451,-0.018635792505976495,0.02014220827090918,0.033962645883738346,-0.05259843838971484,-0.02572331225981292,0.007087519753836424
9,2813,575,8.24742268041237,6.956521739130435,0.14304833838471115,0.23157894736842105,0.26380591986164287,0.23333333333333334,0.2966023610825101,0.23648648648648649,0.2623149828392305,0.2832618025751073,0.3368342986369204,0.30392156862745096,0.19378596025220923,0.0723426212590299,0.07302837877527751,0.07058823529411762,0.03279644122086722,0.04023193755441029,-0.0014909370224123752,0.07451931579768989
10,2763,625,7.781397032211365,9.120000000000001,0.14560814689738974,0.3065134099616858,0.2892145075792389,0.2898550724637681,0.27568989078832984,0.23768115942028986,0.21988016838805474,0.31316725978647686,0.25146069761997536,0.27091633466135456,0.10585255072258562,-0.03559707530033124,-0.03775380995926353,-0.018938737802413563,-0.01352461679090905,-0.02422919316835448,-0.06933433919118415,0.03158052923192062
