split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,hyper_nostoich_pr_auc,hyper_nostoich_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff
1,2693,701,6.349795766802822,5.1355206847360915,0.24684584329006157,0.24107142857142858,0.17638851981821077,0.26744186046511625,0.08338453986618252,0.11,0.16346130342387905,0.13107142857142856,0.0704573234718508,-0.02637043189368768
2,2714,680,6.079587324981577,6.176470588235294,0.30593066114299367,0.2426470588235294,0.25113997274392386,0.30434782608695654,0.09409336825620349,0.14102564102564102,0.21183729288679018,0.10162141779788839,0.05479068839906981,-0.06170076726342713
3,2677,717,5.902129249159507,6.834030683403068,0.36535762545909206,0.32085561497326204,0.23603400814387265,0.271356783919598,0.10625218965402598,0.13513513513513514,0.25910543580506606,0.1857204798381269,0.1293236173152194,0.04949883105366404
4,2722,672,5.731080088170462,7.5892857142857135,0.22217398837736532,0.25680933852140075,0.24676670966493836,0.31213872832369943,0.09221266392527071,0.1702970297029703,0.12996132445209463,0.08651230881843044,-0.024592721287573033,-0.05532938980229868
5,2736,658,6.286549707602338,5.319148936170213,0.22041775138015773,0.24096385542168675,0.18714846268938906,0.2564102564102564,0.11614261615500471,0.14798206278026907,0.10427513522515303,0.09298179264141768,0.03326928869076867,-0.015446400988569642
6,2688,706,6.026785714285714,6.373937677053824,0.3097459440004385,0.2809917355371901,0.23883249930271566,0.26548672566371684,0.09879359865075786,0.15779092702169625,0.2109523453496806,0.12320080851549384,0.07091344469772282,0.015505009873473252
7,2680,714,6.4179104477611935,4.901960784313726,0.20170752372636375,0.1951219512195122,0.21127887284723815,0.19767441860465115,0.10932218547088762,0.12554112554112554,0.09238533825547612,0.06958082567838667,-0.0095713491208744,-0.0025524673851389512
8,2660,734,6.165413533834586,5.858310626702997,0.2838227239641934,0.21341463414634146,0.208271140754006,0.2815533980582524,0.09852016108484954,0.1347517730496454,0.18530256287934385,0.07866286109669607,0.0755515832101874,-0.06813876391191095
9,2636,758,5.690440060698028,7.519788918205805,0.18421533108922097,0.25418060200668896,0.2515667309795623,0.2777777777777778,0.11497058252769136,0.1781512605042017,0.06924474856152961,0.07602934150248727,-0.0673513998903413,-0.02359717577108883
10,2679,715,5.785740948114968,7.2727272727272725,0.2798383350280482,0.30939226519337015,0.22841297141989644,0.32926829268292684,0.13396411136234804,0.2,0.1458742236657002,0.10939226519337014,0.05142536360815178,-0.01987602748955669
11,2729,665,6.375961890802492,4.962406015037594,0.33673479691613606,0.23275862068965517,0.261780477453231,0.25806451612903225,0.11266318024528604,0.13186813186813187,0.22407161667085002,0.1008904888215233,0.07495431946290504,-0.025305895439377085
12,2768,626,6.430635838150289,4.63258785942492,0.2437842410302068,0.2064516129032258,0.178507192616219,0.2064516129032258,0.07076815228021857,0.11695906432748537,0.17301608874998822,0.08949254857574043,0.06527704841398779,0.0
13,2755,639,6.02540834845735,6.416275430359937,0.321609290482127,0.2743362831858407,0.21253622062018343,0.345679012345679,0.11321635447549089,0.16400911161731208,0.2083929360066361,0.11032717156852861,0.10907306986194357,-0.0713427291598383
14,2690,704,6.20817843866171,5.681818181818182,0.26558544453179633,0.1724137931034483,0.20295382302636258,0.2625,0.07093587562389062,0.12573673870333987,0.19464956890790572,0.046677054400108414,0.06263162150543375,-0.09008620689655172
15,2717,677,6.404122193595878,4.874446085672083,0.4156220944446472,0.31446540880503143,0.2709960400344865,0.25806451612903225,0.11533543489349296,0.14035087719298245,0.30028665955115424,0.17411453161204898,0.1446260544101607,0.05640089267599918
