split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff
1,3946,1116,17.663456664977193,16.03942652329749,0.49741842923257695,0.4866920152091255,0.48611971265466764,0.4267515923566879,0.011298716577909318,0.05994042285243756
2,4101,961,17.361619117288466,17.065556711758585,0.48431343796332754,0.4942263279445728,0.47438539767296606,0.4605809128630705,0.009928040290361484,0.03364541508150226
3,4122,940,17.879670063076176,14.787234042553191,0.4982246132692481,0.4509283819628647,0.5063695648307351,0.5,-0.008144951561487035,-0.04907161803713528
4,4094,968,17.635564240351734,15.909090909090908,0.5728884855149201,0.5271966527196653,0.5044666017831159,0.5104602510460251,0.06842188373180424,0.01673640167364021
5,4112,950,17.120622568093385,18.10526315789474,0.5355215475030236,0.5134099616858238,0.5049481387549196,0.4953789279112754,0.030573408748103992,0.018031033774548344
6,4089,973,17.461482024944974,16.649537512846866,0.4415825973193051,0.4574898785425101,0.41532440677187066,0.40501043841336115,0.026258190547434446,0.05247944012914896
7,3951,1111,17.691723614274867,15.931593159315932,0.46890163648029826,0.48451730418943534,0.445253763241276,0.4540901502504174,0.023647873239022232,0.03042715393901796
8,4065,997,17.958179581795818,14.643931795386159,0.48692213966160947,0.4961636828644501,0.4400692196319113,0.44036697247706424,0.04685292002969815,0.05579671038738587
9,4090,972,17.334963325183374,17.181069958847736,0.5506379609571156,0.5258964143426295,0.5273946612526919,0.5287356321839081,0.023243299704423737,-0.0028392178412786073
10,4083,979,17.266715650257165,17.466802860061286,0.5641997647753669,0.5108055009823183,0.5167397689668688,0.49320388349514566,0.047459995808498134,0.017601617487172594
11,4118,944,17.217095677513356,17.690677966101696,0.5677877015823676,0.49887640449438203,0.5442391789639546,0.4645669291338583,0.023548522618413004,0.034309475360523756
12,4096,966,16.9921875,18.633540372670808,0.5996773043904342,0.5009861932938856,0.559466630317105,0.47058823529411764,0.04021067407332923,0.030397957999767966
13,4167,895,17.42260619150468,16.75977653631285,0.47781128324680067,0.4557522123893805,0.4532921592343533,0.4375,0.02451912401244738,0.018252212389380518
14,4062,1000,17.79911373707533,15.299999999999999,0.5438127324537303,0.4530612244897959,0.5136476354023288,0.44047619047619047,0.030165097051401468,0.012585034013605445
15,4110,952,17.931873479318735,14.600840336134455,0.3534865709620422,0.42597402597402595,0.3353077546873578,0.3979591836734694,0.01817881627468443,0.028014842300556564
