split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff
1,4166,966,12.049927988478156,11.904761904761903,0.4573516342514365,0.39882697947214074,0.33331909504405394,0.3473389355742297,0.12403253920738255,0.05148804389791106
2,4163,969,11.69829449915926,13.415892672858618,0.5507661070560925,0.47086247086247085,0.45267483912372497,0.4069097888675624,0.09809126793236755,0.06395268199490844
3,4099,1033,11.880946572334716,12.584704743465633,0.477592490866076,0.45161290322580644,0.38463095012076876,0.4125560538116592,0.09296154074530727,0.03905684941414722
4,4143,989,12.044412261646151,11.93124368048534,0.45538209804190727,0.43304843304843305,0.3594169777571517,0.38141809290953543,0.09596512028475557,0.05163034013889761
5,4041,1091,12.3484286067805,10.81576535288726,0.3708227942999231,0.36482084690553745,0.3671845873205808,0.3851851851851852,0.0036382069793423066,-0.02036433827964773
6,4204,928,12.25023786869648,10.991379310344827,0.4317262622573822,0.4166666666666667,0.4006157246154843,0.3802083333333333,0.031110537641897917,0.03645833333333337
7,4035,1097,11.722428748451055,13.126709206927986,0.44802826441824656,0.4068627450980392,0.4126285246600214,0.36203866432337434,0.035399739758225135,0.044824080774664876
8,4228,904,11.825922421948912,12.942477876106196,0.47437606352615846,0.4350453172205438,0.4050465903813477,0.43271767810026385,0.06932947314481075,0.002327639120279945
9,4142,990,11.685176243360695,13.434343434343434,0.5332661264920963,0.44556962025316454,0.3995626199247166,0.4009216589861751,0.13370350656737967,0.044647961266989444
10,4009,1123,12.297331005238215,11.041852181656278,0.4011445949219582,0.3879093198992443,0.30336037594901405,0.34413965087281795,0.09778421897294415,0.04376966902642637
11,4129,1003,11.697747638653427,13.359920239282152,0.4733531134094403,0.4460431654676259,0.3963203030300386,0.39183673469387753,0.07703281037940168,0.05420643077374837
12,4006,1126,12.38142785821268,10.74600355239787,0.4450096316199502,0.4067796610169492,0.35692898347141755,0.32558139534883723,0.08808064814853267,0.08119826566811195
13,4222,910,12.12695405021317,11.538461538461538,0.5262777582499302,0.4340659340659341,0.4553106864799869,0.4,0.07096707176994327,0.034065934065934056
14,4159,973,11.974032219283481,12.23021582733813,0.45482106775255055,0.4143646408839779,0.3695154753135642,0.38588235294117645,0.08530559243898633,0.028482287942801443
15,4173,959,12.341241313203929,10.636079249217936,0.4226926017165084,0.4180064308681672,0.32434440698392836,0.3641456582633053,0.09834819473258005,0.053860772604861884
