split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff
1,2693,701,6.349795766802822,5.1355206847360915,0.2643860764078376,0.3027027027027027,0.17986087240682866,0.12048192771084337,0.08452520400100896,0.18222077499185935
2,2714,680,6.079587324981577,6.176470588235294,0.31092908203764547,0.34444444444444444,0.20917327372597502,0.2222222222222222,0.10175580831167044,0.12222222222222223
3,2677,717,5.902129249159507,6.834030683403068,0.3712452888545112,0.3192488262910798,0.24971864707038183,0.24050632911392406,0.12152664178412936,0.07874249717715576
4,2722,672,5.731080088170462,7.5892857142857135,0.20459275946867828,0.3027027027027027,0.17871941971120345,0.21428571428571427,0.025873339757474828,0.08841698841698845
5,2736,658,6.286549707602338,5.319148936170213,0.24358905882464604,0.24277456647398843,0.2670292101927785,0.21428571428571427,-0.023440151368132434,0.028488852188274155
6,2688,706,6.026785714285714,6.373937677053824,0.29132087360410114,0.33548387096774196,0.2582679737672,0.20444444444444446,0.03305289983690113,0.1310394265232975
7,2680,714,6.4179104477611935,4.901960784313726,0.13445515068121647,0.1891891891891892,0.232698696918523,0.18779342723004694,-0.09824354623730652,0.001395761959142261
8,2660,734,6.165413533834586,5.858310626702997,0.25860835584229663,0.24,0.16357681696660423,0.20320855614973263,0.0950315388756924,0.036791443850267364
9,2636,758,5.690440060698028,7.519788918205805,0.23058910837952334,0.2336448598130841,0.16722842473439264,0.1925925925925926,0.0633606836451307,0.04105226722049152
10,2679,715,5.785740948114968,7.2727272727272725,0.28168819726604577,0.32989690721649484,0.2557905090673286,0.32926829268292684,0.025897688198717184,0.0006286145335679949
11,2729,665,6.375961890802492,4.962406015037594,0.3166925291447599,0.29333333333333333,0.14624630170593428,0.16033755274261605,0.17044622743882565,0.1329957805907173
12,2768,626,6.430635838150289,4.63258785942492,0.18882536869229447,0.20408163265306123,0.15291002753381117,0.16483516483516483,0.0359153411584833,0.0392464678178964
13,2755,639,6.02540834845735,6.416275430359937,0.26139900123646664,0.32786885245901637,0.21257603230701466,0.21160409556313994,0.04882296892945198,0.11626475689587643
14,2690,704,6.20817843866171,5.681818181818182,0.23793195187689467,0.26490066225165565,0.1718732295437424,0.1391304347826087,0.06605872233315227,0.12577022746904695
15,2717,677,6.404122193595878,4.874446085672083,0.38315668682570636,0.2916666666666667,0.2182324539921177,0.20155038759689922,0.16492423283358867,0.09011627906976746
