split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,hyper_nostoich_pr_auc,hyper_nostoich_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff
1,2624,687,22.713414634146343,25.76419213973799,0.655340015002675,0.5983379501385041,0.6618011948646827,0.6038647342995169,0.6223230777041214,0.6,0.033016937298553595,-0.0016620498614958734,-0.006461179862007671,-0.005526784161012821
2,2614,697,23.756694720734505,21.8077474892396,0.45181290259531354,0.4699140401146132,0.4742196451060727,0.5190839694656488,0.3993195538336733,0.5410628019323671,0.052493348761640246,-0.07114876181775392,-0.022406742510759137,-0.049169929351035646
3,2629,682,22.97451502472423,24.780058651026394,0.6530288498973001,0.6018099547511312,0.5774727704893747,0.5950782997762863,0.42595411704835484,0.5526315789473685,0.2270747328489453,0.04917837580376272,0.07555607940792541,0.006731654974844847
4,2669,642,23.192206819033345,23.98753894080997,0.635880277677823,0.553763440860215,0.6252471257007229,0.5665859564164649,0.5966629058341626,0.5831062670299727,0.039217371843660365,-0.029342826169757696,0.01063315197710002,-0.012822515556249914
5,2671,640,23.24971920628978,23.75,0.5940011330107522,0.5064599483204134,0.5601341733491387,0.5027027027027027,0.52489177564287,0.4971751412429379,0.06910935736788215,0.009284807077475532,0.03386695966161346,0.003757245617710736
6,2586,725,22.892498066511987,24.96551724137931,0.5762151593088586,0.5720720720720721,0.6061395537660309,0.5787037037037037,0.5834923890789699,0.5939086294416244,-0.00727722977011136,-0.021836557369552256,-0.02992439445717232,-0.006631631631631607
7,2651,660,23.236514522821576,23.78787878787879,0.5745087681630111,0.47150259067357514,0.562316558703413,0.4824120603015075,0.6197090171320624,0.5207100591715976,-0.04520024896905128,-0.04920746849802249,0.012192209459598091,-0.010909469627932378
8,2622,689,23.64607170099161,22.206095791001452,0.6441762249748094,0.5501285347043702,0.6090423862339878,0.53125,0.609035422545792,0.5766233766233766,0.035140802429017404,-0.026494841919006418,0.035133838740821655,0.018878534704370176
9,2585,726,24.10058027079304,20.66115702479339,0.45021202612384553,0.4634920634920635,0.4930676344698992,0.46875,0.4663165029668148,0.48,-0.016104476842969284,-0.01650793650793647,-0.042855608346053675,-0.005257936507936489
10,2608,703,23.159509202453986,24.039829302987197,0.47809986295188567,0.5269978401727862,0.5606288791362436,0.5276595744680851,0.5826934481146893,0.5055432372505543,-0.10459358516280359,0.02145460292223189,-0.08252901618435793,-0.0006617342952989214
11,2653,658,22.72898605352431,25.835866261398177,0.4547194459391173,0.42134831460674155,0.45777748991829126,0.4367816091954023,0.5289591227222371,0.5589041095890411,-0.07423967678311982,-0.13755579498229958,-0.0030580439791739744,-0.015433294588660773
12,2623,688,23.82767823103317,21.511627906976745,0.4826278721748565,0.4883116883116883,0.5023041473328131,0.4835820895522388,0.440481688354476,0.4659090909090909,0.04214618382038049,0.022402597402597424,-0.01967627515795667,0.004729598759449505
13,2683,628,22.922102124487516,25.159235668789808,0.5597119995263122,0.519774011299435,0.6010582303859592,0.5767195767195767,0.5540157068621454,0.5041551246537396,0.005696292664166824,0.01561888664569544,-0.04134623085964695,-0.05694556542014173
14,2618,693,23.682200152788386,22.07792207792208,0.5340010799627155,0.4327485380116959,0.521770967795341,0.4606741573033708,0.5215415539799969,0.4601226993865031,0.0124595259827186,-0.027374161374807193,0.012230112167374463,-0.02792561929167492
15,2625,686,23.00952380952381,24.635568513119534,0.6463601194004034,0.5688487584650113,0.5930618677905679,0.5504587155963303,0.6173309816199934,0.5767441860465117,0.02902913778040994,-0.007895427581500414,0.05329825160983548,0.018390042868680956
