rank,type,feature,mean,std,hit_rate,binom_p
1,real,pair_LocalClustCoeff,0.10712799492867402,0.04846773747274086,1.0,1.401298464324817e-45
2,real,pair_AvgNeighborDegree,0.03491311792286828,0.02530635377058415,0.86,3.7496164825096794e-20
3,real,pair_Degree,0.028583472336532717,0.026926309268151153,0.76,1.22301589616035e-10
4,real,pair_TriangleCount,0.028042024383120392,0.023152080076504804,0.84,6.68983977234623e-18
5,NOISE,rand_3,-0.00027831505559461936,0.013367599952594084,,
6,NOISE,rand_2,-0.0003149010519914189,0.013135650323023761,,
7,NOISE,rand_1,-0.0009087633098644007,0.01178564637870282,,
8,NOISE,rand_4,-0.0009320153901351091,0.014735847001729639,,
9,NOISE,rand_0,-0.001873061859391677,0.011986139661507947,,
