feature,mean,std,median,min,max,n_splits,rank
base_TriangleCount,0.09647282163270601,0.02367460620854824,0.09318037166511953,0.057986917212866106,0.1594631689742339,50,1
protein_MedComplexNodes,0.07590398382811578,0.0190230015542108,0.07343564587394177,0.04078276846036708,0.13533536739506533,50,2
base_AvgNeighbourDegree,0.04884513064565496,0.02691444571866284,0.04006228358608165,0.014783899678721313,0.13162554719217337,50,3
protein_RangeComplexNodes,0.03951604541923675,0.018263204545561535,0.03894270903784465,0.004240809572305715,0.07980446151532003,50,4
base_UniquePartners,0.03640803256564807,0.02571362721805688,0.0340239662166191,-0.04785789408700178,0.09495283832510484,50,5
protein_RangeUniqueRatio,0.021870454147105284,0.008591462464729764,0.021338582140556055,-0.0012246340207275775,0.042533917858415114,50,6
base_Degree,0.018403888338647423,0.009296953298240363,0.016686320406116832,-0.0028787652880416957,0.03935772526449507,50,7
base_LocalClustCoeff,0.008283431025998371,0.006975156310803761,0.00803844348242122,-0.011264114809693448,0.023582233962296674,50,8
stoich_AvgNeighbourDegreeStoich,0.0013435646829988302,0.00253578584873454,0.00125987024434491,-0.004806328813038008,0.01034242168881908,50,9
stoich_MedianRatio,0.0012253607165487181,0.0022106438275858054,0.001502068466091294,-0.00930657901730561,0.005478816374774509,50,10
stoich_WeightedTriangles,0.0005331253193009147,0.0008879134891272242,0.0006593106202701648,-0.0019516458344683019,0.002026053602000688,50,11
stoich_MedComplexSize,0.00013471232042785628,0.001541450750915732,0.0004388038821181717,-0.003283733778357173,0.003215219409410586,50,12
stoich_RangeRatio,-4.9768839614412916e-05,0.00024228208934634645,2.2781112363756683e-07,-0.000910043422767981,0.00037115644211878075,50,13
stoich_RangeComplexSize,-8.439108387867821e-05,0.00028498297568536977,-5.2764543414435264e-06,-0.0011611004095957612,0.00017111399451914534,50,14
