comparison,splits_file,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,ess_protein_splits.csv,50,RandomForest,0.037959217725038415,0.027131469380460207,1.3990844798246067,48,2,0,1.1333156635373598e-12,2.2666313270747196e-12
hb_graph_vs_hypergraph,ess_protein_splits.csv,50,RandomForest,-0.001058642980997263,0.01209162194640294,-0.08755177640268451,23,27,0,0.7600561691508361,0.6718110337653656
hypergraph_vs_pairwise,ess_protein_splits.csv,50,RandomForest,0.039017860706035676,0.028018169789854976,1.3925913433561798,45,5,0,2.104926011270436e-09,4.209852022540872e-09
hyper_flag_vs_hypergraph,ess_protein_splits.csv,50,RandomForest,0.0029090652911398216,0.010519908349753661,0.2765295280550559,29,21,0,0.16111816017877345,0.3222363203575469
hb_graph_vs_hyper_flag,ess_protein_splits.csv,50,RandomForest,-0.003967708272137085,0.013641404442865343,-0.2908577550614486,23,27,0,0.7600561691508361,0.6718110337653656
