comparison,splits_file,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,chembl_protein_splits.csv,50,LightGBM,0.06796043974000775,0.07065227718551371,0.9619002026157213,43,7,0,1.049338713698944e-07,2.098677427397888e-07
hb_graph_vs_hypergraph,chembl_protein_splits.csv,50,LightGBM,0.040371516927936925,0.046295424807432796,0.8720411810856787,41,9,0,2.8070500466270687e-06,5.614100093254137e-06
hypergraph_vs_pairwise,chembl_protein_splits.csv,50,LightGBM,0.027588922812070846,0.06517569302707801,0.4233007971331997,34,16,0,0.007673338916315053,0.015346677832630107
hyper_flag_vs_hypergraph,chembl_protein_splits.csv,50,LightGBM,0.009784869638720446,0.03443668968377581,0.2841408314379997,32,18,0,0.03245432353613609,0.06490864707227217
hb_graph_vs_hyper_flag,chembl_protein_splits.csv,50,LightGBM,0.03058664728921648,0.05725092988005852,0.5342559038481283,32,18,0,0.03245432353613609,0.06490864707227217
