split_index,rand_pr_auc_mean,rand_pr_auc_std,pair_pr_auc_mean,pair_pr_auc_std,hyper_pr_auc_mean,hyper_pr_auc_std,rand_f1_mean,rand_f1_std,pair_f1_mean,pair_f1_std,hyper_f1_mean,hyper_f1_std
1,0.1306397583146271,0.011486478131988463,0.4618963877317276,0.025438625235506822,0.4929501502919993,0.008248425737429968,0.0841375676505415,0.05986316388063304,0.4272916279059199,0.05207018685512384,0.4650027463247726,0.018802019611788356
2,0.12098955377103848,0.009932091392901394,0.4047752040063064,0.014363864567453822,0.5004397490258137,0.00840765047857791,0.055113663637969226,0.07771549075997751,0.37089049664979423,0.004649325342211359,0.4466419363200468,0.006524465304191095
3,0.13980810082879197,0.008908845127753319,0.37122573011358695,0.014758536348190231,0.48068511701454664,0.00950082664666274,0.049078001211509056,0.07078228707087528,0.3512081257899358,0.02371434505594156,0.4314997397878205,0.005715229919575936
4,0.1526055830603157,0.012721730433660466,0.41393138794494944,0.009615825667402603,0.48303878377138093,0.009515933212413976,0.05183955780897057,0.06873893322990111,0.4338599060327808,0.007722516998695029,0.47715981511102373,0.0037094050498047244
5,0.12493069129681075,0.009369511746428446,0.3422074931796636,0.01668113406888289,0.4845953917556728,0.008495666166433135,0.05643810659561218,0.061243082862470676,0.3774162940850673,0.020122003388043,0.39904741126160187,0.0036413883078295706
6,0.13710885186243454,0.014889550790848525,0.353998320698799,0.01207764538007278,0.4218423726937618,0.010450280596581594,0.11474979502444252,0.0756523430780501,0.33831854437697145,0.023108901611250253,0.3928587899125513,0.002465687836897888
7,0.0967205670290808,0.011307875396571312,0.36992016350886053,0.01814449423419935,0.46926968933298274,0.013457358713708132,0.06198227777002947,0.06173358954449735,0.3480252994310793,0.020377449389289367,0.36495120982297624,0.017956668402072138
8,0.13798517362259183,0.008438750676926727,0.4331827912723039,0.019178067493370022,0.43506830431282967,0.014459423118272132,0.09125963409721431,0.07802854102944748,0.3890472364235251,0.016840105136967074,0.4365305058174293,0.03230693824737068
9,0.08633145926019689,0.013463605664649237,0.3601220752937849,0.018607673137486725,0.4474015103868821,0.016607309038638548,0.08240379145592838,0.047569027696396794,0.32333279927955666,0.007572573469501245,0.40668243217713096,0.008872488978760642
10,0.1360415616770984,0.011357632178601288,0.4318093949357821,0.0069546611844602535,0.5078694455847781,0.016067415347527744,0.08680824379837752,0.09087855313944337,0.40360953367230357,0.012878403485372154,0.46858625924815084,0.006249640185493268
11,0.07280959558684448,0.007884466540063034,0.34463358209457484,0.03230664363901678,0.4258719506900402,0.019246009888084527,0.08092666256044759,0.04651486064925444,0.3072882985995385,0.04229385841896982,0.3495493713140103,0.008944202145900389
12,0.1359121791542939,0.009657630321291773,0.4135094517140173,0.021659204658474804,0.5385767464771235,0.017229642395719374,0.08709493097609393,0.05997083701947669,0.40000562573737514,0.03639973974198611,0.48625164465437176,0.005147415198663615
13,0.1415055212995583,0.013491890445859505,0.4655111027778549,0.02235628467673021,0.5847147455602909,0.01934823273396383,0.06540057334521424,0.07784521990970447,0.4262382818843399,0.027415739576296616,0.45550998058738096,0.008130154180547754
14,0.13077144035321753,0.011904050894265139,0.4313935490151232,0.015717827565138422,0.5559627887739322,0.008524534825921075,0.09422156352005136,0.06895611969363598,0.3998382861698975,0.020388158023878025,0.459700725176525,0.005208707327624519
15,0.12044790504503569,0.009587684833448176,0.37705936744885366,0.019142468722006627,0.48108704513555,0.01048527596128166,0.047753206011970174,0.04767202304587833,0.3248979293798936,0.03568463813160276,0.4180411344425804,0.004215990088395244
MEAN_OVER_SPLITS,0.12430719614412909,0.010960119638350453,0.3983450667824126,0.017800197105226158,0.48729158605383904,0.012669598990747755,0.07394717169762478,0.06621093817397619,0.37475121902786523,0.023415862975008545,0.43053424679722485,0.009192693385661055
