split_index,n_train,n_test,train_dt_pct,test_dt_pct,hypergraph_pr_auc,hypergraph_f1,hyper_nostoich_pr_auc,hyper_nostoich_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff
1,4043,1079,11.921840217660154,12.511584800741426,0.4879317645688616,0.45614035087719296,0.49256676110955566,0.4538653366583541,0.4766695690439618,0.4449244060475162,0.01126219552489982,0.01121594482967675,-0.004634996540694047,0.0022750142188388556
2,4151,971,12.165743194410986,11.53450051493306,0.5064417611619272,0.4225352112676056,0.5123023873421622,0.42900302114803623,0.40860946385467173,0.3698630136986301,0.09783229730725546,0.05267219756897551,-0.0058606261802349735,-0.006467809880430608
3,4096,1026,11.62109375,13.742690058479532,0.4932706760712762,0.43935926773455375,0.5280817784037741,0.4449877750611247,0.39752435941403885,0.36983842010771995,0.09574631665723737,0.0695208476268338,-0.0348111023324979,-0.005628507326570942
4,4131,991,11.280561607358992,15.237134207870836,0.47060576518807706,0.47161572052401746,0.47835771078069866,0.4931506849315068,0.4134794081099845,0.4323308270676692,0.05712635707809255,0.03928489345634828,-0.007751945592621601,-0.021534964407489365
5,4069,1053,12.06684689112804,11.965811965811966,0.4730231999795299,0.40096618357487923,0.47142503901852423,0.40487804878048783,0.3481947968679113,0.3853211009174312,0.12482840311161858,0.015645082657448017,0.001598160961005679,-0.0039118652056086
6,4124,998,11.784675072744907,13.126252505010019,0.4124395360024325,0.38642297650130547,0.42948738978025947,0.3835616438356164,0.3439121220876529,0.3520309477756286,0.06852741391477957,0.03439202872567687,-0.01704785377782697,0.0028613326656890536
7,4121,1001,12.78815821402572,8.991008991008991,0.45719683966455954,0.35428571428571426,0.4577888188130164,0.35428571428571426,0.3914450763048431,0.3373493975903614,0.06575176335971644,0.016936316695352838,-0.0005919791484568782,0.0
8,3979,1143,11.686353355114349,13.298337707786526,0.44731476451808505,0.44493392070484583,0.4299824926480431,0.4519015659955257,0.4550064392176882,0.3963963963963964,-0.007691674699603135,0.04853752430844943,0.017332271870041938,-0.006967645290679891
9,4102,1020,13.066796684544125,7.941176470588235,0.4349233553151148,0.40559440559440557,0.44223851199555275,0.38,0.36992415777135584,0.34540389972144847,0.06499919754375894,0.0601905058729571,-0.007315156680437973,0.025594405594405567
10,4073,1049,11.686717407316474,13.44137273593899,0.5097408945293899,0.4714285714285714,0.5015312908056313,0.47858942065491183,0.4418008982220683,0.3953033268101761,0.06793999630732156,0.07612524461839532,0.008209603723758563,-0.0071608492263404155
11,4091,1031,13.321926179418236,6.9835111542192045,0.4117195248017045,0.33440514469453375,0.40294451937343745,0.33766233766233766,0.3658175169538461,0.28287841191067,0.04590200784785836,0.05152673278386377,0.008775005428267035,-0.0032571929678039124
12,4141,981,11.808741849794735,13.047910295616719,0.5649052262927705,0.4789473684210526,0.5475237448582195,0.48501362397820164,0.4279157766367901,0.432183908045977,0.13698944965598042,0.046763460375075616,0.017381481434550983,-0.006066255557149014
13,4094,1028,11.553492916463117,14.007782101167315,0.5763982375357242,0.45934959349593496,0.567319039730659,0.4767932489451477,0.46134103043097097,0.4283121597096189,0.1150572071047532,0.03103743378631607,0.009079197805065164,-0.017443655449212725
14,4017,1105,11.949215832710978,12.39819004524887,0.5524201631929831,0.457002457002457,0.5449346136698965,0.44611528822055135,0.4408442514642827,0.4015748031496063,0.11157591172870046,0.0554276538528507,0.007485549523086665,0.010887168781905654
15,4138,984,12.228129531174481,11.28048780487805,0.5043065002864461,0.41711229946524064,0.4755701859855155,0.4073107049608355,0.4096029907899085,0.35135135135135137,0.09470350949653755,0.06576094811388927,0.0287363143009306,0.009801594504405153
