feature,mean,std,median,min,max,n_splits,rank
base_UniquePartners,0.06190901494348282,0.03591005194282453,0.06560726645576931,0.006610607293934106,0.1300098914530105,15,1
protein_MedianUniqueRatio,0.04645617061170851,0.0182419941677571,0.04302717385446017,0.01923664665039518,0.07756538507992734,15,2
protein_MedComplexNodes,0.02616354104264501,0.023081840121220453,0.026145420368303883,-0.007162101013908889,0.0759316400621389,15,3
protein_RangeUniqueRatio,0.014841755552899844,0.007126760981484044,0.01318351986212184,0.00555814505466985,0.02793212535994089,15,4
protein_RangeComplexNodes,0.013930763279151819,0.0074199617475090235,0.014524480895519465,0.0043638713830179586,0.026205805699767985,15,5
stoich_MedianRatio,0.009437407577734574,0.011902905270927794,0.011496270336535497,-0.012999682232792987,0.03083452711278522,15,6
base_Degree,0.00523957627064815,0.008320235319130941,0.003354759079121905,-0.005647967226350681,0.019883709068263367,15,7
stoich_MedComplexSize,0.004540516216261004,0.016581470830686784,0.007546429244729281,-0.03409155635804978,0.0264887244524189,15,8
stoich_RangeRatio,0.0010573064275809416,0.007358580037355831,0.0013220943413542962,-0.010671694611618498,0.011584186732992652,15,9
stoich_RangeComplexSize,-0.00043366768430645394,0.0065620904772488,0.0011541013977225956,-0.014249048978715751,0.010437261757901273,15,10
