split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff
1,2693,701,6.349795766802822,5.1355206847360915,0.24684584329006157,0.24107142857142858,0.08338453986618252,0.11,0.16346130342387905,0.13107142857142856
2,2714,680,6.079587324981577,6.176470588235294,0.30593066114299367,0.2426470588235294,0.09409336825620349,0.14102564102564102,0.21183729288679018,0.10162141779788839
3,2677,717,5.902129249159507,6.834030683403068,0.36535762545909206,0.32085561497326204,0.10625218965402598,0.13513513513513514,0.25910543580506606,0.1857204798381269
4,2722,672,5.731080088170462,7.5892857142857135,0.22217398837736532,0.25680933852140075,0.09221266392527071,0.1702970297029703,0.12996132445209463,0.08651230881843044
5,2736,658,6.286549707602338,5.319148936170213,0.22041775138015773,0.24096385542168675,0.11614261615500471,0.14798206278026907,0.10427513522515303,0.09298179264141768
6,2688,706,6.026785714285714,6.373937677053824,0.3097459440004385,0.2809917355371901,0.09879359865075786,0.15779092702169625,0.2109523453496806,0.12320080851549384
7,2680,714,6.4179104477611935,4.901960784313726,0.20170752372636375,0.1951219512195122,0.10932218547088762,0.12554112554112554,0.09238533825547612,0.06958082567838667
8,2660,734,6.165413533834586,5.858310626702997,0.2838227239641934,0.21341463414634146,0.09852016108484954,0.1347517730496454,0.18530256287934385,0.07866286109669607
9,2636,758,5.690440060698028,7.519788918205805,0.18421533108922097,0.25418060200668896,0.11497058252769136,0.1781512605042017,0.06924474856152961,0.07602934150248727
10,2679,715,5.785740948114968,7.2727272727272725,0.2798383350280482,0.30939226519337015,0.13396411136234804,0.2,0.1458742236657002,0.10939226519337014
11,2729,665,6.375961890802492,4.962406015037594,0.33673479691613606,0.23275862068965517,0.11266318024528604,0.13186813186813187,0.22407161667085002,0.1008904888215233
12,2768,626,6.430635838150289,4.63258785942492,0.2437842410302068,0.2064516129032258,0.07076815228021857,0.11695906432748537,0.17301608874998822,0.08949254857574043
13,2755,639,6.02540834845735,6.416275430359937,0.321609290482127,0.2743362831858407,0.11321635447549089,0.16400911161731208,0.2083929360066361,0.11032717156852861
14,2690,704,6.20817843866171,5.681818181818182,0.26558544453179633,0.1724137931034483,0.07093587562389062,0.12573673870333987,0.19464956890790572,0.046677054400108414
15,2717,677,6.404122193595878,4.874446085672083,0.4156220944446472,0.31446540880503143,0.11533543489349296,0.14035087719298245,0.30028665955115424,0.17411453161204898
