ProteinId,base_Degree,base_LocalClustCoeff,protein_NumSubgroups,protein_AvgSubgroupSize,base_ComponentSize,base_ComponentEdgeNodeRatio,base_TriangleCount,stoich_WeightedTriangles,base_UniquePartners,stoich_ProtStoichSum,stoich_ProtAvgStoich,stoich_ProtMaxStoich,stoich_MedianRatio,stoich_RangeRatio,stoich_MinComplexSize,stoich_MaxComplexSize,stoich_AvgComplexSize,stoich_MedComplexSize,stoich_RangeComplexSize,protein_MinComplexNodes,protein_MaxComplexNodes,protein_AvgComplexNodes,protein_MedComplexNodes,protein_RangeComplexNodes,base_BetweennessCentrality,base_EigenvectorCentrality,base_KatzCentrality,protein_NormUniqueSum,protein_AvgUniqueRatio,protein_MaxUniqueRatio,protein_RangeUniqueRatio,protein_MedianUniqueRatio,base_AvgNeighbourDegree,stoich_AvgNeighbourDegreeStoich
Q8TAE8,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q8TCC3,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q96A35,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q96DV4,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q96EL3,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q96GC5,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BQ48,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BQC6,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BRJ2,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BYC8,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BYC9,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BYD1,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BYD2,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BYD3,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BYD6,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9BZE1,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9H0U6,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9H2W6,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9H9J2,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9HD33,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9NP92,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9NQ50,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9NRX2,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9NVS2,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9NWU5,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9NX20,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9NYK5,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9NZE8,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9P015,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9P0J6,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9P0M9,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9Y3B7,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
Q9Y6G3,1,0.0,0,0.0,52,0.019230769230769232,1275,0.0,51,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,52,52,52.0,52.0,0,0.0,1.2541559417015927e-95,0.007872537942731763,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.019230769230769232,1.0,0.0
P14778,4,0.0,0,0.0,13,0.9230769230769231,3,2.772588722239781,4,1.1666666666666665,0.38888888888888884,0.5,0.3333333333333333,0.16666666666666669,2,3,2.6666666666666665,3.0,1,2,3,2.75,3.0,1,2.96012643380066e-06,2.0223597152272946e-163,0.007970651775396204,1.4999999999999998,0.37499999999999994,0.5,0.16666666666666669,0.3333333333333333,4.625,4.166666666666667
P01137,2,0.0,0,0.0,5,1.2,1,1.9459101490553132,2,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666667,2,6,4.0,4.0,4,1,3,2.0,2.0,2,5.714257415106135e-07,4.179862204482324e-194,0.007105721641296233,1.3333333333333333,0.6666666666666666,1.0,0.6666666666666667,0.6666666666666666,3.0,3.0
Q15819,1,0.0,0,0.0,3,0.6666666666666666,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,2.319505098280179e-230,0.006718214156863567,0.5,0.5,0.5,0.0,0.5,2.0,2.0
P12004,1,0.0,0,0.0,1,1.0,0,0.0,0,1.0,1.0,1.0,1.0,0.0,3,3,3.0,3.0,0,1,1,1.0,1.0,0,0.0,2.356265479744925e-268,0.00669743158063124,1.0,1.0,1.0,0.0,1.0,0.0,0.0
P00751,4,0.0,0,0.0,8,1.5,2,5.298317366548037,2,1.3520467836257308,0.3380116959064327,0.5555555555555556,0.2982456140350877,0.35555555555555557,3,19,9.0,7.0,16,2,3,2.5,2.5,1,2.4338503805081685e-07,1.5414180919137508e-169,0.007950885437985606,1.6666666666666665,0.41666666666666663,0.5,0.16666666666666669,0.41666666666666663,6.5,7.035714285714286
P01024,8,0.0,0,0.0,8,1.5,5,10.799575577092764,7,4.487134502923976,0.560891812865497,1.0,0.5657894736842105,0.7777777777777778,2,19,6.75,5.5,17,1,3,2.5,3.0,2,8.266625727186875e-06,2.703209371177332e-169,0.009560985343351367,3.6666666666666665,0.4583333333333333,1.0,0.6666666666666667,0.3333333333333333,3.142857142857143,3.122448979591837
O14777,2,0.0,0,0.0,10,0.4,39,4.828313737302301,9,0.25,0.25,0.25,0.25,0.0,4,4,4.0,4.0,0,4,10,7.0,7.0,6,1.4285643537765338e-07,6.2563763592321014e-164,0.00731891030680306,0.35,0.175,0.25,0.15,0.175,2.0,2.0
Q8NBT2,2,0.0,0,0.0,10,0.4,39,4.828313737302301,9,0.25,0.25,0.25,0.25,0.0,4,4,4.0,4.0,0,4,10,7.0,7.0,6,1.4285643537765338e-07,6.2563763592321014e-164,0.00731891030680306,0.35,0.175,0.25,0.15,0.175,2.0,2.0
Q9BZD4,2,0.0,0,0.0,10,0.4,39,4.828313737302301,9,0.25,0.25,0.25,0.25,0.0,4,4,4.0,4.0,0,4,10,7.0,7.0,6,1.4285643537765338e-07,6.2563763592321014e-164,0.00731891030680306,0.35,0.175,0.25,0.15,0.175,2.0,2.0
Q9HBM1,2,0.0,0,0.0,10,0.4,39,4.828313737302301,9,0.25,0.25,0.25,0.25,0.0,4,4,4.0,4.0,0,4,10,7.0,7.0,6,1.4285643537765338e-07,6.2563763592321014e-164,0.00731891030680306,0.35,0.175,0.25,0.15,0.175,2.0,2.0
O43837,1,0.0,0,0.0,3,0.3333333333333333,1,2.1972245773362196,2,0.25,0.25,0.25,0.25,0.0,8,8,8.0,8.0,0,3,3,3.0,3.0,0,0.0,2.9410146162042225e-230,0.006736866428649712,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0
P50213,1,0.0,0,0.0,3,0.3333333333333333,1,2.1972245773362196,2,0.5,0.5,0.5,0.5,0.0,8,8,8.0,8.0,0,3,3,3.0,3.0,0,0.0,2.9410146162042225e-230,0.006736866428649712,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0
P51553,1,0.0,0,0.0,3,0.3333333333333333,1,2.1972245773362196,2,0.25,0.25,0.25,0.25,0.0,8,8,8.0,8.0,0,3,3,3.0,3.0,0,0.0,2.9410146162042225e-230,0.006736866428649712,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0
P08151,1,0.0,0,0.0,4,0.75,0,0.0,1,0.5,0.5,0.5,0.5,0.0,2,2,2.0,2.0,0,2,2,2.0,2.0,0,0.0,5.357094145714723e-219,0.006719343819324066,0.5,0.5,0.5,0.0,0.5,3.0,3.0
O14949,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
O14957,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
P00156,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
P07919,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
P08574,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
P14927,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
P22695,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
P31930,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
P47985,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
Q9UDW1,1,0.0,0,0.0,10,0.1,36,89.45663939236802,9,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,11,11,11.0,11.0,0,10,10,10.0,10.0,0,0.0,8.941740263901276e-179,0.006878622412494588,0.1,0.1,0.1,0.0,0.1,1.0,1.0
P27918,2,0.0,0,0.0,8,1.5,2,5.298317366548037,2,0.32748538011695905,0.16374269005847952,0.2222222222222222,0.16374269005847952,0.11695906432748537,9,19,14.0,14.0,10,3,3,3.0,3.0,0,2.1163916352244944e-08,8.401115704698191e-170,0.007164164847477545,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,6.0,5.983193277310924
Q9BUV8,1,0.0,0,0.0,2,0.5,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,0.0
Q9UM00,1,0.0,0,0.0,2,0.5,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,2,2.0,2.0,0,0.0,2.268503222739713e-245,0.006717091126393427,0.5,0.5,0.5,0.0,0.5,1.0,0.0
O14521,1,0.0,0,0.0,4,0.25,3,4.828313737302301,3,0.25,0.25,0.25,0.25,0.0,4,4,4.0,4.0,0,4,4,4.0,4.0,0,0.0,8.03564121857208e-219,0.006756758512789844,0.25,0.25,0.25,0.0,0.25,1.0,1.0
P21912,1,0.0,0,0.0,4,0.25,3,4.828313737302301,3,0.25,0.25,0.25,0.25,0.0,4,4,4.0,4.0,0,4,4,4.0,4.0,0,0.0,8.03564121857208e-219,0.006756758512789844,0.25,0.25,0.25,0.0,0.25,1.0,1.0
P31040,1,0.0,0,0.0,4,0.25,3,4.828313737302301,3,0.25,0.25,0.25,0.25,0.0,4,4,4.0,4.0,0,4,4,4.0,4.0,0,0.0,8.03564121857208e-219,0.006756758512789844,0.25,0.25,0.25,0.0,0.25,1.0,1.0
Q99643,1,0.0,0,0.0,4,0.25,3,4.828313737302301,3,0.25,0.25,0.25,0.25,0.0,4,4,4.0,4.0,0,4,4,4.0,4.0,0,0.0,8.03564121857208e-219,0.006756758512789844,0.25,0.25,0.25,0.0,0.25,1.0,1.0
P04843,3,0.0,2,6.5,12,0.25,70,151.3322766647513,11,0.39285714285714285,0.13095238095238096,0.14285714285714285,0.125,0.01785714285714285,7,8,7.666666666666667,8.0,1,8,9,8.333333333333334,8.0,1,2.479201629834408e-07,1.1327272562637633e-142,0.007921831252828722,0.3611111111111111,0.12037037037037036,0.125,0.013888888888888895,0.125,2.464285714285714,2.611111111111111
P04844,3,0.0,2,6.5,12,0.25,70,151.3322766647513,11,0.39285714285714285,0.13095238095238096,0.14285714285714285,0.125,0.01785714285714285,7,8,7.666666666666667,8.0,1,8,9,8.333333333333334,8.0,1,2.479201629834408e-07,1.1327272562637633e-142,0.007921831252828722,0.3611111111111111,0.12037037037037036,0.125,0.013888888888888895,0.125,2.464285714285714,2.611111111111111
P0C6T2,3,0.0,2,6.5,12,0.25,70,151.3322766647513,11,0.39285714285714285,0.13095238095238096,0.14285714285714285,0.125,0.01785714285714285,7,8,7.666666666666667,8.0,1,8,9,8.333333333333334,8.0,1,2.479201629834408e-07,1.1327272562637633e-142,0.007921831252828722,0.3611111111111111,0.12037037037037036,0.125,0.013888888888888895,0.125,2.464285714285714,2.611111111111111
P39656,3,0.0,2,6.5,12,0.25,70,151.3322766647513,11,0.39285714285714285,0.13095238095238096,0.14285714285714285,0.125,0.01785714285714285,7,8,7.666666666666667,8.0,1,8,9,8.333333333333334,8.0,1,2.479201629834408e-07,1.1327272562637633e-142,0.007921831252828722,0.3611111111111111,0.12037037037037036,0.125,0.013888888888888895,0.125,2.464285714285714,2.611111111111111
P46977,1,0.0,0,0.0,12,0.25,28,61.522288165414146,8,0.125,0.125,0.125,0.125,0.0,8,8,8.0,8.0,0,9,9,9.0,9.0,0,0.0,3.7757575208792114e-143,0.0068767989719190105,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,2.5,2.7142857142857144
P61165,3,0.0,2,6.5,12,0.25,70,151.3322766647513,11,0.39285714285714285,0.13095238095238096,0.14285714285714285,0.125,0.01785714285714285,7,8,7.666666666666667,8.0,1,8,9,8.333333333333334,8.0,1,2.479201629834408e-07,1.1327272562637633e-142,0.007921831252828722,0.3611111111111111,0.12037037037037036,0.125,0.013888888888888895,0.125,2.464285714285714,2.611111111111111
P61803,3,0.0,2,6.5,12,0.25,70,151.3322766647513,11,0.39285714285714285,0.13095238095238096,0.14285714285714285,0.125,0.01785714285714285,7,8,7.666666666666667,8.0,1,8,9,8.333333333333334,8.0,1,2.479201629834408e-07,1.1327272562637633e-142,0.007921831252828722,0.3611111111111111,0.12037037037037036,0.125,0.013888888888888895,0.125,2.464285714285714,2.611111111111111
Q8N6L1,1,0.0,0,0.0,12,0.25,28,61.522288165414146,8,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,9,9,9.0,9.0,0,0.0,3.7757575208792114e-143,0.0068767989719190105,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,2.5,2.5
Q9NRP0,1,0.0,0,0.0,12,0.25,28,61.522288165414146,8,0.125,0.125,0.125,0.125,0.0,8,8,8.0,8.0,0,9,9,9.0,9.0,0,0.0,3.7757575208792114e-143,0.0068767989719190105,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.1111111111111111,2.5,2.7142857142857144
Q8TCJ2,2,0.0,1,7.0,12,0.25,42,89.80998849933715,8,0.26785714285714285,0.13392857142857142,0.14285714285714285,0.13392857142857142,0.01785714285714285,7,8,7.5,7.5,1,8,8,8.0,8.0,0,3.628099946099133e-08,7.551515041758423e-143,0.0073806628405877215,0.25,0.125,0.125,0.0,0.125,2.7142857142857144,2.857142857142857
Q9H0U3,1,0.0,0,0.0,12,0.25,21,46.14171612406061,7,0.125,0.125,0.125,0.125,0.0,8,8,8.0,8.0,0,8,8,8.0,8.0,0,0.0,3.7757575208792114e-143,0.006858146700132866,0.125,0.125,0.125,0.0,0.125,2.857142857142857,2.857142857142857
P54619,4,0.3333333333333333,0,0.0,7,1.7142857142857142,4,5.545177444479562,4,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,3,3.0,3.0,0,3,3,3.0,3.0,0,6.191957241342518e-07,3.414402527593888e-156,0.008004443442902248,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,6.0,6.0
Q13131,6,0.4,0,0.0,7,1.7142857142857142,6,8.317766166719343,5,1.9999999999999998,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,3,3.0,3.0,0,3,3,3.0,3.0,0,1.6149579885073766e-06,5.121603791390833e-156,0.008838849884514367,1.9999999999999998,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,5.0,5.0
Q9Y478,6,0.4,0,0.0,7,1.7142857142857142,6,8.317766166719343,5,1.9999999999999998,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,3,3.0,3.0,0,3,3,3.0,3.0,0,1.614957988507377e-06,5.121603791390833e-156,0.008838849884514367,1.9999999999999998,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,5.0,5.0
Q14240,2,0.0,0,0.0,9,1.2222222222222223,2,2.772588722239781,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,3,3.0,3.0,0,3,3,3.0,3.0,0,8.465566540897978e-08,9.990550414845369e-185,0.007152537857875547,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.5,3.5
O43432,2,0.0,0,0.0,9,1.2222222222222223,2,2.772588722239781,3,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,3,3,3.0,3.0,0,3,3,3.0,3.0,0,8.465566540897978e-08,9.990550414845369e-185,0.007152537857875547,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,3.5,3.5
O14561,2,0.0,0,0.0,49,0.04081632653061224,913,25.649493574615366,48,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,12,12,12.0,12.0,0,6,44,25.0,25.0,38,1.6761821750978e-05,1.626123182742827e-104,0.008128436790251476,0.1893939393939394,0.0946969696969697,0.16666666666666666,0.14393939393939392,0.0946969696969697,1.0,1.0
Q16595,1,0.0,0,0.0,49,0.04081632653061224,10,25.649493574615366,5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,12,12,12.0,12.0,0,6,6,6.0,6.0,0,0.0,4.166737003361416e-106,0.006800840497061888,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,1.2,1.2
Q6P4F2,1,0.0,0,0.0,49,0.04081632653061224,10,25.649493574615366,5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,12,12,12.0,12.0,0,6,6,6.0,6.0,0,0.0,4.166737003361416e-106,0.006800840497061888,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,1.2,1.2
