split_index,seed_accepted,attempts,accepted,validation_ok,validation_problems,train_n,train_pct,test_n,test_pct,test_size_deviation_pp,size_warning,train_n_positive,test_n_positive,train_n_negative,test_n_negative,train_unknown,test_unknown,train_pos_rate_pct,test_pos_rate_pct,test_deviation_pp,warning,leakage_violations,large_test_n,medium_test_n,small_test_n,singleton_test_n,large_test_pct,medium_test_pct,small_test_pct,singleton_test_pct,large_test_rate_pct,medium_test_rate_pct,small_test_rate_pct,singleton_test_rate_pct
34,75,1,True,True,,2731,80.47,663,19.53,0.47,False,212,60,2514,602,0,0,7.78,9.06,1.03,False,0,145,252,154,111,14.9,23.6,19.5,19.9,13.8,6.3,7.8,10.8
35,76,1,True,True,,2752,81.08,642,18.92,1.08,False,225,47,2522,594,0,0,8.19,7.33,0.7,False,0,160,205,165,111,16.5,19.2,20.9,19.9,4.4,10.2,6.1,8.1
36,77,1,True,True,,2740,80.73,654,19.27,0.73,False,221,51,2514,602,0,0,8.08,7.81,0.22,False,0,148,243,151,111,15.2,22.7,19.1,19.9,4.7,10.3,7.9,6.3
37,2078,3,True,True,,2768,81.56,626,18.44,1.56,False,224,48,2539,577,0,0,8.11,7.68,0.35,False,0,133,230,151,111,13.7,21.5,19.1,19.9,7.5,8.7,4.6,9.9
38,79,1,True,True,,2718,80.08,676,19.92,0.08,False,224,48,2489,627,0,0,8.26,7.11,0.92,False,0,214,197,153,111,22.0,18.4,19.4,19.9,9.3,8.6,2.6,6.3
39,1080,2,True,True,,2812,82.85,582,17.15,2.85,False,218,54,2589,527,0,0,7.77,9.29,1.26,False,0,120,199,151,111,12.3,18.6,19.1,19.9,9.2,12.6,4.0,10.8
40,81,1,True,True,,2761,81.35,633,18.65,1.35,False,230,42,2526,590,0,0,8.35,6.65,1.38,False,0,162,199,160,111,16.7,18.6,20.3,19.9,5.6,9.5,2.5,9.0
41,2082,3,True,True,,2738,80.67,656,19.33,0.67,False,227,45,2506,610,0,0,8.31,6.87,1.16,False,0,183,214,147,111,18.8,20.0,18.6,19.9,0.0,8.9,10.9,9.0
42,83,1,True,True,,2742,80.79,652,19.21,0.79,False,212,60,2525,591,0,0,7.75,9.22,1.19,False,0,159,209,172,111,16.4,19.5,21.8,19.9,10.1,10.5,6.4,9.9
43,84,1,True,True,,2670,78.67,724,21.33,1.33,False,209,63,2456,660,0,0,7.84,8.71,0.68,False,0,242,214,156,111,24.9,20.0,19.8,19.9,13.2,6.1,4.5,9.9
44,1085,2,True,True,,2778,81.85,616,18.15,1.85,False,217,55,2556,560,0,0,7.83,8.94,0.91,False,0,158,191,155,111,16.3,17.9,19.6,19.9,7.0,9.4,7.1,13.5
45,4086,5,True,True,,2734,80.55,660,19.45,0.55,False,220,52,2509,607,0,0,8.06,7.89,0.14,False,0,160,235,153,111,16.5,22.0,19.4,19.9,6.9,8.5,6.5,9.9
46,3087,4,True,True,,2743,80.82,651,19.18,0.82,False,223,49,2515,601,0,0,8.14,7.54,0.49,False,0,167,218,154,111,17.2,20.4,19.5,19.9,1.8,8.7,10.4,9.9
47,2088,3,True,True,,2603,76.69,791,23.31,3.31,False,199,73,2399,717,0,0,7.66,9.24,1.21,False,0,281,232,166,111,28.9,21.7,21.0,19.9,11.7,3.9,10.8,11.7
48,89,1,True,True,,2780,81.91,614,18.09,1.91,False,215,57,2560,556,0,0,7.75,9.3,1.27,False,0,138,210,154,111,14.2,19.6,19.5,19.9,17.4,7.6,2.6,11.7
49,2090,3,True,True,,2764,81.44,630,18.56,1.44,False,223,49,2536,580,0,0,8.08,7.79,0.24,False,0,148,209,161,111,15.2,19.5,20.4,19.9,14.2,3.3,8.1,7.2
50,1091,2,True,True,,2807,82.7,587,17.3,2.7,False,232,40,2570,546,0,0,8.28,6.83,1.2,False,0,156,161,158,111,16.0,15.0,20.0,19.9,1.9,8.7,7.6,9.9
