split_index,seed_accepted,attempts,accepted,validation_ok,validation_problems,train_n,train_pct,test_n,test_pct,test_size_deviation_pp,size_warning,train_n_positive,test_n_positive,train_n_negative,test_n_negative,train_unknown,test_unknown,train_pos_rate_pct,test_pos_rate_pct,test_deviation_pp,warning,leakage_violations,large_test_n,medium_test_n,small_test_n,singleton_test_n,large_test_pct,medium_test_pct,small_test_pct,singleton_test_pct,large_test_rate_pct,medium_test_rate_pct,small_test_rate_pct,singleton_test_rate_pct
1,4042,5,True,True,,2706,79.73,688,20.27,0.27,False,215,57,2486,630,0,0,7.96,8.3,0.27,False,0,194,223,159,111,20.0,20.8,20.2,19.9,8.8,9.0,5.7,9.9
2,8043,9,True,True,,2678,78.9,716,21.1,1.1,False,206,66,2467,649,0,0,7.71,9.23,1.2,False,0,223,226,155,111,22.9,21.1,19.6,19.9,14.8,8.8,2.6,8.1
3,44,1,True,True,,2670,78.67,724,21.33,1.33,False,213,59,2452,664,0,0,7.99,8.16,0.13,False,0,220,219,173,111,22.6,20.5,21.9,19.9,4.5,12.3,6.4,9.9
4,3045,4,True,True,,2754,81.14,640,18.86,1.14,False,223,49,2526,590,0,0,8.11,7.67,0.36,False,0,171,202,155,111,17.6,18.9,19.6,19.9,5.3,7.4,7.7,11.7
5,3046,4,True,True,,2762,81.38,632,18.62,1.38,False,225,47,2532,584,0,0,8.16,7.45,0.58,False,0,137,222,161,111,14.1,20.7,20.4,19.9,16.8,4.1,4.3,7.2
6,2047,3,True,True,,2687,79.17,707,20.83,0.83,False,210,62,2472,644,0,0,7.83,8.78,0.75,False,0,214,221,160,111,22.0,20.7,20.3,19.9,5.1,12.7,6.9,10.8
7,2048,3,True,True,,2765,81.47,629,18.53,1.47,False,224,48,2536,580,0,0,8.12,7.64,0.39,False,0,156,198,163,111,16.0,18.5,20.7,19.9,11.5,6.1,6.1,7.2
8,2049,3,True,True,,2769,81.59,625,18.41,1.59,False,223,49,2541,575,0,0,8.07,7.85,0.18,False,0,147,199,167,111,15.1,18.6,21.2,19.9,2.0,12.6,4.8,11.7
9,1050,2,True,True,,2753,81.11,641,18.89,1.11,False,230,42,2518,598,0,0,8.37,6.56,1.47,False,0,140,225,164,111,14.4,21.0,20.8,19.9,5.7,4.0,8.5,9.9
10,3051,4,True,True,,2701,79.58,693,20.42,0.42,False,222,50,2474,642,0,0,8.23,7.23,0.8,False,0,170,259,152,111,17.5,24.2,19.3,19.9,12.4,3.1,7.9,8.1
11,2052,3,True,True,,2806,82.68,588,17.32,2.68,False,224,48,2577,539,0,0,8.0,8.18,0.15,False,0,118,193,165,111,12.1,18.0,20.9,19.9,6.8,10.4,7.3,7.2
12,53,1,True,True,,2745,80.88,649,19.12,0.88,False,229,43,2511,605,0,0,8.36,6.64,1.39,False,0,184,190,163,111,18.9,17.8,20.7,19.9,2.2,5.8,9.2,11.7
13,54,1,True,True,,2641,77.81,753,22.19,2.19,False,214,58,2422,694,0,0,8.12,7.71,0.32,False,0,283,209,149,111,29.1,19.5,18.9,19.9,11.3,5.3,4.0,8.1
14,55,1,True,True,,2711,79.88,683,20.12,0.12,False,216,56,2490,626,0,0,7.98,8.21,0.18,False,0,223,187,161,111,22.9,17.5,20.4,19.9,4.5,8.0,9.9,13.5
15,56,1,True,True,,2689,79.23,705,20.77,0.77,False,208,64,2476,640,0,0,7.75,9.09,1.06,False,0,201,225,167,111,20.7,21.0,21.2,19.9,10.0,10.2,6.6,9.0
16,1057,2,True,True,,2678,78.9,716,21.1,1.1,False,210,62,2463,653,0,0,7.86,8.67,0.64,False,0,211,226,167,111,21.7,21.1,21.2,19.9,15.6,3.1,9.0,6.3
17,1058,2,True,True,,2672,78.73,722,21.27,1.27,False,218,54,2449,667,0,0,8.17,7.49,0.54,False,0,222,219,169,111,22.8,20.5,21.4,19.9,14.4,4.1,5.3,3.6
18,59,1,True,True,,2733,80.52,661,19.48,0.52,False,218,54,2510,606,0,0,7.99,8.18,0.15,False,0,183,207,159,111,18.8,19.3,20.2,19.9,18.6,5.3,2.5,4.5
19,1060,2,True,True,,2796,82.38,598,17.62,2.38,False,219,53,2572,544,0,0,7.85,8.88,0.85,False,0,134,191,161,111,13.8,17.9,20.4,19.9,16.4,5.2,6.2,9.9
20,61,1,True,True,,2677,78.87,717,21.13,1.13,False,208,64,2464,652,0,0,7.78,8.94,0.91,False,0,235,218,152,111,24.2,20.4,19.3,19.9,3.4,14.7,7.2,11.7
21,1062,2,True,True,,2743,80.82,651,19.18,0.82,False,218,54,2520,596,0,0,7.96,8.31,0.28,False,0,160,220,159,111,16.5,20.6,20.2,19.9,6.9,9.5,7.5,9.0
22,63,1,True,True,,2688,79.2,706,20.8,0.8,False,221,51,2462,654,0,0,8.24,7.23,0.8,False,0,199,240,155,111,20.5,22.4,19.6,19.9,4.0,9.2,5.8,10.8
23,2064,3,True,True,,2694,79.38,700,20.62,0.62,False,206,66,2483,633,0,0,7.66,9.44,1.41,False,0,238,198,152,111,24.5,18.5,19.3,19.9,16.8,1.0,6.6,12.6
24,65,1,True,True,,2747,80.94,647,19.06,0.94,False,215,57,2527,589,0,0,7.84,8.82,0.79,False,0,125,257,153,111,12.9,24.0,19.4,19.9,0.0,13.6,7.2,9.9
25,1066,2,True,True,,2741,80.76,653,19.24,0.76,False,224,48,2512,604,0,0,8.19,7.36,0.67,False,0,196,184,161,111,20.2,17.2,20.4,19.9,10.2,5.4,5.0,9.0
26,1067,2,True,True,,2748,80.97,646,19.03,0.97,False,216,56,2527,589,0,0,7.87,8.68,0.65,False,0,194,175,165,111,20.0,16.4,20.9,19.9,10.8,8.6,4.2,11.7
27,2068,3,True,True,,2706,79.73,688,20.27,0.27,False,212,60,2489,627,0,0,7.85,8.73,0.7,False,0,204,216,156,111,21.0,20.2,19.8,19.9,0.0,16.2,8.3,10.8
28,5069,6,True,True,,2756,81.2,638,18.8,1.2,False,229,43,2522,594,0,0,8.32,6.75,1.28,False,0,189,187,150,111,19.4,17.5,19.0,19.9,5.3,6.4,10.7,4.5
29,70,1,True,True,,2661,78.4,733,21.6,1.6,False,205,67,2451,665,0,0,7.72,9.15,1.12,False,0,237,221,163,111,24.4,20.7,20.7,19.9,16.5,4.1,7.4,6.3
30,1071,2,True,True,,2703,79.64,691,20.36,0.36,False,211,61,2487,629,0,0,7.82,8.84,0.81,False,0,168,247,164,111,17.3,23.1,20.8,19.9,1.8,14.6,4.3,13.5
31,1072,2,True,True,,2761,81.35,633,18.65,1.35,False,219,53,2537,579,0,0,7.95,8.39,0.36,False,0,129,236,156,111,13.3,22.1,19.8,19.9,7.0,14.0,1.3,8.1
32,73,1,True,True,,2701,79.58,693,20.42,0.42,False,213,59,2483,633,0,0,7.9,8.53,0.5,False,0,177,251,153,111,18.2,23.5,19.4,19.9,5.1,13.1,5.2,8.1
33,1074,2,True,True,,2776,81.79,618,18.21,1.79,False,222,50,2549,567,0,0,8.01,8.1,0.07,False,0,144,212,150,111,14.8,19.8,19.0,19.9,6.2,11.3,3.3,10.8
