ProteinId,pair_Degree,pair_LocalClustCoeff,pair_TriangleCount,pair_ComponentSize,pair_EigenvectorCentrality,pair_BetweennessCentrality,pair_KatzCentrality,pair_AvgNeighborDegree
P25024,1,0.0,0,4,5e-323,0.0,0.008153977756468304,3.0
P25025,1,0.0,0,4,5e-323,0.0,0.008153977756468304,3.0
P25054,5,0.8,8,9,1.1673817737577342e-233,2.358490566037736e-07,0.008778503801320585,5.6
P25067,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P25205,10,1.0,45,11,1.0148807589311784e-171,0.0,0.009694412157855943,10.0
P25208,2,1.0,1,3,8.6807532017e-313,0.0,0.00829597582714281,2.0
P25391,4,0.8333333333333334,5,12,1.0374947983818398e-221,0.0,0.008645209324252468,7.5
P25398,33,1.0,528,34,3.3726633232748213e-49,0.0,0.01881069988327964,33.0
P25490,14,1.0,91,685,1.8380528190799e-33,0.0,0.011134071193287768,22.214285714285715
P25705,20,1.0,190,21,1.6333054557374227e-101,0.0,0.012282447099778507,20.0
P25786,41,0.8085365853658537,663,685,2.1982201691273316e-33,6.783051853806561e-05,0.022500653381365917,33.46341463414634
P25787,41,0.8085365853658537,663,685,2.1982201691273316e-33,6.783051853806561e-05,0.022500653381365917,33.46341463414634
P25788,41,0.8085365853658537,663,685,2.1982201691273316e-33,6.783051853806561e-05,0.022500653381365917,33.46341463414634
P25789,41,0.8085365853658537,663,685,2.1982201691273316e-33,6.783051853806561e-05,0.022500653381365917,33.46341463414634
P25940,2,1.0,1,6,4.998095964708554e-286,0.0,0.008301275111687658,3.0
P26006,2,0.0,0,21,2.888524854559074e-266,5.89622641509434e-06,0.00832359029525328,7.5
P26010,2,0.0,0,21,7.649271273037597e-267,1.2971698113207549e-05,0.008293896845137623,1.5
P26012,1,0.0,0,21,1.0403495028534904e-266,0.0,0.00815948895908452,5.0
P26196,9,0.4444444444444444,16,11,9.409546756990946e-223,0.0,0.009380502132545722,4.888888888888889
P26368,2,0.0,0,3,0.0,0.0,0.00829094718395542,1.0
P26373,52,0.9939668174962293,1318,77,0.13801588932728134,3.6851415094339625e-08,0.08052919819926811,51.75
P26678,0,0.0,0,1,0.0,0.0,0.008007212150783405,0.0
P26715,1,0.0,0,4,5e-323,0.0,0.008153977756468304,3.0
P26717,1,0.0,0,4,5e-323,0.0,0.008153977756468304,3.0
P26951,2,1.0,1,10,1.5110265832299553e-230,0.0,0.00831484536773628,5.5
P27449,25,0.98,294,26,4.3686670983786824e-80,8.040308747855917e-08,0.014089709335874643,24.52
P27540,2,0.0,0,3,0.0,0.0,0.00829094718395542,1.0
P27635,50,0.9983673469387755,1223,77,0.13306298393398325,1.2283805031446542e-08,0.07790932494837335,51.9
P27658,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P27694,3,0.6666666666666666,2,4,4.092410137862605e-294,2.94811320754717e-07,0.008443096375367233,2.3333333333333335
P27918,2,1.0,1,8,8.166385251929583e-274,0.0,0.008308836259904495,4.5
P27930,3,0.6666666666666666,2,13,9.409687948297336e-254,0.0,0.008466920524238634,5.333333333333333
P27986,3,0.0,0,6,1.4901897136238896e-281,3.938695000063019e-07,0.008448311333798378,3.0
P28062,13,1.0,78,685,6.355855067562839e-34,0.0,0.01276274268346687,36.76923076923077
P28065,14,0.989010989010989,90,685,6.510627227141588e-34,0.0,0.012981063792822737,35.0
P28066,41,0.8085365853658537,663,685,2.1982201691273316e-33,6.783051853806561e-05,0.022500653381365917,33.46341463414634
P28070,41,0.8085365853658537,663,685,2.1982201691273316e-33,6.783051853806561e-05,0.022500653381365917,33.46341463414634
P28072,37,0.9279279279279279,618,685,2.135557530354978e-33,9.202912355916467e-06,0.021619899686280135,35.729729729729726
P28074,37,0.9279279279279279,618,685,2.135557530354978e-33,9.184506531204634e-06,0.021619899686280135,35.729729729729726
P28328,2,1.0,1,3,8.6807532017e-313,0.0,0.00829597582714281,2.0
P28331,43,1.0,903,49,3.387100420385373e-21,0.0,0.03187528343002525,43.116279069767444
P28340,3,1.0,3,9,1.190316944838423e-255,0.0,0.00845922221771521,4.333333333333333
P28347,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P28358,1,0.0,0,5,6.51056490127e-313,0.0,0.008156450540565552,4.0
P28370,4,0.5,3,685,6.85412333111863e-35,0.00041635881902803054,0.00889679806530837,24.75
P28472,10,0.26666666666666666,12,13,1.4999411368693692e-215,0.0,0.009536184588685749,4.9
P28702,3,0.0,0,13,1.8791729613389853e-263,0.0,0.008441418030009681,2.0
P28749,9,1.0,36,685,4.416172833396152e-35,0.0,0.009769065860736106,17.22222222222222
P29083,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P29084,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P29374,18,0.9738562091503268,149,685,6.305027895029271e-35,2.309724783657258e-06,0.012051246804974804,23.11111111111111
P29400,3,0.3333333333333333,1,4,1.0001564016881816e-306,0.0,0.008437975422825313,1.6666666666666667
P29459,6,0.6,9,14,9.22534952071575e-236,2.358490566037736e-06,0.00893622340161714,5.833333333333333
P29460,5,0.6,6,14,5.925127572492087e-236,1.179245283018868e-06,0.00876526761765684,4.6
P29466,7,0.3333333333333333,7,8,1.957566302479863e-253,1.179245283018868e-06,0.009038640157181203,3.0
P29597,5,1.0,10,10,5.3162548721957735e-230,0.0,0.008786883806313343,6.2
P29803,4,1.0,6,12,1.353714022706921e-234,0.0,0.008633658517272326,6.5
P30049,20,1.0,190,21,1.6333054557374227e-101,0.0,0.012282447099778507,20.0
P30050,52,0.9939668174962293,1318,77,0.13801588932728134,3.6851415094339625e-08,0.08052919819926811,51.75
P30101,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P30153,7,0.8095238095238095,17,8,2.5906618604494e-219,0.0,0.00909408528065089,5.857142857142857
P30260,15,0.9904761904761905,104,20,9.558856136567293e-132,4.2200303572103775e-08,0.010837612354616265,15.066666666666666
P30279,1,0.0,0,5,3.1638032758693564e-308,0.0,0.008154065301612072,3.0
P30281,2,0.0,0,5,5.634026228173148e-308,0.0,0.008298448637789089,2.5
P30532,4,0.6666666666666666,4,9,1.5524391983005474e-250,0.0,0.00861676445561678,5.0
P30613,0,0.0,0,1,0.0,0.0,0.008007212150783405,0.0
P30876,12,1.0,66,685,4.2540116861503064e-35,0.0,0.01058215801930653,20.833333333333332
P30926,5,0.3,3,9,1.6248052786152626e-250,0.0,0.008751773194919656,3.6
P30988,3,0.0,0,5,1.3906198373358794e-297,0.0,0.00844062053711278,2.0
P31040,3,1.0,3,4,1.4901897136238896e-281,0.0,0.008448311333798378,3.0
P31153,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P31274,1,0.0,0,5,6.51056490127e-313,0.0,0.008156450540565552,4.0
P31350,1,0.0,0,3,0.0,0.0,0.0081515064712603,2.0
P31639,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P31644,5,0.4,4,13,9.771941888099427e-216,1.579346361185984e-07,0.008803686644187162,7.4
P31785,11,0.16363636363636364,9,17,2.198480925321867e-247,0.0,0.009626388498557896,2.909090909090909
P31930,9,1.0,36,10,4.552434744662686e-182,0.0,0.009494356531681056,9.0
P32297,5,0.6,6,9,1.857263438076882e-250,0.0,0.00876416768627305,4.6
P32322,0,0.0,0,1,0.0,0.0,0.008007212150783405,0.0
P32780,9,1.0,36,10,4.552434744662686e-182,0.0,0.009494356531681056,9.0
P32881,2,1.0,1,18,2.975839123778413e-218,0.0,0.008373459306877882,17.0
P32927,9,0.3888888888888889,14,10,6.693305881980612e-230,1.179245283018868e-06,0.009361323350179562,4.111111111111111
P32969,52,0.9939668174962293,1318,77,0.13801588932728134,3.6851415094339625e-08,0.08052919819926811,51.75
P33240,5,0.4,4,11,1.593947832006997e-217,7.665094339622642e-06,0.008776500592636054,5.4
P33402,1,0.0,0,3,0.0,0.0,0.0081515064712603,2.0
P33991,10,1.0,45,11,1.0148807589311784e-171,0.0,0.009694412157855943,10.0
P33992,10,1.0,45,11,1.0148807589311784e-171,0.0,0.009694412157855943,10.0
P33993,10,1.0,45,11,1.0148807589311784e-171,0.0,0.009694412157855943,10.0
P34897,4,1.0,6,18,2.1952910871732504e-194,0.0,0.008654849377499295,8.0
P34903,6,0.3333333333333333,5,13,1.0404286746015516e-215,1.579346361185984e-07,0.008948641822122492,6.5
P35222,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P35225,5,0.4,4,17,4.084712121895526e-248,0.0,0.008745822977839884,3.2
P35226,12,0.5303030303030303,35,685,1.3007132435046135e-33,0.0,0.010194110535133333,13.333333333333334
P35227,12,0.5303030303030303,35,685,1.3007132435046135e-33,0.0,0.010194110535133333,13.333333333333334
P35228,2,1.0,1,3,8.6807532017e-313,0.0,0.00829597582714281,2.0
P35232,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P35244,3,0.6666666666666666,2,4,4.092410137862605e-294,2.94811320754717e-07,0.008443096375367233,2.3333333333333335
P35249,5,0.9,9,6,4.747805650084342e-243,0.0,0.008764785814457655,4.6
P35250,5,0.9,9,6,4.747805650084342e-243,0.0,0.008764785814457655,4.6
P35251,4,1.0,6,6,4.039343120605661e-243,0.0,0.008617375880047122,5.0
P35268,52,0.9939668174962293,1318,77,0.13801588932728134,3.6851415094339625e-08,0.08052919819926811,51.75
P35269,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P35442,0,0.0,0,1,0.0,0.0,0.008007212150783405,0.0
P35443,0,0.0,0,1,0.0,0.0,0.008007212150783405,0.0
P35498,4,0.6666666666666666,4,14,4.308142921260887e-201,0.0,0.008693870845446736,12.0
P35499,4,0.6666666666666666,4,14,4.308142921260887e-201,0.0,0.008693870845446736,12.0
P35606,8,0.8928571428571429,25,9,6.616619451613909e-201,0.0,0.009283659856827657,7.25
P35611,2,0.0,0,3,0.0,5.908042500094529e-07,0.00829094718395542,1.0
P35612,1,0.0,0,3,0.0,0.0,0.0081515064712603,2.0
P35638,10,0.5777777777777777,26,685,1.0457029254624562e-37,1.1087173439767797e-05,0.009811249008724116,14.2
P35658,30,1.0,435,44,4.011411226112391e-59,0.0,0.0168467697368591,30.533333333333335
P35659,7,1.0,21,685,1.0211703105845612e-31,0.0,0.00927525700262738,11.142857142857142
P35998,35,0.9966386554621849,593,685,2.099723787872996e-33,0.0,0.021166729146904862,37.05714285714286
P36222,3,1.0,3,17,1.657572940655537e-248,0.0,0.008453675907290088,3.6666666666666665
P36542,20,1.0,190,21,1.6333054557374227e-101,0.0,0.012282447099778507,20.0
P36543,25,0.98,294,26,4.3686670983786824e-80,8.040308747855917e-08,0.014089709335874643,24.52
P36544,1,0.0,0,9,4.684290062383066e-251,0.0,0.008164564226792606,7.0
P36578,52,0.9939668174962293,1318,77,0.13801588932728134,3.6851415094339625e-08,0.08052919819926811,51.75
P36873,2,1.0,1,5,1.1921517708991132e-281,0.0,0.008306224003205458,4.0
P36897,4,0.5,3,5,1.7882276563486706e-281,5.89622641509434e-07,0.008590398664391298,2.5
P36941,3,0.3333333333333333,1,21,1.3989736738469342e-205,5.89622641509434e-07,0.008451196644797227,3.3333333333333335
P36954,12,1.0,66,685,4.2540116861503064e-35,0.0,0.01058215801930653,20.833333333333332
P36956,3,0.6666666666666666,2,5,2.3736781914816658e-275,0.0,0.008450965888800495,3.3333333333333335
P36957,3,1.0,3,12,7.178499648689787e-235,0.0,0.008469991805386141,5.666666666666667
P37088,3,1.0,3,4,1.4901897136238896e-281,0.0,0.008448311333798378,3.0
P37108,5,1.0,10,6,1.5705664834026287e-237,0.0,0.008770405864641605,5.0
P37173,4,0.5,3,5,1.7882276563486706e-281,5.89622641509434e-07,0.008590398664391298,2.5
P37198,30,1.0,435,44,4.011411226112391e-59,0.0,0.0168467697368591,30.533333333333335
P37231,2,0.0,0,13,2.1467257991934136e-263,0.0,0.008306721985065883,4.0
P37287,6,1.0,15,9,7.325338586896534e-220,0.0,0.00894636866507255,6.333333333333333
P38117,1,0.0,0,2,0.0,0.0,0.008149036683579107,1.0
P38398,15,0.34285714285714286,36,18,6.598041319619497e-194,1.8632075471698112e-05,0.0103628126888113,6.2
