ProteinId
A0A5B9
A0AVF1
A0JLT2
A0M8Q6
A1L190
A2RRP1
A4GXA9
A5D8V6
A5D8V7
A5LHX3
A5PLN9
A5X5Y0
A5YKK6
A6H8Y1
A6NGQ2
A6NHQ4
A6NHX0
A7MCY6
A8K0Z3
A8MT69
A8MTZ0
A8MW99
A8MWX3
A8MZ26
A9QM74
A9UHW6
B1AL88
B7Z8K6
C4AMC7
C9JR72
D6RGH6
E9PQX1
K9M1U5
L0R819
O00148
O00159
O00168
O00187
O00189
O00203
O00206
O00217
O00219
O00231
O00232
O00255
O00257
O00258
O00267
O00268
O00273
O00287
O00300
O00303
O00305
O00327
O00329
O00330
O00339
O00411
O00422
O00444
O00459
O00463
O00471
O00472
O00483
O00487
O00499
O00505
O00522
O00541
O00560
O00566
O00567
O00602
O00623
O00629
O00716
O14497
O14521
O14561
O14579
O14593
O14617
O14682
O14686
O14713
O14727
O14744
O14746
O14764
O14777
O14782
O14802
O14807
O14818
O14862
O14863
O14867
O14893
O14908
O14910
O14920
O14925
O14936
O14949
O14957
O14964
O14972
O15047
O15055
O15066
O15078
O15091
O15111
O15131
O15143
O15144
O15145
O15151
O15160
O15169
O15182
O15212
O15213
O15230
O15232
O15234
O15235
O15239
O15259
O15265
O15269
O15270
O15273
O15287
O15294
O15315
O15318
O15342
O15360
O15371
O15372
O15392
O15399
O15409
O15446
O15457
O15498
O15503
O15504
O15511
O15514
O15516
O15525
O15533
O15534
O15550
O15553
O43148
O43156
O43159
O43172
O43181
O43187
O43189
O43196
O43237
O43242
O43257
O43264
O43290
O43292
O43299
O43318
O43324
O43402
O43432
O43463
O43482
O43502
O43504
O43513
O43520
O43521
O43524
O43542
O43543
O43556
O43557
O43615
O43617
O43633
O43660
O43674
O43676
O43677
O43678
O43681
O43684
O43709
O43716
O43719
O43734
O43741
O43747
O43790
O43791
O43809
O43815
O43818
O43837
O43889
O43913
O43920
O43929
O43933
O60216
O60220
O60244
O60264
O60293
O60306
O60312
O60318
O60341
O60423
O60494
O60506
O60524
O60563
O60566
O60573
O60583
O60603
O60645
O60656
O60662
O60671
O60673
O60674
O60675
O60683
O60684
O60706
O60741
O60749
O60762
O60783
O60814
O60825
O60826
O60830
O60832
O60894
O60895
O60896
O60921
O60925
O60934
O60939
O60941
O75027
O75072
O75140
O75143
O75147
O75150
O75151
O75152
O75161
O75175
O75182
O75208
O75251
O75306
O75311
O75317
O75348
O75351
O75380
O75381
O75385
O75394
O75419
O75420
O75426
O75431
O75436
O75438
O75439
O75444
O75445
O75446
O75448
O75449
O75461
O75469
O75474
O75477
O75478
O75486
O75489
O75496
O75528
O75529
O75530
O75533
O75534
O75569
O75575
O75578
O75586
O75592
O75636
O75643
O75691
O75694
O75771
O75787
O75792
O75817
O75818
O75821
O75822
O75865
O75879
O75886
O75899
O75909
O75934
O75943
O75947
O75964
O75971
O76003
O76013
O76031
O76071
O76075
O76094
O94763
O94776
O94777
O94782
O94805
O94817
O94822
O94823
O94826
O94855
O94864
O94874
O94888
O94889
O94901
O94905
O94906
O94913
O94921
O94927
O94952
O94973
O94979
O94986
O95059
O95067
O95072
O95139
O95149
O95163
O95167
O95168
O95169
O95178
O95182
O95198
O95229
O95251
O95256
O95264
O95295
O95298
O95299
O95347
O95402
O95407
O95456
O95460
O95486
O95487
O95503
O95563
O95602
O95619
O95628
O95639
O95670
O95696
O95707
O95721
O95760
O95777
O95782
O95825
O95876
O95922
O95931
O95983
O95985
O95995
O95996
O95998
O95999
O96000
O96007
O96008
O96019
O96020
O96033
P00156
P00338
P00395
P00403
P00414
P00441
P00451
P00488
P00709
P00734
P00736
P00740
P00742
P00748
P00749
P00750
P00751
P00846
P01024
P01031
P01040
P01100
P01106
P01112
P01127
P01130
P01137
P01215
P01222
P01225
P01229
P01308
P01374
P01375
P01562
P01563
P01566
P01567
P01568
P01569
P01570
P01571
P01574
P01579
P01583
P01584
P01589
P01730
P01732
P01834
P01848
P01850
P01854
P01857
P01859
P01860
P01861
P01871
P01876
P01877
P01880
P02008
P02042
P02100
P02452
P02458
P02461
P02462
P02533
P02549
P02671
P02675
P02679
P02708
P02745
P02746
P02747
P02748
P02751
P03372
P03886
P03891
P03897
P03901
P03905
P03915
P03923
P03928
P03951
P03952
P03986
P04004
P04040
P04070
P04085
P04141
P04198
P04234
P04264
P04406
P04632
P04637
P04839
P04843
P04844
P04908
P04921
P05000
P05013
P05014
P05015
P05023
P05026
P05067
P05106
P05107
P05109
P05112
P05113
P05121
P05156
P05160
P05162
P05165
P05166
P05198
P05231
P05386
P05387
P05388
P05412
P05423
P05496
P05556
P05783
P05787
P05997
P06400
P06493
P06576
P06681
P06702
P06730
P06746
P06756
P06858
P06865
P06899
P07195
P07204
P07333
P07355
P07357
P07358
P07359
P07360
P07384
P07510
P07686
P07766
P07814
P07858
P07864
P07900
P07919
P07942
P07992
P07996
P08123
P08151
P08195
P08237
P08238
P08240
P08514
P08559
P08572
P08574
P08579
P08603
P08621
P08648
P08700
P08708
P08709
P08865
P08887
P09001
P09012
P09132
P09234
P09382
P09603
P09619
P09622
P09661
P09669
P09693
P09871
P09884
P0C0L4
P0C0L5
P0C0S5
P0C0S8
P0C1Z6
P0C2W1
P0C6T2
P0CAP2
P0CF51
P0CF74
P0CG04
P0CG05
P0DI81
P0DI82
P0DKB6
P0DN86
P0DOY3
P0DP23
P0DP24
P0DP25
P0DPB6
P10070
P10071
P10145
P10176
P10242
P10244
P10276
P10415
