split_index,seed_accepted,attempts,accepted,validation_ok,validation_problems,train_n,train_pct,test_n,test_pct,test_size_deviation_pp,size_warning,train_n_positive,test_n_positive,train_n_negative,test_n_negative,train_unknown,test_unknown,train_pos_rate_pct,test_pos_rate_pct,test_deviation_pp,warning,leakage_violations,large_test_n,medium_test_n,small_test_n,singleton_test_n,large_test_pct,medium_test_pct,small_test_pct,singleton_test_pct,large_test_rate_pct,medium_test_rate_pct,small_test_rate_pct,singleton_test_rate_pct
17,1058,2,True,True,,2672,78.73,722,21.27,1.27,False,152,54,2515,667,0,0,5.7,7.49,1.41,False,0,222,219,169,111,22.8,20.5,21.4,19.9,12.2,4.1,6.5,6.3
18,59,1,True,True,,2733,80.52,661,19.48,0.52,False,159,47,2569,613,0,0,5.83,7.12,1.04,False,0,183,207,159,111,18.8,19.3,20.2,19.9,15.8,3.9,3.1,4.5
19,3060,4,True,True,,2768,81.56,626,18.44,1.56,False,163,43,2600,582,0,0,5.9,6.88,0.8,False,0,162,195,157,111,16.7,18.2,19.9,19.9,9.3,5.1,7.6,5.4
20,2061,3,True,True,,2742,80.79,652,19.21,0.79,False,163,43,2574,608,0,0,5.96,6.61,0.53,False,0,170,215,155,111,17.5,20.1,19.6,19.9,7.6,5.6,6.5,7.2
21,1062,2,True,True,,2743,80.82,651,19.18,0.82,False,159,47,2579,603,0,0,5.81,7.23,1.15,False,0,160,220,159,111,16.5,20.6,20.2,19.9,3.1,9.5,5.0,11.7
22,2063,3,True,True,,2689,79.23,705,20.77,0.77,False,168,38,2516,666,0,0,6.26,5.4,0.68,False,0,212,221,160,111,21.8,20.7,20.3,19.9,5.2,6.3,1.9,9.0
23,2064,3,True,True,,2694,79.38,700,20.62,0.62,False,159,47,2530,652,0,0,5.91,6.72,0.64,False,0,238,198,152,111,24.5,18.5,19.3,19.9,12.2,4.0,2.0,6.3
24,3065,4,True,True,,2684,79.08,710,20.92,0.92,False,158,48,2521,661,0,0,5.9,6.77,0.69,False,0,201,237,160,111,20.7,22.1,20.3,19.9,7.5,5.9,2.5,13.5
25,1066,2,True,True,,2741,80.76,653,19.24,0.76,False,171,35,2565,617,0,0,6.25,5.37,0.71,False,0,196,184,161,111,20.2,17.2,20.4,19.9,4.1,4.9,2.5,12.6
26,67,1,True,True,,2757,81.23,637,18.77,1.23,False,175,31,2577,605,0,0,6.36,4.87,1.21,False,0,133,230,162,111,13.7,21.5,20.5,19.9,11.3,2.2,1.2,8.1
27,68,1,True,True,,2691,79.29,703,20.71,0.71,False,162,44,2524,658,0,0,6.03,6.27,0.19,False,0,210,218,163,111,21.6,20.4,20.7,19.9,1.0,6.9,8.0,12.6
28,69,1,True,True,,2754,81.14,640,18.86,1.14,False,171,35,2578,604,0,0,6.22,5.48,0.6,False,0,175,189,164,111,18.0,17.7,20.8,19.9,1.1,6.9,6.1,9.0
29,70,1,True,True,,2661,78.4,733,21.6,1.6,False,151,55,2505,677,0,0,5.69,7.51,1.43,False,0,237,221,163,111,24.4,20.7,20.7,19.9,12.2,3.2,7.4,6.3
30,71,1,True,True,,2769,81.59,625,18.41,1.59,False,159,47,2605,577,0,0,5.75,7.53,1.45,False,0,147,222,144,111,15.1,20.7,18.3,19.9,5.4,10.8,4.9,7.2
31,72,1,True,True,,2745,80.88,649,19.12,0.88,False,168,38,2572,610,0,0,6.13,5.86,0.22,False,0,150,235,152,111,15.4,22.0,19.3,19.9,7.3,5.1,5.3,6.3
32,1073,2,True,True,,2775,81.76,619,18.24,1.76,False,175,31,2595,587,0,0,6.32,5.02,1.06,False,0,141,204,162,111,14.5,19.1,20.5,19.9,3.5,6.4,4.3,5.4
33,74,1,True,True,,2704,79.67,690,20.33,0.33,False,162,44,2537,645,0,0,6.0,6.39,0.31,False,0,194,212,172,111,20.0,19.8,21.8,19.9,6.7,8.5,4.7,4.5
34,1075,2,True,True,,2758,81.26,636,18.74,1.26,False,176,30,2577,605,0,0,6.39,4.72,1.36,False,0,148,212,164,111,15.2,19.8,20.8,19.9,0.0,6.1,7.3,4.5
35,3076,4,True,True,,2785,82.06,609,17.94,2.06,False,170,36,2610,572,0,0,6.12,5.92,0.16,False,0,141,206,150,111,14.5,19.3,19.0,19.9,5.7,8.7,5.3,1.8
36,77,1,True,True,,2740,80.73,654,19.27,0.73,False,176,30,2559,623,0,0,6.44,4.59,1.49,False,0,148,243,151,111,15.2,22.7,19.1,19.9,0.0,4.9,5.3,9.0
37,1078,2,True,True,,2787,82.12,607,17.88,2.12,False,161,45,2621,561,0,0,5.79,7.43,1.35,False,0,129,211,155,111,13.3,19.7,19.6,19.9,1.6,9.5,7.7,9.9
38,79,1,True,True,,2718,80.08,676,19.92,0.08,False,173,33,2540,642,0,0,6.38,4.89,1.19,False,0,214,197,153,111,22.0,18.4,19.4,19.9,3.7,5.6,3.9,7.2
39,2080,3,True,True,,2714,79.96,680,20.04,0.04,False,160,46,2549,633,0,0,5.91,6.77,0.69,False,0,169,241,158,111,17.4,22.5,20.0,19.9,6.5,7.5,3.8,9.9
40,81,1,True,True,,2761,81.35,633,18.65,1.35,False,159,47,2597,585,0,0,5.77,7.44,1.36,False,0,162,199,160,111,16.7,18.6,20.3,19.9,8.0,8.5,4.4,9.0
41,2082,3,True,True,,2738,80.67,656,19.33,0.67,False,174,32,2559,623,0,0,6.37,4.89,1.19,False,0,183,214,147,111,18.8,20.0,18.6,19.9,0.0,6.5,4.8,9.9
42,83,1,True,True,,2742,80.79,652,19.21,0.79,False,168,38,2569,613,0,0,6.14,5.84,0.24,False,0,159,209,172,111,16.4,19.5,21.8,19.9,1.9,5.7,4.7,13.5
43,1084,2,True,True,,2713,79.94,681,20.06,0.06,False,162,44,2546,636,0,0,5.98,6.47,0.39,False,0,196,219,154,111,20.2,20.5,19.5,19.9,6.6,7.8,1.9,9.9
44,1085,2,True,True,,2778,81.85,616,18.15,1.85,False,171,35,2602,580,0,0,6.17,5.69,0.39,False,0,158,191,155,111,16.3,17.9,19.6,19.9,3.8,2.1,6.5,13.5
45,86,1,True,True,,2736,80.61,658,19.39,0.61,False,172,34,2559,623,0,0,6.3,5.18,0.9,False,0,146,236,164,111,15.0,22.1,20.8,19.9,2.1,5.1,6.1,8.1
46,87,1,True,True,,2737,80.64,657,19.36,0.64,False,175,31,2557,625,0,0,6.41,4.73,1.35,False,0,180,203,162,111,18.5,19.0,20.5,19.9,3.3,6.4,4.3,4.5
47,88,1,True,True,,2794,82.32,600,17.68,2.32,False,170,36,2619,563,0,0,6.1,6.01,0.07,False,0,134,205,149,111,13.8,19.2,18.9,19.9,7.5,5.9,5.4,5.4
48,89,1,True,True,,2780,81.91,614,18.09,1.91,False,163,43,2612,570,0,0,5.87,7.01,0.93,False,0,138,210,154,111,14.2,19.6,19.5,19.9,8.7,7.6,3.2,9.0
49,2090,3,True,True,,2764,81.44,630,18.56,1.44,False,165,41,2594,588,0,0,5.98,6.52,0.44,False,0,148,209,161,111,15.2,19.5,20.4,19.9,5.4,5.3,7.5,9.0
50,1091,2,True,True,,2807,82.7,587,17.3,2.7,False,179,27,2623,559,0,0,6.39,4.61,1.47,False,0,156,161,158,111,16.0,15.0,20.0,19.9,1.3,5.6,3.8,9.0
