split_index,seed_accepted,attempts,accepted,validation_ok,validation_problems,train_n,train_pct,test_n,test_pct,test_size_deviation_pp,size_warning,train_n_positive,test_n_positive,train_n_negative,test_n_negative,train_unknown,test_unknown,train_pos_rate_pct,test_pos_rate_pct,test_deviation_pp,warning,leakage_violations,large_test_n,medium_test_n,small_test_n,singleton_test_n,large_test_pct,medium_test_pct,small_test_pct,singleton_test_pct,large_test_rate_pct,medium_test_rate_pct,small_test_rate_pct,singleton_test_rate_pct
1,2042,3,True,True,,2755,81.17,639,18.83,1.17,False,171,35,2579,603,0,0,6.22,5.49,0.59,False,0,144,217,166,111,14.8,20.3,21.0,19.9,1.4,6.9,5.4,8.1
2,43,1,True,True,,2758,81.26,636,18.74,1.26,False,166,40,2587,595,0,0,6.03,6.3,0.22,False,0,133,227,164,111,13.7,21.2,20.8,19.9,9.8,8.8,2.4,2.7
3,44,1,True,True,,2670,78.67,724,21.33,1.33,False,157,49,2508,674,0,0,5.89,6.78,0.7,False,0,220,219,173,111,22.6,20.5,21.9,19.9,7.3,7.3,4.6,8.1
4,2045,3,True,True,,2662,78.43,732,21.57,1.57,False,156,50,2501,681,0,0,5.87,6.84,0.76,False,0,265,191,164,111,27.3,17.9,20.8,19.9,10.2,4.2,2.4,9.9
5,2046,3,True,True,,2692,79.32,702,20.68,0.68,False,153,53,2534,648,0,0,5.69,7.56,1.48,False,0,232,199,159,111,23.9,18.6,20.2,19.9,15.1,3.0,3.8,5.4
6,1047,2,True,True,,2754,81.14,640,18.86,1.14,False,163,43,2586,596,0,0,5.93,6.73,0.65,False,0,164,209,155,111,16.9,19.5,19.6,19.9,6.1,8.1,1.3,12.6
7,48,1,True,True,,2727,80.35,667,19.65,0.35,False,174,32,2548,634,0,0,6.39,4.8,1.28,False,0,188,216,151,111,19.3,20.2,19.1,19.9,0.0,7.4,4.6,8.1
8,1049,2,True,True,,2699,79.52,695,20.48,0.48,False,165,41,2529,653,0,0,6.12,5.91,0.17,False,0,191,233,159,111,19.7,21.8,20.2,19.9,6.8,5.6,6.3,4.5
9,50,1,True,True,,2789,82.17,605,17.83,2.17,False,166,40,2618,564,0,0,5.96,6.62,0.54,False,0,120,230,143,111,12.3,21.5,18.1,19.9,1.7,10.9,3.5,7.2
10,51,1,True,True,,2790,82.2,604,17.8,2.2,False,165,41,2620,562,0,0,5.92,6.8,0.72,False,0,138,200,154,111,14.2,18.7,19.5,19.9,9.4,4.0,4.5,11.7
11,52,1,True,True,,2774,81.73,620,18.27,1.73,False,173,33,2596,586,0,0,6.25,5.33,0.75,False,0,139,206,163,111,14.3,19.3,20.7,19.9,1.4,8.3,5.5,4.5
12,53,1,True,True,,2745,80.88,649,19.12,0.88,False,171,35,2569,613,0,0,6.24,5.4,0.68,False,0,184,190,163,111,18.9,17.8,20.7,19.9,1.1,7.4,7.4,6.3
13,54,1,True,True,,2641,77.81,753,22.19,2.19,False,153,53,2483,699,0,0,5.8,7.05,0.97,False,0,283,209,149,111,29.1,19.5,18.9,19.9,9.5,6.2,6.0,3.6
14,55,1,True,True,,2711,79.88,683,20.12,0.12,False,169,37,2537,645,0,0,6.25,5.43,0.65,False,0,223,187,161,111,22.9,17.5,20.4,19.9,1.3,7.0,5.0,11.7
15,56,1,True,True,,2689,79.23,705,20.77,0.77,False,159,47,2525,657,0,0,5.92,6.68,0.6,False,0,201,225,167,111,20.7,21.0,21.2,19.9,4.0,10.7,4.8,6.3
16,2057,3,True,True,,2719,80.11,675,19.89,0.11,False,169,37,2545,637,0,0,6.23,5.49,0.59,False,0,141,266,156,111,14.5,24.9,19.8,19.9,1.4,6.0,4.5,10.8
