split_index,n_train,n_test,train_pos_pct,test_pos_pct,pairwise_pr_auc,hypergraph_pr_auc,hyper_flag_pr_auc,hyper_recip_pr_auc,hb_graph_pr_auc
1,3995,1059,16.821026282853566,19.263456090651555,0.5333934433905339,0.5036296028397672,0.5117167557703175,0.5989332258115138,0.5165056974411733
2,4149,905,17.23306820920704,17.790055248618785,0.36140149687314505,0.3993103817013103,0.4052124027606158,0.4128101186770935,0.40391817703958416
3,4179,875,17.252931323283082,17.71428571428571,0.4051192009958584,0.4211249210330844,0.42585262162075765,0.44327595920576085,0.42263061547170727
4,4119,935,16.533139111434814,20.855614973262032,0.4931121561129344,0.5118194587627448,0.5149943321234081,0.559935088818739,0.5203094786295054
5,4100,954,16.609756097560975,20.440251572327046,0.41267980483054467,0.4520780771856784,0.45356100797337984,0.46304531142767774,0.4569807302635159
6,4111,943,17.903186572610068,14.846235418875928,0.37062244601414784,0.3581039341635755,0.36699851955709417,0.4372719402726304,0.3727410192457308
7,4127,927,16.476859704385753,21.143473570658035,0.5769841853484738,0.5776883000764368,0.5739608401299884,0.623640150936299,0.581771931699292
8,4069,985,17.547308921110837,16.446700507614214,0.340880883306386,0.37271071519389,0.36929014422233875,0.38278277636763886,0.3712573797828328
9,4078,976,17.925453653751838,14.856557377049182,0.5048171790652248,0.49829885422550324,0.5004884607754129,0.5494682206328197,0.5075032182665757
10,3886,1168,18.116314976839938,14.726027397260275,0.3540691738416697,0.33866682018439465,0.3446336669401204,0.36324928177660765,0.34408831317418076
11,3854,1200,18.370524130773223,14.000000000000002,0.2854118842376352,0.28278246112524075,0.2847707570173073,0.3028576489876912,0.286481019043321
12,4138,916,18.197196713388113,13.427947598253276,0.24238170608259768,0.26148680455425183,0.26371764616431537,0.29343132029304614,0.26737847813386195
13,4036,1018,17.517343904856293,16.601178781925345,0.563756610950243,0.5854795055178197,0.5968218686678189,0.6259964163488977,0.5871729096500523
14,4072,982,17.460707269155208,16.802443991853362,0.4947732492178396,0.49523493449150013,0.500556868858588,0.5449388846033608,0.5037679363026706
15,4033,1021,18.398214728489958,13.124387855044075,0.32184337203175895,0.2877878070577759,0.292683806728951,0.3702400003459202,0.2976292922527837
16,3831,1223,16.81023231532237,18.969746524938675,0.48688767933069244,0.5451581018067284,0.54546532412273,0.5547633202169492,0.5385599049771687
17,3905,1149,16.338028169014084,20.713664055700608,0.5559743142054038,0.547054480454352,0.5519289134471368,0.598108585509683,0.5552705669861571
18,4140,914,18.18840579710145,13.457330415754923,0.24348166775547592,0.25216683800123196,0.2548729270202537,0.2539826521335468,0.25891910977816723
19,4047,1007,18.359278477884853,13.20754716981132,0.38576411111510756,0.37092854985906853,0.37411192032972906,0.4401080866340117,0.37958339554548814
20,3941,1113,17.838112154275564,15.54357592093441,0.45203597723341843,0.4545931541098762,0.45436283109459225,0.48861931994624896,0.45775723524616235
21,4087,967,16.71152434548569,19.958634953464323,0.47121466496937786,0.4938114976057177,0.4951376704101656,0.521683876954454,0.4982591380092284
22,4132,922,16.36011616650532,21.69197396963124,0.5571369835390684,0.5558325136290102,0.5590811742249648,0.5882909094986338,0.5636964985135862
23,3920,1134,18.443877551020407,13.492063492063492,0.29195813672834187,0.28883095645985407,0.2916120523926815,0.3037872325108328,0.29361114781229597
24,4008,1046,17.864271457085827,15.296367112810708,0.4451061658362923,0.45124105503791134,0.4574360704827239,0.4866408426895925,0.45559853151695884
25,3908,1146,17.2978505629478,17.452006980802793,0.3781429191121117,0.402873832981074,0.4051919336547539,0.42054833727114876,0.4065114447958609
26,4165,889,17.262905162064826,17.66029246344207,0.3880581876221213,0.42470297108824895,0.41807695271821366,0.42439015676738945,0.42491128165737685
27,4123,931,17.002182876546204,18.796992481203006,0.33461149356701037,0.334582885013706,0.3385469293150617,0.34260797824922234,0.3387166805039402
28,3926,1128,17.982679572083544,15.070921985815602,0.5266197057986721,0.5015144046392386,0.5082681558198641,0.5678306969178005,0.5122828806861065
29,3924,1130,16.946992864424058,18.672566371681416,0.5244600594351232,0.5325864999633331,0.5378449362961475,0.5748093997777677,0.5373606024376291
30,4080,974,18.088235294117645,14.168377823408623,0.2855150566319261,0.28422681998313415,0.2865152859053394,0.3144651478160718,0.2854572407981493
31,4026,1028,17.834078489816193,15.369649805447471,0.5405116189026534,0.5575775152911375,0.56568126672937,0.5961618659367833,0.5657926779902627
32,4037,1017,18.256130790190735,13.667649950835791,0.3713960405476643,0.3387334721155356,0.34335977353017466,0.41277644622882215,0.34790356834661385
33,4061,993,17.82812115242551,15.307150050352467,0.4205915947460589,0.41253591479958457,0.41586745628639604,0.43268078613188105,0.4199041703327533
34,4027,1027,18.301465110504097,13.534566699123662,0.3190094099046849,0.353666786544884,0.35226584316391296,0.37194029113580385,0.3553761045131719
35,4143,911,16.96838040067584,18.990120746432492,0.5436237853373767,0.5437807968591829,0.5450833755763123,0.5914105873758734,0.5485938727324589
36,4020,1034,16.965174129353233,18.762088974854933,0.5450207581032486,0.5227758172149722,0.5308537970115615,0.5479415833546996,0.5294076680313233
37,4214,840,18.011390602752726,13.928571428571429,0.3807894887434068,0.4084364741750205,0.41411371113089457,0.459734134316388,0.4122777387924296
38,4003,1051,17.71171621284037,15.889628924833493,0.47387997307604124,0.46367495436430806,0.4644123003231464,0.5393854257469431,0.4671177049107591
39,4079,975,17.381711203726404,17.128205128205128,0.520516870613533,0.5240640796455127,0.5334537088370248,0.5657242964737157,0.5317970321813232
40,4109,945,17.49817473837917,16.613756613756614,0.31239421039892706,0.3074582732154106,0.3115920333348916,0.34993570123039935,0.30997242934922725
41,3845,1209,17.39921976592978,17.121588089330025,0.4884917457911847,0.5040587703347799,0.5083770319807115,0.5565700623778866,0.5127691947529264
42,4029,1025,16.95209729461405,18.829268292682926,0.6020568821389018,0.5853605381086652,0.5895193331255157,0.6171448617374412,0.5914110613136241
43,4035,1019,16.629491945477078,20.11776251226693,0.46727844182451467,0.49587461119678433,0.49693215564025284,0.5215143587806093,0.5016777165448668
44,4065,989,17.761377613776137,15.57128412537917,0.382588327208334,0.38022852717588895,0.38994181834068964,0.4453768691596709,0.3903220756273404
45,3975,1079,17.459119496855347,16.867469879518072,0.5977558780129286,0.5872776460529634,0.59102768188148,0.604041111179197,0.5937469219891636
46,4097,957,17.183304857212594,17.972831765935215,0.3612876421176303,0.3482915665823655,0.3521323846444128,0.3707354298212306,0.353660349963013
47,4045,1009,17.7008652657602,15.857284440039642,0.42237506187947027,0.43596163989780495,0.44137685944076194,0.4789033429475142,0.4425025485122406
48,4097,957,18.135220893336587,13.897596656217345,0.37920128582278456,0.39851877239456923,0.3991381642939844,0.44976491731809987,0.3998547291120424
49,3984,1070,17.620481927710845,16.261682242990656,0.5063278183128321,0.5107664259941188,0.5098328246290749,0.5575631955464174,0.515407879181861
50,3835,1219,16.63624511082138,19.52420016406891,0.5416935359279988,0.5250727558243633,0.5325252813212717,0.5795496396560492,0.5355375442992073
