split_index,n_train,n_test,train_pos_pct,test_pos_pct,pairwise_pr_auc,pairwise_f1,hypergraph_pr_auc,hypergraph_f1,hyper_flag_pr_auc,hyper_flag_f1,hyper_recip_pr_auc,hyper_recip_f1,hb_graph_pr_auc,hb_graph_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff,annot_pr_auc_diff,value_pr_auc_diff,recip_pr_auc_diff,net_recip_pr_auc_diff
1,3995,1059,16.821026282853566,19.263456090651555,0.5333934433905339,0.5010799136069114,0.5036296028397672,0.4194528875379939,0.5117167557703175,0.4169184290030212,0.5989332258115138,0.5656192236598891,0.5165056974411733,0.42201834862385323,-0.0168877459493606,-0.07906156498305816,0.01287609460140604,0.0025654610858593108,0.00808715293055029,0.004788941670855751,0.09530362297174655,-0.08242752837034051
2,4149,905,17.23306820920704,17.790055248618785,0.36140149687314505,0.3990719257540603,0.3993103817013103,0.3973941368078176,0.4052124027606158,0.4064516129032258,0.4128101186770935,0.43673469387755104,0.40391817703958416,0.4077669902912621,0.042516680166439114,0.008695064537201813,0.004607795338273879,0.010372853483444522,0.00590202105930554,-0.001294225721031661,0.013499736975783216,-0.008891941637509337
3,4179,875,17.252931323283082,17.71428571428571,0.4051192009958584,0.5089058524173028,0.4211249210330844,0.36678200692041524,0.42585262162075765,0.3904109589041096,0.44327595920576085,0.419672131147541,0.42263061547170727,0.3918918918918919,0.017511414475848863,-0.11701396052541091,0.0015056944386228621,0.025109884971476648,0.004727700587673245,-0.0032220061490503826,0.02215103817267644,-0.02064534373405358
4,4119,935,16.533139111434814,20.855614973262032,0.4931121561129344,0.5139186295503212,0.5118194587627448,0.5402298850574713,0.5149943321234081,0.5417867435158501,0.559935088818739,0.5534351145038168,0.5203094786295054,0.5402298850574713,0.027197322516570976,0.026311255507150078,0.008490019866760568,0.0,0.003174873360663244,0.0053151465060973235,0.048115630055994174,-0.03962561018923361
5,4100,954,16.609756097560975,20.440251572327046,0.41267980483054467,0.46387832699619774,0.4520780771856784,0.40102827763496146,0.45356100797337984,0.41012658227848103,0.46304531142767774,0.40384615384615385,0.4569807302635159,0.4071246819338422,0.044300925432971205,-0.05675364506235553,0.004902653077837493,0.006096404298880753,0.001482930787701453,0.0034197222901360402,0.010967234241999357,-0.006064581164161864
6,4111,943,17.903186572610068,14.846235418875928,0.37062244601414784,0.3919308357348703,0.3581039341635755,0.3033175355450237,0.36699851955709417,0.3113207547169811,0.4372719402726304,0.46568627450980393,0.3727410192457308,0.3222748815165877,0.002118573231582932,-0.06965595421828263,0.014637085082155277,0.018957345971563955,0.008894585393518673,0.005742499688636604,0.07916800610905489,-0.06453092102689961
7,4127,927,16.476859704385753,21.143473570658035,0.5769841853484738,0.5672268907563025,0.5776883000764368,0.5393939393939394,0.5739608401299884,0.5449275362318841,0.623640150936299,0.5891181988742964,0.581771931699292,0.5317220543806647,0.004787746350818134,-0.03550483637563784,0.004083631622855188,-0.00767188501327476,-0.003727459946448408,0.0078110915693035965,0.0459518508598622,-0.04186821923700701
8,4069,985,17.547308921110837,16.446700507614214,0.340880883306386,0.37407407407407406,0.37271071519389,0.375,0.36929014422233875,0.36923076923076925,0.38278277636763886,0.37254901960784315,0.3712573797828328,0.3778337531486146,0.0303764964764468,0.003759679074540556,-0.0014533354110571883,0.002833753148614615,-0.00342057097155124,0.0019672355604940517,0.01007206117374887,-0.011525396584806058
9,4078,976,17.925453653751838,14.856557377049182,0.5048171790652248,0.47058823529411764,0.49829885422550324,0.4874551971326165,0.5004884607754129,0.4857142857142857,0.5494682206328197,0.5022222222222222,0.5075032182665757,0.4859154929577465,0.0026860392013509093,0.015327257663628857,0.0092043640410725,-0.0015397041748699825,0.0021896065499096284,0.007014757491162871,0.05116936640731651,-0.04196500236624401
10,3886,1168,18.116314976839938,14.726027397260275,0.3540691738416697,0.3819628647214854,0.33866682018439465,0.35714285714285715,0.3446336669401204,0.3492063492063492,0.36324928177660765,0.40271493212669685,0.34408831317418076,0.3346613545816733,-0.009980860667488933,-0.0473015101398121,0.005421492989786114,-0.022481502561183864,0.00596684675572573,-0.0005453537659396157,0.024582461592213,-0.019160968602426887
