feature,mean,std,median,min,max,n_splits,rank
base_Degree,0.12040176242107867,0.06515670669885482,0.10444836938960828,0.009371690514521042,0.2844236666314189,50,1
protein_MedComplexNodes,0.11889290016218482,0.04770982515813392,0.11853072538442203,0.04551553361403627,0.21713055542387036,50,2
base_AvgNeighbourDegree,0.08223392173345204,0.04539745339365269,0.07287215896691966,0.014752524236025818,0.19993454883878942,50,3
base_TriangleCount,0.07401786865041579,0.040240323097964596,0.07876089329418084,0.006564762384780304,0.1702823654352947,50,4
base_LocalClustCoeff,0.06430404888796531,0.03580528390281449,0.05818782019221978,-0.005252861712153856,0.15798690898894735,50,5
base_UniquePartners,0.02519271576870603,0.021475183420114008,0.0251909341271113,-0.015273893028971803,0.07598577124733652,50,6
protein_RangeUniqueRatio,0.0016168461923514693,0.02024219865537896,0.005056656420384942,-0.05939976213089395,0.03841203373456873,50,7
protein_RangeComplexNodes,-0.004796578131661486,0.014384199058702555,-0.0026124808087274244,-0.03937824487297058,0.03075012570837456,50,8
