feature,mean,std,median,n,is_noise
[noise × 4],-0.0016066246808959332,0.008059620599965348,-0.0014683636627757755,180,True
rand_0,-0.0025917428104046433,0.007701152672244537,-0.0016321733037206506,45,True
rand_1,-0.0007478047756366664,0.009031654011916303,-0.0007437876914653793,45,True
rand_2,-0.0011061651056334843,0.007264927567496315,-0.0013137021497191981,45,True
rand_3,-0.0019807860319089386,0.008004608158215624,-0.0034757080721618664,45,True
