feature,mean,std,median,n,is_noise
base_Degree,0.09445466986759801,0.06488170285101916,0.07890482571151813,45,False
protein_MedComplexNodes,0.06656803081038065,0.04283012034267381,0.06243337989730411,45,False
stoich_MedianRatio,0.06622823617107472,0.043594119691139986,0.06619869702406812,45,False
protein_MedianUniqueRatio,0.0655841139082907,0.05009659889883907,0.0532944941097019,45,False
stoich_MedComplexSize,0.05769022795343762,0.032393676534062735,0.04728408625769892,45,False
stoich_AvgNeighbourDegreeStoich,0.04915396149074102,0.03934512349157243,0.03995211539487685,45,False
stoich_WeightedTriangles,0.03528671620865527,0.03701153514165423,0.03274424499737758,45,False
base_LocalClustCoeff,0.02597772695542009,0.016901050489911237,0.02635055639529505,45,False
base_AvgNeighbourDegree,0.02532677675099921,0.022950246256144256,0.024667268473532518,45,False
base_TriangleCount,0.02048322267112003,0.021421045535401775,0.01889707165052188,45,False
base_UniquePartners,0.0054506455260819415,0.01853588737347689,0.0031428479637224394,45,False
stoich_RangeComplexSize,-0.0015839842248856523,0.005802968205422522,-0.0009180732464524166,45,False
protein_RangeComplexNodes,-0.0027853404534941926,0.006605264164889402,-0.003751180752379307,45,False
protein_RangeUniqueRatio,-0.002949473466511415,0.010350254083071919,-0.002182462713821992,45,False
stoich_RangeRatio,-0.0030464041506381334,0.007413033481294368,-0.0008375104249207455,45,False
[noise × 4],-0.00043843392876928626,0.009639379054132884,-4.9497866867981305e-05,180,True
rand_0,-0.00023475478162676054,0.011402587608987736,-0.0016888244657700558,45,True
rand_1,-0.0007404870239847779,0.007718530439379922,0.000374272034351919,45,True
rand_2,-0.002193183194816357,0.009459129240725775,-0.00011436982409581131,45,True
rand_3,0.0014146892853507502,0.009271177917572367,0.0008271868783891634,45,True
