comparison,splits_file,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,ess_protein_splits.csv,50,XGBoost,0.03657061573678786,0.05199634984996397,0.7033304422774438,38,12,0,0.00015293200080179759,0.00030586400160359517
hb_graph_vs_hypergraph,ess_protein_splits.csv,50,XGBoost,0.016624659160467202,0.035520092121789,0.46803536160507814,36,14,0,0.0013010857283610733,0.0026021714567221466
hypergraph_vs_pairwise,ess_protein_splits.csv,50,XGBoost,0.01994595657632066,0.057587762132178325,0.3463575564985439,35,15,0,0.003300223983405459,0.006600447966810918
hyper_flag_vs_hypergraph,ess_protein_splits.csv,50,XGBoost,0.000306513594144584,0.023457575466127055,0.013066721008195939,28,22,0,0.23994383084916393,0.47988766169832786
hb_graph_vs_hyper_flag,ess_protein_splits.csv,50,XGBoost,0.01631814556632262,0.03385500462689076,0.4820009846745449,34,16,0,0.007673338916315053,0.015346677832630107
