split_index,n_train,n_test,train_dt_pct,test_dt_pct,hypergraph_pr_auc,hypergraph_f1,hyper_nostoich_pr_auc,hyper_nostoich_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff
1,4043,1079,11.649765025970813,11.214087117701576,0.4473440787331711,0.4267352185089974,0.4819248419161934,0.3893805309734513,0.4021228805933082,0.38288288288288286,0.04522119813986292,0.04385233562611457,-0.03458076318302228,0.037354687535546105
2,4151,971,11.587569260419176,11.431513903192585,0.38187784585720114,0.3641304347826087,0.3944568220213851,0.3488943488943489,0.2914665902561204,0.32505643340857787,0.09041125560108076,0.03907400137403083,-0.012578976164183964,0.01523608588825981
3,4096,1026,11.474609375,11.890838206627679,0.4984052703633611,0.40764331210191085,0.5471166182410387,0.4121475054229935,0.3789351057912797,0.3546099290780142,0.11947016457208137,0.05303338302389665,-0.04871134787767767,-0.00450419332108265
4,4131,991,10.2880658436214,16.851664984863774,0.45973842826350925,0.462882096069869,0.4834911114110495,0.4444444444444444,0.3568296714198618,0.425531914893617,0.10290875684364742,0.037350181176251995,-0.023752683147540254,0.0184376516254246
5,4069,1053,11.845662324895551,10.446343779677113,0.39925435205978277,0.36363636363636365,0.40856113871504995,0.35033259423503327,0.30873547640667526,0.33613445378151263,0.09051887565310751,0.027501909854851014,-0.009306786655267185,0.013303769401330379
6,4164,958,11.551392891450528,11.586638830897703,0.39255066291715424,0.35435435435435436,0.3853696596622973,0.37435897435897436,0.29850251356822,0.34134615384615385,0.09404814934893424,0.013008200508200507,0.0071810032548569325,-0.02000462000462
7,4218,904,11.830251303935514,10.287610619469026,0.3918945651445873,0.38461538461538464,0.39517505098065747,0.3668639053254438,0.3140844121517123,0.34517766497461927,0.07781015299287503,0.03943771964076537,-0.003280485836070157,0.017751479289940864
8,3979,1143,11.309374214626791,12.42344706911636,0.48587713890482875,0.42616033755274263,0.46138314022817895,0.3793103448275862,0.4260587253536904,0.38620689655172413,0.05981841355113837,0.0399534410010185,0.02449399867664981,0.04684999272515644
9,4102,1020,12.311067771818625,8.529411764705882,0.4524689964073205,0.35542168674698793,0.4816844626224401,0.3430232558139535,0.30381419062641557,0.33062330623306235,0.14865480578090495,0.024798380513925578,-0.029215466215119557,0.012398430933034443
10,4096,1026,11.71875,10.916179337231968,0.4431339761959376,0.3802083333333333,0.4193223251465149,0.38482384823848237,0.38446217438904495,0.3799126637554585,0.05867180180689263,0.00029566957787480197,0.023811651049422677,-0.004615514905149054
11,4091,1031,12.539721339525789,7.662463627546072,0.2444653815021195,0.28368794326241137,0.24271882428928754,0.2727272727272727,0.23390006962648063,0.25617977528089886,0.010565311875638861,0.02750816798151251,0.0017465572128319562,0.010960670535138661
12,3897,1225,11.419040287400565,12.0,0.4414902691640797,0.40764331210191085,0.44355705343081286,0.39490445859872614,0.3224665354504409,0.4228571428571429,0.11902373371363878,-0.015213830755232027,-0.0020667842667331793,0.01273885350318471
13,4094,1028,10.967269174401563,13.910505836575876,0.47772384423166836,0.4407484407484408,0.48219446462295334,0.4014336917562724,0.38285647639404563,0.4157303370786517,0.09486736783762273,0.02501810366978907,-0.004470620391284985,0.03931474899216836
14,4017,1105,11.799850634802091,10.678733031674208,0.455959227524603,0.4067796610169492,0.44507143079905875,0.3564356435643564,0.3475076115445784,0.3654223968565815,0.10845161598002462,0.04135726416036767,0.010887796725544241,0.05034401745259276
15,4138,984,11.986466892218463,9.75609756097561,0.3901403861897108,0.35967302452316074,0.38188973866605086,0.32972972972972975,0.32364456496145566,0.28992628992628994,0.06649582122825515,0.06974673459687081,0.008250647523659949,0.029943294793430997
