model,family,tier,split_index,pr_auc,n_train,n_test,n_features,seed,best_params
LogisticRegression,Linear,pairwise,1,0.3972503260542738,2612,694,4,236363167,{'clf__C': np.float64(0.005100512327625799)}
LogisticRegression,Linear,hypergraph,1,0.4156810791962826,2612,694,8,236363167,{'clf__C': np.float64(0.49003657410217033)}
LogisticRegression,Linear,hb_graph,1,0.44476308599570596,2612,694,14,236363167,{'clf__C': np.float64(0.06209621795846966)}
LogisticRegression,Linear,pairwise,2,0.35087337677908004,2680,626,4,236364167,{'clf__C': np.float64(0.05345499962322188)}
LogisticRegression,Linear,hypergraph,2,0.4247736484218667,2680,626,8,236364167,{'clf__C': np.float64(0.49324265699253683)}
LogisticRegression,Linear,hb_graph,2,0.5045851315423454,2680,626,14,236364167,{'clf__C': np.float64(3.903150801555729)}
LogisticRegression,Linear,pairwise,3,0.6831444840647163,2594,712,4,236365167,{'clf__C': np.float64(0.02591077790818858)}
LogisticRegression,Linear,hypergraph,3,0.6646180056492963,2594,712,8,236365167,{'clf__C': np.float64(2.068732810157165)}
LogisticRegression,Linear,hb_graph,3,0.638932495261079,2594,712,14,236365167,{'clf__C': np.float64(75.42668527928268)}
LogisticRegression,Linear,pairwise,4,0.4332585341435926,2649,657,4,236366167,{'clf__C': np.float64(0.0012877750416756247)}
LogisticRegression,Linear,hypergraph,4,0.517472582502521,2649,657,8,236366167,{'clf__C': np.float64(0.2600501393753595)}
LogisticRegression,Linear,hb_graph,4,0.5756201483232168,2649,657,14,236366167,{'clf__C': np.float64(1.4756230189203312)}
LogisticRegression,Linear,pairwise,5,0.6388901962886206,2633,673,4,236367167,{'clf__C': np.float64(0.03557847793781146)}
LogisticRegression,Linear,hypergraph,5,0.6705027290707697,2633,673,8,236367167,{'clf__C': np.float64(66.47777269643912)}
LogisticRegression,Linear,hb_graph,5,0.6806194317634388,2633,673,14,236367167,{'clf__C': np.float64(2.6111198505801823)}
LogisticRegression,Linear,pairwise,6,0.551510888058698,2754,552,4,236368167,{'clf__C': np.float64(0.0025754306256870843)}
LogisticRegression,Linear,hypergraph,6,0.6151637387225793,2754,552,8,236368167,{'clf__C': np.float64(0.41364226693909295)}
LogisticRegression,Linear,hb_graph,6,0.6280562811742433,2754,552,14,236368167,{'clf__C': np.float64(2.0651322455468337)}
LogisticRegression,Linear,pairwise,7,0.45893811113181715,2655,651,4,236369167,{'clf__C': np.float64(0.008524801666124314)}
LogisticRegression,Linear,hypergraph,7,0.5348793103417164,2655,651,8,236369167,{'clf__C': np.float64(0.8910072619363999)}
LogisticRegression,Linear,hb_graph,7,0.5121757414667676,2655,651,14,236369167,{'clf__C': np.float64(3.12384611679519)}
LogisticRegression,Linear,pairwise,8,0.4633427800090613,2644,662,4,236370167,{'clf__C': np.float64(0.013829411518459296)}
LogisticRegression,Linear,hypergraph,8,0.4876603849377902,2644,662,8,236370167,{'clf__C': np.float64(0.19541830899427684)}
LogisticRegression,Linear,hb_graph,8,0.49307864132591084,2644,662,14,236370167,{'clf__C': np.float64(79.69178045347283)}
LogisticRegression,Linear,pairwise,9,0.6015250115125177,2681,625,4,236371167,{'clf__C': np.float64(0.004726804651973022)}
LogisticRegression,Linear,hypergraph,9,0.7016578207772162,2681,625,8,236371167,{'clf__C': np.float64(0.5119952170049753)}
LogisticRegression,Linear,hb_graph,9,0.6816171668356803,2681,625,14,236371167,{'clf__C': np.float64(0.5119952170049753)}
LogisticRegression,Linear,pairwise,10,0.633328935595493,2713,593,4,236372167,{'clf__C': np.float64(0.00757547581931743)}
LogisticRegression,Linear,hypergraph,10,0.7025187004146612,2713,593,8,236372167,{'clf__C': np.float64(2.07046860912559)}
LogisticRegression,Linear,hb_graph,10,0.7242280449211477,2713,593,14,236372167,{'clf__C': np.float64(2.07046860912559)}
LogisticRegression,Linear,pairwise,11,0.37122061614700386,2699,607,4,236373167,{'clf__C': np.float64(0.0035562909216984824)}
LogisticRegression,Linear,hypergraph,11,0.4423112825047498,2699,607,8,236373167,{'clf__C': np.float64(1.920187905135555)}
LogisticRegression,Linear,hb_graph,11,0.4612057320637968,2699,607,14,236373167,{'clf__C': np.float64(0.6472764499427641)}
LogisticRegression,Linear,pairwise,12,0.3574389418076569,2676,630,4,236374167,{'clf__C': np.float64(0.019412035797217952)}
LogisticRegression,Linear,hypergraph,12,0.3736003488957916,2676,630,8,236374167,{'clf__C': np.float64(87.37502210129595)}
LogisticRegression,Linear,hb_graph,12,0.5047343213362365,2676,630,14,236374167,{'clf__C': np.float64(87.37502210129595)}
LogisticRegression,Linear,pairwise,13,0.5677608043608121,2590,716,4,236375167,{'clf__C': np.float64(0.08230440512008605)}
LogisticRegression,Linear,hypergraph,13,0.6032876379142741,2590,716,8,236375167,{'clf__C': np.float64(52.976874381454344)}
LogisticRegression,Linear,hb_graph,13,0.6066114606390859,2590,716,14,236375167,{'clf__C': np.float64(58.72194420845556)}
LogisticRegression,Linear,pairwise,14,0.5341379065107392,2641,665,4,236376167,{'clf__C': np.float64(0.015932964803562672)}
LogisticRegression,Linear,hypergraph,14,0.4258759459914881,2641,665,8,236376167,{'clf__C': np.float64(1.514198160594987)}
LogisticRegression,Linear,hb_graph,14,0.525533850802423,2641,665,14,236376167,{'clf__C': np.float64(13.302176215973642)}
LogisticRegression,Linear,pairwise,15,0.6643891004445401,2608,698,4,236377167,{'clf__C': np.float64(0.0018125516170080797)}
LogisticRegression,Linear,hypergraph,15,0.6892760618473405,2608,698,8,236377167,{'clf__C': np.float64(0.539292006792281)}
LogisticRegression,Linear,hb_graph,15,0.6270167456153904,2608,698,14,236377167,{'clf__C': np.float64(1.0434212756896943)}
LogisticRegression,Linear,pairwise,16,0.31850651768797095,2647,659,4,236378167,{'clf__C': np.float64(0.03262502789596174)}
LogisticRegression,Linear,hypergraph,16,0.33978892114488346,2647,659,8,236378167,{'clf__C': np.float64(69.84928593882171)}
LogisticRegression,Linear,hb_graph,16,0.3680990051318665,2647,659,14,236378167,{'clf__C': np.float64(69.84928593882171)}
LogisticRegression,Linear,pairwise,17,0.592662786852063,2612,694,4,236379167,{'clf__C': np.float64(0.06633482105516814)}
LogisticRegression,Linear,hypergraph,17,0.640556142085895,2612,694,8,236379167,{'clf__C': np.float64(86.82469253342013)}
LogisticRegression,Linear,hb_graph,17,0.6759350754322137,2612,694,14,236379167,{'clf__C': np.float64(86.82469253342013)}
LogisticRegression,Linear,pairwise,18,0.36914142968291686,2674,632,4,236380167,{'clf__C': np.float64(0.011694480920673987)}
LogisticRegression,Linear,hypergraph,18,0.36880488392875493,2674,632,8,236380167,{'clf__C': np.float64(45.62110560516052)}
LogisticRegression,Linear,hb_graph,18,0.4158483657419853,2674,632,14,236380167,{'clf__C': np.float64(2.8213280191074497)}
LogisticRegression,Linear,pairwise,19,0.3668295888061283,2550,756,4,236381167,{'clf__C': np.float64(0.0022394776853708366)}
LogisticRegression,Linear,hypergraph,19,0.37412670678124404,2550,756,8,236381167,{'clf__C': np.float64(20.375152936300935)}
LogisticRegression,Linear,hb_graph,19,0.41473342889712567,2550,756,14,236381167,{'clf__C': np.float64(94.90193823097788)}
LogisticRegression,Linear,pairwise,20,0.2715219693910497,2603,703,4,236382167,{'clf__C': np.float64(0.007137065652367093)}
LogisticRegression,Linear,hypergraph,20,0.277547854389133,2603,703,8,236382167,{'clf__C': np.float64(88.62232472676403)}
LogisticRegression,Linear,hb_graph,20,0.2837757635436201,2603,703,14,236382167,{'clf__C': np.float64(88.62232472676403)}
LogisticRegression,Linear,pairwise,21,0.44618009928374736,2683,623,4,236383167,{'clf__C': np.float64(0.0028783731942219103)}
LogisticRegression,Linear,hypergraph,21,0.59310767384269,2683,623,8,236383167,{'clf__C': np.float64(0.2517216389680665)}
LogisticRegression,Linear,hb_graph,21,0.6169013573225283,2683,623,14,236383167,{'clf__C': np.float64(1.641965284918789)}
LogisticRegression,Linear,pairwise,22,0.4699846263086721,2620,686,4,236384167,{'clf__C': np.float64(0.0034818119388661333)}
LogisticRegression,Linear,hypergraph,22,0.5843187642464829,2620,686,8,236384167,{'clf__C': np.float64(16.771252899387548)}
LogisticRegression,Linear,hb_graph,22,0.5803005102956956,2620,686,14,236384167,{'clf__C': np.float64(16.771252899387548)}
LogisticRegression,Linear,pairwise,23,0.5675575161540967,2730,576,4,236385167,{'clf__C': np.float64(0.0024393272265662157)}
LogisticRegression,Linear,hypergraph,23,0.6395775469680108,2730,576,8,236385167,{'clf__C': np.float64(0.23077755549430193)}
LogisticRegression,Linear,hb_graph,23,0.6835709251728149,2730,576,14,236385167,{'clf__C': np.float64(0.572354384714268)}
LogisticRegression,Linear,pairwise,24,0.4433257883814839,2669,637,4,236386167,{'clf__C': np.float64(0.0069602267436745715)}
LogisticRegression,Linear,hypergraph,24,0.5132272983087076,2669,637,8,236386167,{'clf__C': np.float64(0.13144250349112446)}
LogisticRegression,Linear,hb_graph,24,0.5483166340801194,2669,637,14,236386167,{'clf__C': np.float64(96.70845793849936)}
LogisticRegression,Linear,pairwise,25,0.36863095393599776,2671,635,4,236387167,{'clf__C': np.float64(0.0182578400887987)}
LogisticRegression,Linear,hypergraph,25,0.46809139126661375,2671,635,8,236387167,{'clf__C': np.float64(0.351371752804374)}
LogisticRegression,Linear,hb_graph,25,0.4570176737211312,2671,635,14,236387167,{'clf__C': np.float64(0.12099063271005901)}
LogisticRegression,Linear,pairwise,26,0.5880224027733508,2680,626,4,236388167,{'clf__C': np.float64(0.004363543356738619)}
LogisticRegression,Linear,hypergraph,26,0.6041072023609991,2680,626,8,236388167,{'clf__C': np.float64(0.6539571675876462)}
LogisticRegression,Linear,hb_graph,26,0.5982181072684599,2680,626,14,236388167,{'clf__C': np.float64(11.259276308191792)}
LogisticRegression,Linear,pairwise,27,0.5477590930514484,2614,692,4,236389167,{'clf__C': np.float64(0.004867400501812416)}
