model,family,n_splits,pairwise_mean,pairwise_std,hypergraph_mean,hypergraph_std,hb_graph_mean,hb_graph_std,H1_mean_diff,H1_dz,H1_wins,H1_losses,H1_p,H2_mean_diff,H2_dz,H2_wins,H2_losses,H2_p,total_mean_diff,total_dz,total_wins,total_losses,total_p
TabPFN,Amortised,50,0.5640287506390534,0.0940440078630168,0.6223141557397371,0.08299368075293001,0.6279693406123186,0.0761277815146983,0.05828540510068363,1.1474581618978645,43,7,1.049338713698944e-07,0.005655184872581412,0.28696748118443227,30,20,0.10131937553227033,0.06394058997326504,1.1773275833737011,49,1,4.529709940470639e-14
RandomForest,Bagged trees,50,0.5680243404225455,0.09004142658537065,0.5910845861659854,0.08082840591622736,0.6020197565416275,0.07718500133980817,0.023060245743439935,0.5913418071131203,38,12,0.00015293200080179759,0.010935170375642195,0.3706023230537971,31,19,0.05946022627971814,0.03399541611908214,0.7839116236882503,41,9,2.8070500466270687e-06
LightGBM,Boosted trees,50,0.5548830024648617,0.0984816965089104,0.5936262168265557,0.07686991037289426,0.606583372647068,0.07832442715005572,0.03874321436169401,0.7739781956664,41,9,2.8070500466270687e-06,0.012957155820512222,0.41263522899437793,30,20,0.10131937553227033,0.05170037018220624,1.0138678069536518,44,6,1.6218702825199216e-08
XGBoost,Boosted trees,50,0.5592523958309589,0.09339595886567992,0.6029991249267508,0.08418549885686669,0.6182977745784037,0.07762344105514118,0.043746729095791866,1.160537346392556,44,6,1.6218702825199216e-08,0.015298649651652917,0.6493681626260802,36,14,0.0013010857283610733,0.059045378747444775,1.3892712269078193,48,2,1.1333156635373598e-12
GaussianProcess,Kernel,50,0.5276248062097373,0.09183970446877555,0.5369119466863562,0.09290959276049282,0.5123810595169527,0.0916224861312525,0.009287140476618846,0.2092469085194145,30,20,0.10131937553227033,-0.02453088716940358,-0.7724657989505423,11,39,0.9999880693341616,-0.01524374669278473,-0.30609546050152725,23,27,0.7600561691508361
RBF-SVM,Kernel,50,0.46674452060537214,0.07129495859268854,0.4767262268731917,0.08956269374999075,0.4999232088797111,0.0969954968812831,0.009981706267819648,0.1317653852723627,26,24,0.4438624136703915,0.023196982006519394,0.33220916096886915,35,15,0.003300223983405459,0.03317868827433905,0.4086257754409337,32,18,0.03245432353613609
LogisticRegression,Linear,50,0.47518853738265454,0.11455112252972752,0.5282995830971564,0.12003373034033822,0.5457910954668042,0.10981081653677673,0.053111045714501835,1.0225512025964545,44,6,1.6218702825199216e-08,0.017491512369647796,0.4713821025894257,38,12,0.00015293200080179759,0.07060255808414963,1.3467329391869138,46,4,2.2308910274659866e-10
MLP,Neural,50,0.4990227313602888,0.10223105074505968,0.5385721755681853,0.09937090056610154,0.5460317887410873,0.10560767084739851,0.03954944420789631,0.6555903380406229,42,8,5.81777902297631e-07,0.007459613172902042,0.11901622305026516,33,17,0.016419568782134242,0.04700905738079836,0.9055491459332274,42,8,5.81777902297631e-07
