model,family,tier,split_index,pr_auc,n_train,n_test,n_features,seed,best_params
TabPFN,Amortised,pairwise,1,0.47729804195700803,2612,694,4,1213932709,{}
TabPFN,Amortised,hypergraph,1,0.5088505561195111,2612,694,8,1213932709,{}
TabPFN,Amortised,hb_graph,1,0.5498779964671574,2612,694,14,1213932709,{}
TabPFN,Amortised,pairwise,2,0.5484657078283315,2680,626,4,1213933709,{}
TabPFN,Amortised,hypergraph,2,0.5431014190728534,2680,626,8,1213933709,{}
TabPFN,Amortised,hb_graph,2,0.577755538137548,2680,626,14,1213933709,{}
TabPFN,Amortised,pairwise,3,0.6238135169604225,2594,712,4,1213934709,{}
TabPFN,Amortised,hypergraph,3,0.6749939957512802,2594,712,8,1213934709,{}
TabPFN,Amortised,hb_graph,3,0.6957341664326553,2594,712,14,1213934709,{}
TabPFN,Amortised,pairwise,4,0.5864666075541365,2649,657,4,1213935709,{}
TabPFN,Amortised,hypergraph,4,0.6252694152310512,2649,657,8,1213935709,{}
TabPFN,Amortised,hb_graph,4,0.5948518574639711,2649,657,14,1213935709,{}
TabPFN,Amortised,pairwise,5,0.6022916398556392,2633,673,4,1213936709,{}
TabPFN,Amortised,hypergraph,5,0.6877891867739839,2633,673,8,1213936709,{}
TabPFN,Amortised,hb_graph,5,0.7001612857550585,2633,673,14,1213936709,{}
TabPFN,Amortised,pairwise,6,0.6524435285557121,2754,552,4,1213937709,{}
TabPFN,Amortised,hypergraph,6,0.6693788505326618,2754,552,8,1213937709,{}
TabPFN,Amortised,hb_graph,6,0.6698234866874453,2754,552,14,1213937709,{}
TabPFN,Amortised,pairwise,7,0.6029393284510591,2655,651,4,1213938709,{}
TabPFN,Amortised,hypergraph,7,0.6299622630404769,2655,651,8,1213938709,{}
TabPFN,Amortised,hb_graph,7,0.6110261679027008,2655,651,14,1213938709,{}
TabPFN,Amortised,pairwise,8,0.5765411007150996,2644,662,4,1213939709,{}
TabPFN,Amortised,hypergraph,8,0.6149776427480602,2644,662,8,1213939709,{}
TabPFN,Amortised,hb_graph,8,0.6423060680005213,2644,662,14,1213939709,{}
TabPFN,Amortised,pairwise,9,0.6773588399640869,2681,625,4,1213940709,{}
TabPFN,Amortised,hypergraph,9,0.6911138238384219,2681,625,8,1213940709,{}
TabPFN,Amortised,hb_graph,9,0.6817762745655216,2681,625,14,1213940709,{}
TabPFN,Amortised,pairwise,10,0.6608858221059879,2713,593,4,1213941709,{}
TabPFN,Amortised,hypergraph,10,0.7403837436290281,2713,593,8,1213941709,{}
TabPFN,Amortised,hb_graph,10,0.7536544823222879,2713,593,14,1213941709,{}
TabPFN,Amortised,pairwise,11,0.4383284070447269,2699,607,4,1213942709,{}
TabPFN,Amortised,hypergraph,11,0.4742049054149031,2699,607,8,1213942709,{}
TabPFN,Amortised,hb_graph,11,0.48742229254036035,2699,607,14,1213942709,{}
TabPFN,Amortised,pairwise,12,0.5891025289725678,2676,630,4,1213943709,{}
TabPFN,Amortised,hypergraph,12,0.6558344032453404,2676,630,8,1213943709,{}
TabPFN,Amortised,hb_graph,12,0.6259012336644276,2676,630,14,1213943709,{}
TabPFN,Amortised,pairwise,13,0.4900863086422271,2590,716,4,1213944709,{}
TabPFN,Amortised,hypergraph,13,0.6215768189000086,2590,716,8,1213944709,{}
TabPFN,Amortised,hb_graph,13,0.6384078739052876,2590,716,14,1213944709,{}
TabPFN,Amortised,pairwise,14,0.6132130486284564,2641,665,4,1213945709,{}
TabPFN,Amortised,hypergraph,14,0.6816840262453241,2641,665,8,1213945709,{}
TabPFN,Amortised,hb_graph,14,0.6716647871817497,2641,665,14,1213945709,{}
