ProteinId,pair_Degree,pair_LocalClustCoeff,pair_TriangleCount,pair_ComponentSize,pair_EigenvectorCentrality,pair_BetweennessCentrality,pair_KatzCentrality,pair_AvgNeighborDegree
O75934,203,0.6505877188704092,13339,4274,0.08492591371349725,0.0003695060171239063,0.07319129373486635,154.7783251231527
O75937,174,0.8049299049897016,12115,4274,0.08043138492397914,0.00014655517263028754,0.06895813515890377,169.44252873563218
O75940,114,0.9618071727992548,6195,4274,0.0545952247581558,4.633789804599562e-05,0.04846115866903425,177.9561403508772
O75943,7,1.0,21,4274,8.15272952102567e-06,0.0,0.005647749249350704,28.857142857142858
O75947,15,1.0,105,4274,8.174358323633472e-07,0.0,0.005895596442747481,15.4
O75955,4,0.3333333333333333,2,4274,4.825474108774037e-08,0.0001838210293922967,0.005511247535169473,12.0
O75964,21,0.5714285714285714,120,4274,0.00011406465945739334,0.0024385964912280703,0.006172922599799514,14.571428571428571
O75970,7,1.0,21,4274,6.444800268911338e-08,0.0,0.005612327233433772,11.571428571428571
O75971,4,1.0,6,5,2.895171225062225e-30,0.0,0.005504623048134398,4.0
O76003,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O76021,105,0.9622710622710623,5254,4274,0.01613532629794401,0.0005758795046542311,0.024465176203715997,134.2
O76031,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O76064,6,0.4666666666666667,7,4274,1.3681827230442564e-06,0.00016695427147954411,0.005582773937494998,13.833333333333334
O76071,5,0.8,8,4274,0.00010996406714652163,5.4191033138401396e-05,0.005662547201167006,33.6
O76074,5,0.3,3,4274,2.6007289012411855e-06,0.0003805509249255368,0.005539464271933082,4.6
O76081,5,0.7,7,4274,2.469544078663175e-06,4.8675797829634244e-05,0.005566201870253814,31.8
O76083,1,0.0,0,4274,6.735423386477382e-13,0.0,0.005407805888592227,4.0
O94763,8,1.0,28,4274,0.0008953830286176674,0.0,0.0063432615313211765,79.625
O94776,57,0.4630325814536341,739,4274,0.006269320043272466,0.00036852935627730706,0.012252350617072267,79.64912280701755
O94777,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O94782,6,1.0,15,4274,4.593711062037564e-06,0.0,0.005581247514973909,11.166666666666666
O94805,12,1.0,66,4274,0.004396256465692035,0.0,0.009007743297895414,162.33333333333334
O94810,2,1.0,1,4274,3.146562107119394e-09,0.0,0.0054440491054510666,14.0
O94811,1,0.0,0,4274,1.1124203371454554e-07,0.0,0.005411437166367651,22.0
O94826,14,0.31868131868131866,29,4274,4.1911618666808036e-05,0.003538297295253746,0.005935376913475775,27.785714285714285
O94829,4,0.3333333333333333,2,4274,0.0004865526464290997,4.107944880482175e-05,0.0058703622377876945,63.5
O94842,5,1.0,10,4274,0.0003695163299878804,0.0,0.005808934367848616,36.6
O94850,2,1.0,1,4274,5.7950909407111695e-09,0.0,0.005443857430286195,13.0
O94864,23,0.9011857707509882,228,4274,0.000755314542182516,2.6077709524803685e-05,0.006830066473825205,46.21739130434783
O94868,2,1.0,1,4274,3.5292930557008387e-07,0.0,0.005443079799177779,10.5
O94875,2,1.0,1,4274,5.129448679825087e-08,0.0,0.005449759474278263,27.5
O94887,5,0.4,4,4274,4.728429798476229e-09,0.0,0.005539791035536448,6.8
O94905,16,0.575,69,4274,7.840007832042103e-05,0.0008732974875501485,0.005995283272589286,18.0625
O94906,218,0.6167082399695599,14587,4274,0.08903855385222993,0.0031182959514646914,0.07667093258596239,151.41284403669724
O94907,2,1.0,1,4274,2.3206551119361287e-10,0.0,0.00544103952556145,6.5
O94911,1,0.0,0,4274,1.4141295242979068e-08,0.0,0.005409572464281722,13.0
O94913,15,1.0,105,4274,0.002808720970769171,0.0,0.007985943883994293,90.4
O94916,1,0.0,0,4274,6.08715416488542e-07,0.0,0.005409866899313593,11.0
O94927,7,1.0,21,8,2.1875295288643987e-26,0.0,0.005605575059593362,7.0
O94955,4,1.0,6,4274,8.266930539224561e-08,0.0,0.005511347593152123,12.0
O94992,11,0.5636363636363636,31,4274,0.00030946986382017776,0.00034517365633443444,0.006032928661159388,43.27272727272727
O95059,9,1.0,36,10,1.517903531245422e-24,0.0,0.005674958984023752,9.0
O95067,5,1.0,10,4274,5.95084780965052e-06,0.0,0.005574105656046028,32.8
O95071,20,0.7421052631578947,141,4274,0.004198609228357561,0.0005758283627075856,0.009218379700888825,107.85
O95104,128,1.0,8128,4274,0.06420070496390448,0.0,0.05582439022113055,185.75
O95136,10,0.4666666666666667,21,4274,7.867959289123987e-07,0.0005485753226418813,0.005722638368695746,15.5
O95139,45,0.9343434343434344,925,4274,5.52147326300386e-08,0.00020283742588708608,0.007270326336169148,42.75555555555555
O95149,5,0.5,5,4274,0.00046291247731994307,1.2173441104352358e-05,0.005878901343280161,45.0
O95163,10,0.4444444444444444,20,4274,3.014574864994597e-05,0.0008128654970760234,0.00578612827207471,30.8
O95164,1,0.0,0,4274,2.589039721470678e-10,0.0,0.0054085555186969845,8.0
O95167,43,1.0,903,4274,8.464784661503189e-09,0.0,0.007200838215846942,44.13953488372093
O95168,44,0.9693446088794926,917,4274,8.474442576041025e-09,6.944543187956864e-06,0.007235897840208928,43.45454545454545
O95169,44,0.9693446088794926,917,4274,8.474442576041025e-09,6.93065410158095e-06,0.007235897840208928,43.45454545454545
O95178,44,0.9693446088794926,917,4274,8.474442576041025e-09,6.93065410158095e-06,0.007235897840208928,43.45454545454545
O95180,1,0.0,0,4274,1.0677749877480451e-11,0.0,0.0054074332676885845,2.0
O95182,43,1.0,903,4274,8.464784661503189e-09,0.0,0.007200838215846942,44.13953488372093
O95197,1,0.0,0,4274,5.894574557584936e-10,0.0,0.005409889466230369,15.0
O95218,15,1.0,105,4274,0.0018879897814457372,0.0,0.007332887038433619,80.86666666666666
O95219,5,0.4,4,4274,1.4678466464977453e-08,0.000102847565161719,0.005547041685302378,14.2
O95229,9,0.4722222222222222,17,4274,5.826666598057634e-09,0.0011374153332832757,0.005669516776983759,6.0
O95232,128,1.0,8128,4274,0.06420070496390448,0.0,0.05582439022113055,185.75
O95235,4,1.0,6,4274,1.283521240582819e-05,0.0,0.005524325967198735,14.75
O95238,1,0.0,0,4274,1.2697862683326315e-05,0.0,0.005439380973433298,117.0
O95239,10,0.4888888888888889,22,4274,0.000149977786998024,0.0005980060490263896,0.005897908216558955,46.7
O95251,8,0.39285714285714285,11,4274,3.099143081244303e-05,0.0003670228738435629,0.005689966494523014,25.5
O95256,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
O95257,3,1.0,3,4274,5.587547196344479e-06,0.0,0.005504410921110803,45.0
O95259,2,0.0,0,4274,2.298785275016679e-14,0.0001625730994152047,0.005439318956724667,2.0
O95263,2,0.0,0,4274,1.0342589501093142e-10,0.0008251822784218216,0.005439694165365394,3.0
O95264,1,0.0,0,5,1.3231505883628637e-34,0.0,0.0054078004069108175,4.0
O95267,2,1.0,1,4274,3.43516454351517e-08,0.0,0.005441137440883177,6.5
O95271,6,0.7333333333333333,11,4274,1.752492933046157e-06,3.164316296652364e-05,0.005580165512060747,11.166666666666666
O95278,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O95292,2,0.0,0,4274,5.895079079784955e-10,8.128654970760235e-05,0.005441776573181419,8.5
O95295,19,0.5789473684210527,99,4274,1.195043574038181e-06,0.0008294480218942541,0.006027032164992327,13.473684210526315
O95298,44,0.9693446088794926,917,4274,8.474442576041025e-09,6.944543187956864e-06,0.007235897840208928,43.45454545454545
O95299,43,1.0,903,4274,8.464784661503189e-09,0.0,0.007200838215846942,44.13953488372093
O95342,1,0.0,0,13,1.8716677808945405e-25,0.0,0.005409000528336315,10.0
O95343,9,0.7777777777777778,28,4274,0.0002975280150388432,0.0001625730994152047,0.00600926093191644,74.77777777777777
O95347,18,0.3660130718954248,56,4274,0.0001495722983854656,0.0003923343637149407,0.006184042311906656,34.72222222222222
O95359,2,1.0,1,4274,1.1690847953606016e-05,0.0,0.00545562601060534,20.0
O95373,2,1.0,1,4274,3.353392295213151e-05,0.0,0.005477154102312928,37.5
O95390,6,0.2,3,4274,1.0742738258879942e-07,0.00041968575094919534,0.00557015481813589,4.666666666666667
O95391,79,1.0,3081,4274,0.033130023432870206,0.0,0.03201859851054528,166.62025316455697
O95400,111,1.0,6105,4274,0.05426124668323012,0.0,0.0481238616997131,181.63963963963963
O95402,35,0.8873949579831932,528,4274,0.00012447008675162978,1.435763047422563e-05,0.006888984115518972,39.285714285714285
O95405,3,1.0,3,4274,2.5850916514349767e-05,0.0,0.0055045814367045386,26.666666666666668
O95409,1,0.0,0,4274,7.172956463387743e-05,0.0,0.005462501483069425,41.0
O95425,15,0.5619047619047619,59,4274,0.0005310231780774682,0.0010205142600163044,0.006379805361328891,56.8
O95452,7,1.0,21,4274,3.1007374076587966e-05,0.0,0.005650485083840294,21.714285714285715
O95453,10,0.8,36,4274,4.385555265465146e-05,0.0002694147577335352,0.0057511696853997886,16.0
O95456,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O95471,1,0.0,0,4274,1.5261727384629875e-09,0.0,0.005408293631800462,6.0
O95477,13,0.05128205128205128,4,4274,2.1708604105865055e-06,0.003716218197074364,0.0058046326244933395,6.538461538461538
O95487,6,0.6,9,4274,1.0893830716956897e-09,0.0004064327485380117,0.00557052176345671,5.166666666666667
O95503,10,1.0,45,4274,6.616676164272844e-05,0.0,0.0058267263833865,38.7
O95563,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O95602,24,1.0,276,4274,7.311214664871547e-05,0.0,0.006438806874884685,44.916666666666664
O95613,4,1.0,6,4274,1.0599815971363247e-13,0.0,0.005507558266422699,7.75
O95619,36,0.7682539682539683,484,4274,0.002305618024424186,4.8614786914775995e-05,0.008457925101714628,56.69444444444444
O95630,2,1.0,1,4274,8.924174878206691e-08,0.0,0.005440407298038219,4.5
O95633,1,0.0,0,4274,1.6258354946289667e-08,0.0,0.00540744328100299,2.0
O95639,5,1.0,10,4274,0.00047106741284337877,0.0,0.0058831906763070685,43.0
O95665,1,0.0,0,4274,1.6025090671729108e-08,0.0,0.0054090902085075915,10.0
O95677,1,0.0,0,4274,1.9377365045779377e-06,0.0,0.0054107720550113795,9.0
O95684,3,1.0,3,4,4.172381456116486e-32,0.0,0.005471775585519779,3.0
O95696,4,1.0,6,4274,1.3355764862961e-05,0.0,0.005521877698901618,14.0
O95707,9,1.0,36,10,1.517903531245422e-24,0.0,0.005674958984023752,9.0
O95711,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O95714,3,1.0,3,4274,1.6196863920166274e-07,0.0,0.005474230686351214,6.333333333333333
O95721,1,0.0,0,4274,1.8938875859754024e-11,0.0,0.0054087681127988575,9.0
O95747,1,0.0,0,4274,9.221483395873133e-07,0.0,0.005409458926298766,8.0
O95750,2,1.0,1,4274,6.565584265479598e-10,0.0,0.005440291679085384,4.5
O95760,2,1.0,1,4274,3.552483557547779e-10,0.0,0.005441636709888449,8.0
O95777,74,0.5372084413180304,1451,4274,0.022702767349420876,0.00042392441287402794,0.024419335297176818,131.0
O95782,9,0.3055555555555556,11,4274,1.1425062920903407e-06,0.0015305992567224975,0.005677544217836658,9.333333333333334
O95785,8,1.0,28,4274,0.00011164796298915651,0.0,0.005808836053028282,59.125
O95786,15,0.2,21,4274,6.154819453869116e-05,0.0019788006087605955,0.0059666891636775375,22.4
O95793,8,1.0,28,4274,0.0031146548547826137,0.0,0.008098086722470811,199.625
O95807,1,0.0,0,4274,8.768023477796182e-08,0.0,0.005411185777859204,20.0
O95816,2,1.0,1,4274,1.5521189084684222e-10,0.0,0.0054398926681856275,3.5
O95817,3,1.0,3,4274,0.0003809905418789776,0.0,0.005768234427692497,80.33333333333333
O95831,2,0.0,0,4274,1.0141327127682113e-07,0.0003251461988304094,0.00544069873327657,5.0
O95832,6,0.26666666666666666,4,4274,4.666775637644169e-08,5.228520530987362e-05,0.005573110242598905,7.0
O95835,8,0.39285714285714285,11,4274,0.0009594233507919008,0.0003764893827668948,0.006323997643463834,47.875
O95837,1,0.0,0,4274,4.297704921787447e-10,0.0,0.005409910584898363,14.0
O95838,5,0.3,3,4274,4.211239573031739e-07,0.0004883970860402138,0.005555432647863529,21.6
O95859,3,1.0,3,4274,7.353884544784615e-10,0.0,0.005472363144364361,4.0
O95863,2,1.0,1,4274,6.0598545697865806e-05,0.0,0.005491557491098802,29.0
O95900,5,1.0,10,4274,1.0867592501990705e-08,0.0,0.00553866203271871,5.8
O95926,85,0.9294117647058824,3318,4274,0.0341347918883703,2.794122757204978e-06,0.032935524111917885,159.43529411764706
O95935,1,0.0,0,4274,3.528307876298856e-07,0.0,0.005408222193244818,4.0
O95970,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O95977,1,0.0,0,4274,7.54579831890837e-09,0.0,0.005407893092816844,4.0
O95983,53,0.49201741654571846,678,4274,0.006126845002041905,0.00029556850521539406,0.01199675145426551,82.77358490566037
O95985,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O95995,1,0.0,0,4274,2.1145221637470513e-10,0.0,0.005407445393229851,2.0
O95997,1,0.0,0,4274,7.152820475258812e-09,0.0,0.005407474926997751,2.0
O95999,12,0.3484848484848485,23,4274,2.2500048666508267e-05,0.0008334126208845238,0.005839485718880398,25.833333333333332
O96000,44,0.9693446088794926,917,4274,8.474442576041025e-09,6.93065410158095e-06,0.007235897840208928,43.45454545454545
O96007,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
O96008,9,0.4444444444444444,16,4274,6.088546169485018e-07,0.0009977093882972557,0.0056765170763952155,9.333333333333334
O96013,2,1.0,1,4274,3.308245906473359e-08,0.0,0.00544807380701643,23.5
O96017,6,1.0,15,4274,3.5648737848828485e-05,0.0,0.0056224632489602746,25.166666666666668
O96019,204,0.4422872597314788,9158,4274,0.06604353703763331,0.004564039543844974,0.060122878755066236,131.4558823529412
O96033,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
P00325,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
P00326,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
P00338,2,1.0,1,5,6.817659000534162e-34,0.0,0.005439505861816419,2.5
P00374,2,1.0,1,4274,1.6981971366538815e-11,0.0,0.005439509248185365,2.5
P00390,0,0.0,0,1,1.5179035312454237e-43,0.0,0.005375543939657502,0.0
P00395,26,0.6276923076923077,204,4274,1.0651029596685042e-07,0.000199194327030418,0.006301398378171693,19.115384615384617
P00403,31,0.47096774193548385,219,4274,7.2772662729002e-06,0.01162395214529122,0.006499280216854295,20.903225806451612
P00414,25,0.68,204,4274,1.0650580520329212e-07,3.661270250891074e-05,0.00626985366906536,19.88
P00439,0,0.0,0,1,1.5179035312454237e-43,0.0,0.005375543939657502,0.0
P00450,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
P00451,1,0.0,0,4274,1.8073981484285223e-12,0.0,0.005407622700894472,3.0
P00491,0,0.0,0,1,1.5179035312454237e-43,0.0,0.005375543939657502,0.0
P00519,27,0.06552706552706553,23,4274,6.328746929867679e-05,0.005814243785082856,0.006368446673426067,17.185185185185187
P00533,46,0.04541062801932367,47,4274,2.0556904757989955e-06,0.010304883782718814,0.006921875787575239,10.043478260869565
P00734,5,0.1,1,4274,8.553773540829034e-07,0.0040975145453857765,0.005538595884096809,4.6
P00736,4,1.0,6,4274,5.147587048589709e-12,0.0,0.005504842715871365,4.25
P00738,1,0.0,0,4274,7.748851016843686e-10,0.0,0.005412351010680909,28.0
P00739,6,0.6666666666666666,10,4274,3.7224983942305763e-09,7.522002599111875e-05,0.0055778035450787964,11.333333333333334
P00742,4,0.5,3,4274,3.628441908158395e-11,0.0021512670565302146,0.005504046523444457,3.25
P00747,7,0.47619047619047616,10,4274,7.126527118116589e-09,3.6522648930166086e-05,0.005607242325450102,8.0
P00749,9,0.2777777777777778,10,4274,7.301118803823124e-09,0.0006313516017374425,0.00567171444007529,7.0
P00750,3,1.0,3,4274,3.476983698188315e-09,0.0,0.005474920802487041,8.0
P00751,2,1.0,1,4274,1.3176475356893634e-11,0.0,0.005440280357072458,4.5
P00797,2,0.0,0,4274,1.7620632238616926e-10,1.0646918881301258e-05,0.005439515111403251,2.5
P00813,21,0.7380952380952381,155,4274,0.00013934677084129928,0.0020297123413317566,0.006294652393507836,34.04761904761905
P00846,15,1.0,105,4274,8.174358323633472e-07,0.0,0.005895596442747481,15.4
P01008,2,1.0,1,4274,5.7886475303575706e-09,0.0,0.005441353829001092,7.0
P01009,3,0.0,0,4274,2.4907724447593723e-13,0.002313908781112761,0.005471399518949503,2.3333333333333335
P01011,3,0.0,0,4274,1.0556303027952528e-17,0.0019898635477582846,0.005470835243609867,1.3333333333333333
P01019,3,0.3333333333333333,1,4274,1.4623645691819393e-09,0.00010000597272698002,0.005472941322776035,5.0
P01023,1,0.0,0,4274,7.748851016843686e-10,0.0,0.005412351010680909,28.0
P01024,7,0.23809523809523808,5,4274,2.0092971457796195e-09,0.000386989707925847,0.005602546931122068,4.714285714285714
P01033,2,1.0,1,4274,4.67076745404832e-08,0.0,0.005441544420849796,7.5
P01100,19,0.3508771929824561,60,4274,0.00022299195493557793,0.0004476197613315247,0.006285463048488147,39.31578947368421
P01106,11,0.2,11,4274,0.0013143861401457846,0.0002468137104175148,0.006743591552301265,72.72727272727273
P01111,2,1.0,1,4274,4.870910860856375e-06,0.0,0.005445848557670715,10.5
P01112,11,0.12727272727272726,7,4274,5.239868707303291e-06,0.0014608795360957262,0.005747892393137189,10.090909090909092
P01116,7,0.047619047619047616,1,4274,6.030972718409295e-06,0.0013501640901022228,0.005612441939367482,8.714285714285714
P01127,1,0.0,0,4274,1.4375806771850179e-11,0.0,0.005407827052946022,4.0
P01130,2,1.0,1,4274,5.579522151375804e-07,0.0,0.00544153455950189,6.5
P01133,6,0.4666666666666667,7,4274,7.114954579958692e-08,4.586882687024077e-05,0.005582333115350238,14.666666666666666
P01135,1,0.0,0,4274,1.339046100871386e-08,0.0,0.005416122084037923,46.0
P01137,10,0.24444444444444444,11,4274,3.9288007909234044e-07,0.001045927392120691,0.005715299558599756,12.2
P01138,4,0.3333333333333333,2,4274,7.014186560461908e-10,0.00016486923297620717,0.005505425303240859,5.0
P01241,3,1.0,3,4274,9.144608768406726e-08,0.0,0.0054775799447398755,12.333333333333334
P01258,4,1.0,6,4274,2.45506884171785e-06,0.0,0.0055308724581383025,34.75
P01270,3,0.3333333333333333,1,4274,2.5476338387486615e-08,1.4895345419805552e-05,0.00547526413515248,8.666666666666666
P01275,4,1.0,6,4274,2.53898353342041e-06,0.0,0.005530949000655609,34.75
P01286,1,0.0,0,4274,1.518638559169708e-10,0.0,0.0054097609078230914,14.0
P01308,1,0.0,0,4274,1.1371903797836686e-09,0.0,0.005408225833322445,6.0
P01344,3,0.3333333333333333,1,4274,5.696109214864855e-09,0.00016250825237219078,0.005471606339043591,2.6666666666666665
P01374,4,0.16666666666666666,1,4274,2.8523616624202976e-07,0.0003252111760883691,0.005510287497552574,9.5
P01375,26,0.8307692307692308,270,4274,4.185263294623971e-05,0.0019388074959827736,0.006441163649398839,35.61538461538461
P01563,2,1.0,1,4274,1.879706931649412e-08,0.0,0.005441343351951377,7.0
P01574,2,1.0,1,4274,1.879706931649412e-08,0.0,0.005441343351951377,7.0
P01579,4,0.3333333333333333,2,4274,3.0062166243685545e-06,0.0003251461988304094,0.005513824246884998,11.75
P01584,3,0.3333333333333333,1,4274,1.3977365569380086e-08,0.00017206322833354318,0.005475846791133338,9.666666666666666
P01588,1,0.0,0,4274,6.09357123292828e-12,0.0,0.005407440040749389,2.0
P01589,3,1.0,3,4274,2.915663029218912e-11,0.0,0.005474079896662214,7.0
P01730,10,0.6444444444444445,29,4274,4.7505065019899966e-05,0.0006518896339105513,0.005759315094368286,17.7
P01732,1,0.0,0,4274,3.024320707738683e-07,0.0,0.005411496809394337,21.0
P01834,2,0.0,0,3,3.4334275087436514e-36,0.0,0.005438943927977119,1.0
P01857,1,0.0,0,3,2.4277998741450676e-36,0.0,0.005407428685767276,2.0
P01861,1,0.0,0,3,2.4277998741450676e-36,0.0,0.005407428685767276,2.0
P01871,7,0.42857142857142855,9,4274,3.709807290426607e-09,0.002017588174853202,0.005608564952990118,9.142857142857142
P01903,3,1.0,3,4274,4.4824320808057376e-09,0.0,0.005474720089194567,7.666666666666667
P01911,3,1.0,3,4274,4.4824320808057376e-09,0.0,0.005474720089194567,7.666666666666667
P02042,1,0.0,0,4274,3.2865062581164225e-14,0.0,0.005407987551799928,5.0
P02100,1,0.0,0,4274,3.2865062581164225e-14,0.0,0.005407987551799928,5.0
P02452,2,1.0,1,4274,1.5098246050406629e-07,0.0,0.005450434716833545,30.0
P02461,1,0.0,0,4274,1.5944612251998747e-08,0.0,0.005407895267223515,4.0
P02511,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
P02533,1,0.0,0,4274,7.748851016843686e-10,0.0,0.005412351010680909,28.0
P02538,1,0.0,0,4274,7.748851016843686e-10,0.0,0.005412351010680909,28.0
P02545,25,0.47333333333333333,142,4274,0.0012925121364131343,0.0007494875899203504,0.007378606937053991,59.16
P02647,9,0.2777777777777778,10,4274,7.796446196537346e-08,0.002153409435257322,0.005677848735624489,10.666666666666666
P02649,3,0.3333333333333333,1,4274,1.2615821405920897e-07,0.0001893377893539051,0.005482272762015279,21.0
P02671,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
P02675,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
P02679,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
P02708,4,1.0,6,4274,1.6260127232443645e-11,0.0,0.005505024587950766,4.5
P02730,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
P02745,4,1.0,6,4274,5.147587048589709e-12,0.0,0.005504842715871365,4.25
P02746,4,1.0,6,4274,5.147587048589709e-12,0.0,0.005504842715871365,4.25
P02747,4,1.0,6,4274,5.147587048589709e-12,0.0,0.005504842715871365,4.25
P02751,12,0.25757575757575757,17,4274,3.6588879182494276e-07,0.0018399458400373003,0.005792949698251278,16.25
P02753,1,0.0,0,3,2.4277998741450676e-36,0.0,0.005407428685767276,2.0
P02760,1,0.0,0,4274,5.5705797013119745e-09,0.0,0.005408012875881957,5.0
P02765,1,0.0,0,4274,7.748851016843686e-10,0.0,0.005412351010680909,28.0
P02766,2,0.0,0,3,3.4334275087436514e-36,0.0,0.005438943927977119,1.0
P02768,1,0.0,0,4274,7.748851016843686e-10,0.0,0.005412351010680909,28.0
P02786,12,0.4393939393939394,29,4274,4.49149843471347e-05,0.005134899169617913,0.005820431263352432,14.75
P02787,4,0.16666666666666666,1,4274,2.9338428277949813e-07,0.0005569594526372923,0.005510250931459599,11.0
P02788,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
P02792,1,0.0,0,4274,2.3924806518873665e-10,0.0,0.005407434827520081,2.0
P02794,2,0.0,0,4274,3.668485892624085e-08,0.0001625730994152047,0.005439991596691721,3.5
P03372,99,0.07173778602350031,348,4274,0.0009532027417201136,0.024869041830796523,0.009808260116905011,30.393939393939394
P03886,47,0.8529139685476411,922,4274,2.555208460317571e-07,0.006906920781641545,0.0073441578623093355,42.06382978723404
P03891,44,0.9630021141649049,911,4274,5.520507471550077e-08,0.00016877220652083074,0.007235266711807161,43.40909090909091
P03897,44,0.9630021141649049,911,4274,5.520507471550077e-08,0.00016877220652083074,0.007235266711807161,43.40909090909091
P03901,43,1.0,903,4274,8.464784661503189e-09,0.0,0.007200838215846942,44.13953488372093
P03905,15,1.0,105,4274,1.488723236134788e-09,0.0,0.006015578659525481,45.2
P03915,44,0.9693446088794926,917,4274,8.474442576041025e-09,6.93065410158095e-06,0.007235897840208927,43.45454545454545
P03923,43,1.0,903,4274,8.464784661503189e-09,0.0,0.007200838215846942,44.13953488372093
P03928,15,1.0,105,4274,8.174358323633472e-07,0.0,0.005895596442747481,15.4
P03950,6,0.0,0,4274,4.119153398385191e-05,0.0010215594274680453,0.005607717235835749,12.333333333333334
P03973,1,0.0,0,4274,0.00010580970502246366,0.0,0.0055197212117849255,107.0
P04004,9,0.19444444444444445,7,4274,3.3477019316937725e-08,0.0031449764353163687,0.005687345726312527,15.88888888888889
P04035,1,0.0,0,4274,4.755526758193873e-10,0.0,0.005408196792190426,6.0
P04049,15,0.14285714285714285,15,4274,3.123554630283736e-05,0.0021456234889883296,0.005927792393084601,18.6
P04053,5,1.0,10,4274,6.7774160245689e-05,0.0,0.005624916330915845,40.6
P04062,5,0.4,4,4274,6.1734502816383645e-06,0.000295577275085341,0.005554047655780944,15.4
P04083,1,0.0,0,4274,4.326097338819e-09,0.0,0.00540958801794927,13.0
P04114,1,0.0,0,4274,7.748851016843686e-10,0.0,0.005412351010680909,28.0
P04141,2,1.0,1,7,3.3379051648901524e-32,0.0,0.0054400701046067425,4.0
P04150,35,0.025210084033613446,15,4274,0.00127263987918832,0.009924372760136727,0.0075287206457395695,27.65714285714286
P04156,1,0.0,0,2,7.958186065896007e-38,0.0,0.00540724284435836,1.0
P04196,3,1.0,3,4274,3.476983698188315e-09,0.0,0.005474920802487041,8.0
P04198,8,0.21428571428571427,6,4274,0.0006260708587859021,0.0005656786330125279,0.006171384985541968,78.25
P04201,3,1.0,3,4274,8.578014220977908e-10,0.0,0.005475469664178402,9.333333333333334
P04233,2,0.0,0,4274,4.343219320407062e-10,0.0001625730994152047,0.005440858606959929,6.0
P04234,6,0.9333333333333333,14,8,9.440553676408098e-28,7.812896748663019e-08,0.0055713135744348335,5.833333333333333
P04259,1,0.0,0,4274,7.748851016843686e-10,0.0,0.005412351010680909,28.0
P04264,1,0.0,0,4274,7.748851016843686e-10,0.0,0.005412351010680909,28.0
P04275,3,0.0,0,4274,2.7744421758779813e-10,0.0003251461988304094,0.0054720392957238115,3.3333333333333335
P04350,3,0.0,0,4274,0.0004290860213375041,8.494452277676226e-06,0.0057984330349594125,80.33333333333333
P04406,11,0.2909090909090909,16,4274,0.0010764670722334753,0.010542208249519153,0.0065853069573643345,61.81818181818182
P04626,18,0.1503267973856209,23,4274,8.107756090278435e-06,0.0028313770862157923,0.005995561566135308,12.833333333333334
P04628,1,0.0,0,4274,3.220989103676062e-10,0.0,0.005407620789576127,3.0
P04629,5,0.3,3,4274,1.2394096260473438e-08,0.0007724779029817771,0.005538801072911083,5.8
P04632,1,0.0,0,4274,9.413447279153943e-08,0.0,0.005407576565495098,2.0
P04637,49,0.07993197278911565,94,4274,0.00044757126265744334,0.00817128327071043,0.0074873638619271845,23.387755102040817
P04792,3,1.0,3,4274,4.317320364533286e-06,0.0,0.005480451949122126,12.333333333333334
P04818,2,1.0,1,4274,1.6981971366538815e-11,0.0,0.005439509248185365,2.5
P04839,5,1.0,10,4274,1.75992928572916e-07,0.0,0.005540957314433412,8.0
P04843,13,0.6666666666666666,52,4274,3.7065803182028565e-06,0.0001896686159844066,0.005819278071755431,12.153846153846153
P04844,13,0.6666666666666666,52,4274,3.7065803182028565e-06,0.0001896686159844066,0.005819278071755431,12.153846153846153
P04899,8,0.25,7,4274,5.296160810165417e-06,0.0006560594953536842,0.00566555583185818,21.5
P04921,2,1.0,1,3,1.764200784989786e-34,0.0,0.005439317815562892,2.0
P05000,2,1.0,1,4274,1.879706931649412e-08,0.0,0.005441343351951377,7.0
P05019,8,0.2857142857142857,8,4274,1.0103435632263728e-06,0.001500033221290018,0.0056564871710651785,17.5
