ProteinId
A0AVF1
A0FGR8
A0FGR9
A0JLT2
A1A4S6
A1Z199
A2A288
A2RRP1
A3KN83
A4D0T7
A5D8V6
A5D8V7
A5PLN9
A5X5Y0
A5YKK6
A6H8Y1
A6ND01
A6NED2
A6NFQ2
A6NGQ2
A6NIX2
A6NKF1
A7MCY6
A8K0Z3
A8K8P3
A8MT69
A8MTZ0
A9UF07
B4DGM9
D6RGH6
D9YZV4
E9PGT3
O00116
O00139
O00141
O00148
O00151
O00159
O00161
O00165
O00170
O00187
O00189
O00203
O00206
O00212
O00213
O00217
O00219
O00221
O00222
O00231
O00232
O00233
O00254
O00255
O00257
O00264
O00267
O00268
O00270
O00287
O00291
O00300
O00303
O00311
O00327
O00329
O00401
O00408
O00410
O00422
O00429
O00443
O00444
O00451
O00459
O00469
O00470
O00471
O00472
O00482
O00483
O00487
O00499
O00505
O00512
O00522
O00541
O00548
O00555
O00560
O00562
O00566
O00567
O00571
O00592
O00622
O00623
O00629
O00631
O00743
O00750
O00764
O14490
O14495
O14497
O14508
O14519
O14543
O14544
O14558
O14561
O14576
O14593
O14595
O14610
O14617
O14640
O14641
O14654
O14656
O14657
O14662
O14678
O14686
O14713
O14727
O14744
O14745
O14746
O14757
O14763
O14764
O14775
O14776
O14777
O14786
O14787
O14788
O14791
O14793
O14802
O14807
O14810
O14817
O14818
O14828
O14836
O14862
O14867
O14879
O14893
O14894
O14908
O14910
O14920
O14925
O14929
O14931
O14936
O14944
O14964
O14965
O14974
O14976
O14977
O14979
O14980
O14983
O14986
O15027
O15042
O15047
O15054
O15066
O15078
O15084
O15091
O15105
O15111
O15116
O15117
O15120
O15123
O15126
O15127
O15143
O15144
O15145
O15146
O15151
O15160
O15164
O15169
O15182
O15194
O15198
O15212
O15228
O15230
O15234
O15235
O15239
O15259
O15260
O15265
O15269
O15270
O15273
O15287
O15294
O15297
O15304
O15315
O15318
O15335
O15344
O15350
O15354
O15355
O15357
O15360
O15371
O15372
O15379
O15392
O15393
O15397
O15399
O15400
O15446
O15455
O15457
O15503
O15504
O15511
O15514
O15516
O15519
O15527
O15530
O15534
O15537
O15550
O15553
O43143
O43150
O43156
O43157
O43159
O43172
O43175
O43181
O43184
O43186
O43187
O43194
O43196
O43242
O43255
O43257
O43264
O43290
O43292
O43294
O43296
O43299
O43303
O43310
O43318
O43324
O43353
O43390
O43395
O43402
O43447
O43451
O43463
O43464
O43482
O43502
O43504
O43513
O43516
O43521
O43524
O43525
O43526
O43541
O43542
O43543
O43556
O43561
O43570
O43581
O43592
O43613
O43614
O43615
O43617
O43633
O43660
O43663
O43670
O43674
O43676
O43677
O43678
O43683
O43684
O43707
O43716
O43719
O43739
O43741
O43747
O43752
O43765
O43791
O43809
O43815
O43822
O43823
O43837
O43865
O43913
O43914
O43915
O43918
O43920
O43924
O43929
O43933
O60216
O60220
O60231
O60244
O60260
O60262
O60264
O60271
O60282
O60291
O60293
O60306
O60313
O60315
O60318
O60341
O60346
O60391
O60447
O60462
O60486
O60494
O60496
O60504
O60506
O60508
O60563
O60566
O60568
O60573
O60583
O60602
O60603
O60609
O60610
O60645
O60658
O60664
O60671
O60673
O60674
O60683
O60684
O60706
O60716
O60741
O60749
O60762
O60783
O60826
O60828
O60830
O60832
O60858
O60870
O60885
O60894
O60895
O60896
O60907
O60921
O60925
O60934
O60939
O75030
O75051
O75052
O75077
O75081
O75096
O75110
O75116
O75140
O75143
O75146
O75147
O75150
O75154
O75161
O75164
O75170
O75175
O75182
O75197
O75251
O75293
O75298
O75306
O75312
O75317
O75326
O75330
O75340
O75362
O75367
O75376
O75379
O75380
O75381
O75382
O75385
O75386
O75390
O75394
O75398
O75400
O75410
O75431
O75436
O75438
O75445
O75446
O75448
O75449
O75460
O75461
O75462
O75469
O75473
O75475
O75477
O75478
O75486
O75489
O75496
O75509
O75526
O75528
O75529
O75530
O75531
O75533
O75534
O75554
O75556
O75558
O75563
O75575
O75578
O75581
O75586
O75593
O75604
O75607
O75643
O75665
O75694
O75695
O75712
O75717
O75762
O75771
O75787
O75800
O75817
O75818
O75821
O75822
O75832
O75843
O75865
O75874
O75879
O75886
O75888
O75899
O75907
O75909
O75916
O75923
O75925
O75934
O75937
O75940
O75943
O75947
O75955
O75964
O75970
O75971
O76003
O76021
O76031
O76064
O76071
O76074
O76081
O76083
O94763
O94776
O94777
O94782
O94805
O94810
O94811
O94826
O94829
O94842
O94850
O94864
O94868
O94875
O94887
O94905
O94906
O94907
O94911
O94913
O94916
O94927
O94955
O94992
O95059
O95067
O95071
O95104
O95136
O95139
O95149
O95163
O95164
O95167
O95168
O95169
O95178
O95180
O95182
O95197
O95218
O95219
O95229
O95232
O95235
O95238
O95239
O95251
O95256
O95257
O95259
O95263
O95264
O95267
O95271
O95278
O95292
O95295
O95298
O95299
O95342
O95343
O95347
O95359
O95373
O95390
O95391
O95400
O95402
O95405
O95409
O95425
O95452
O95453
O95456
O95471
O95477
O95487
O95503
O95563
O95602
O95613
O95619
O95630
O95633
O95639
O95665
O95677
O95684
O95696
O95707
O95711
O95714
O95721
O95747
O95750
O95760
O95777
O95782
O95785
O95786
O95793
O95807
O95816
O95817
O95831
O95832
O95835
O95837
O95838
O95859
O95863
O95900
O95926
O95935
O95970
O95977
O95983
O95985
O95995
O95997
O95999
O96000
O96007
O96008
O96013
O96017
O96019
O96033
P00325
P00326
P00338
P00374
P00390
P00395
P00403
P00414
P00439
P00450
P00451
P00491
P00519
P00533
P00734
P00736
P00738
P00739
P00742
P00747
P00749
P00750
P00751
P00797
P00813
P00846
P01008
P01009
P01011
P01019
P01023
P01024
P01033
P01100
P01106
P01111
P01112
P01116
P01127
P01130
P01133
P01135
P01137
P01138
P01241
P01258
P01270
P01275
P01286
P01308
P01344
P01374
P01375
P01563
P01574
P01579
P01584
P01588
P01589
P01730
P01732
P01834
P01857
P01861
P01871
P01903
P01911
P02042
P02100
P02452
P02461
P02511
P02533
P02538
P02545
P02647
P02649
P02671
P02675
P02679
P02708
P02730
P02745
P02746
P02747
P02751
P02753
P02760
P02765
P02766
P02768
P02786
P02787
P02788
P02792
P02794
P03372
P03886
P03891
P03897
P03901
P03905
P03915
P03923
P03928
P03950
P03973
P04004
P04035
P04049
P04053
P04062
P04083
P04114
P04141
P04150
P04156
P04196
P04198
P04201
P04233
P04234
P04259
P04264
P04275
P04350
P04406
P04626
P04628
P04629
P04632
P04637
P04792
P04818
P04839
P04843
P04844
P04899
P04921
P05000
P05019
P05023
P05026
P05062
P05067
P05091
P05106
P05107
P05108
P05109
P05112
P05113
P05114
P05120
P05121
P05141
P05154
P05164
P05165
P05166
P05181
P05198
P05230
P05231
P05305
P05362
P05386
P05387
P05388
P05412
P05423
P05455
P05496
P05546
P05549
P05556
P05771
P06213
P06239
P06241
P06276
P06280
P06396
P06400
P06401
P06454
P06493
P06576
P06702
P06703
P06730
P06734
P06746
P06748
P06753
P06756
P06865
P06881
P07098
P07101
P07199
P07202
P07203
P07237
P07288
P07306
P07307
P07327
P07332
P07333
P07355
P07359
P07384
P07437
P07477
P07550
P07602
P07686
P07711
P07737
P07766
P07814
P07900
P07910
P07942
P07947
P07948
P07949
P07951
P07992
P07996
P08047
P08069
P08100
P08138
P08172
P08173
P08183
P08195
P08235
P08238
P08246
P08253
P08311
P08514
P08571
P08575
P08579
P08581
P08588
P08620
P08621
P08631
P08648
P08670
P08684
P08700
P08708
P08709
P08754
P08779
P08865
P08887
P08908
P08912
P08913
P08922
P08962
P08F94
P09001
P09012
P09016
P09038
P09086
P09211
P09234
P09382
P09429
P09486
P09543
P09603
P09619
P09622
P09629
P09651
P09661
P09669
P09683
P09693
P09758
P09871
P09874
P09884
P09913
P09914
P09917
P09919
P09936
P09958
P0C0S5
P0CG13
P0DI81
P0DJ07
P0DMS8
P0DMV8
P0DMV9
P0DOX5
P0DP23
P0DP24
P0DP25
P0DPB3
P0DPB5
P0DPB6
P0DTU3
P0DTU4
P10071
P10155
P10176
P10244
P10275
P10276
P10398
P10415
P10451
P10599
P10600
P10606
P10619
P10635
P10636
P10644
P10646
P10721
P10747
P10809
P10826
P10827
P10828
P10909
P10911
P10912
P10914
P11021
P11047
P11142
P11166
P11171
P11172
P11215
P11226
P11229
P11230
P11274
P11308
P11309
P11362
P11387
P11388
P11413
P11441
P11473
P11511
P11712
P11717
P11802
P11831
P11836
P11912
P11926
P11940
P12004
P12018
P12074
P12111
P12268
P12270
P12272
P12273
P12277
P12314
P12643
P12644
P12755
P12757
P12814
P12821
P12830
P12931
P12956
P13010
P13056
P13073
P13196
P13224
P13489
P13498
P13521
P13569
P13612
P13631
P13637
P13639
P13645
P13647
P13674
P13726
P13727
P13861
P13866
P13945
P13984
P13995
P14174
P14210
P14324
P14373
P14384
P14406
P14415
P14416
P14598
P14618
P14625
P14635
P14672
P14678
P14679
P14770
P14778
P14780
P14784
P14854
P14859
P14866
P14867
P14868
P14921
P14923
P15018
P15036
P15056
P15169
P15170
P15172
P15260
P15311
P15328
P15336
P15382
P15391
P15498
P15502
P15509
P15514
P15531
P15538
P15692
P15814
P15880
P15884
P15918
P15923
P15927
P15941
P15954
P16035
P16066
P16070
P16083
P16104
P16109
P16144
P16220
P16234
P16278
P16284
P16298
P16333
P16383
P16389
P16402
P16422
P16444
P16471
P16473
P16499
P16520
P16591
P16615
P16671
P16870
P16871
P16885
P16989
P17096
P17181
P17252
P17301
P17535
P17542
P17544
P17568
P17600
P17612
P17676
P17706
P17787
P17813
P17844
P17858
P17931
P17936
P17947
P17948
P17980
P17987
P18065
P18074
P18077
P18084
P18089
P18124
P18146
P18206
P18433
P18505
P18507
P18545
P18564
P18615
P18621
P18627
P18754
P18825
P18827
P18847
P18848
P18858
P18859
P18887
P19022
P19105
P19174
P19235
P19320
P19338
P19367
P19387
P19388
P19397
P19404
P19419
P19429
P19438
P19447
P19474
P19784
P19793
P19838
P19878
P19883
P19971
P20023
P20042
P20073
P20151
P20226
P20248
P20290
P20309
P20333
P20336
P20338
P20339
P20366
P20585
P20594
P20618
P20648
P20674
P20700
P20701
P20711
P20749
P20783
P20794
P20815
P20839
P20936
P20963
P21145
P21281
P21333
P21359
P21397
P21452
P21453
P21554
P21580
P21675
P21709
P21728
P21730
P21731
P21796
P21802
P21810
P21860
P21917
P21918
P21926
P21964
P21980
P22001
P22004
P22033
P22059
P22087
P22090
P22102
P22301
P22303
P22415
P22455
P22459
P22460
P22607
P22626
P22681
P22736
P22792
P22888
P23025
P23219
P23229
P23246
P23258
P23280
P23352
P23396
P23415
P23458
P23467
P23508
P23511
P23528
P23760
P23763
P23769
P23771
P23921
P23945
P23975
P24311
P24385
P24386
P24394
P24468
P24522
P24530
P24539
P24588
P24593
P24821
P24863
P24864
P24928
P24941
P25021
P25024
P25025
P25054
P25092
P25098
P25100
P25101
P25103
P25105
P25106
P25116
P25205
P25208
P25311
P25398
P25445
P25490
P25685
P25686
P25705
P25786
P25787
P25788
P25789
P25791
P25942
P25963
P26006
P26010
P26012
P26038
P26196
P26358
P26367
P26368
P26373
P26439
P26441
P26572
P26583
P26599
P26641
P26651
P26678
P26715
P26718
P26951
P26992
P27105
P27338
P27348
P27352
P27361
P27449
P27487
P27540
P27635
P27694
P27695
P27797
P27815
P27824
P27918
P27986
P28066
P28070
P28072
P28074
P28221
P28222
P28223
P28289
P28324
P28331
P28335
P28340
P28356
P28358
P28360
P28370
P28482
P28566
P28676
P28702
P28715
P28749
P28799
P28845
P28907
P28908
P29033
P29083
P29084
P29218
P29274
P29275
P29279
P29317
P29322
P29350
P29353
P29371
P29373
P29374
P29376
P29459
P29460
P29466
P29474
P29475
P29590
P29597
P29972
P29992
P30049
P30050
P30101
P30153
P30154
P30260
P30273
P30279
P30281
P30305
P30307
P30405
P30411
P30518
P30530
P30531
P30532
P30542
P30556
P30559
P30613
P30622
P30626
P30679
P30872
P30874
P30876
P30926
P30968
P30988
P30989
P30990
P31040
P31153
P31269
P31273
P31314
P31323
P31327
P31350
P31391
P31431
P31639
P31645
P31749
P31751
P31785
P31943
P31946
P31948
P32004
P32121
P32238
P32239
P32241
