feature,statistic,pvalue,significant,pvalue_corrected
pair_ComponentSize,3.211455837287562,0.0013206426739321478,True,0.010565141391457183
pair_BetweennessCentrality,8.058111762215336,7.748196353895489e-16,True,6.198557083116391e-15
pair_LocalClustCoeff,9.400535056098468,5.4286302418058446e-21,True,4.3429041934446757e-20
pair_AvgNeighborDegree,18.81187509112597,6.036439633898341e-79,True,4.829151707118673e-78
pair_EigenvectorCentrality,22.445170017542946,1.4265725490197182e-111,True,1.1412580392157745e-110
pair_Degree,24.735164540022552,4.477926362582882e-135,True,3.5823410900663057e-134
pair_KatzCentrality,24.82005353918501,5.446557539122748e-136,True,4.3572460312981986e-135
pair_TriangleCount,26.12940088580538,1.68987873217375e-150,True,1.351902985739e-149
