feature,mean,std,median,n,is_noise
pair_LocalClustCoeff,0.04052821866048742,0.025385282041508805,0.03582055543369362,150,False
pair_AvgNeighborDegree,0.02378594214267924,0.023203586937470138,0.017174589657096187,150,False
pair_Degree,0.02037131231335741,0.023447839597512163,0.016490541584794814,150,False
pair_TriangleCount,0.013165165468458874,0.014761837690045663,0.010686748329818311,150,False
[noise × 5],0.0001740604854957083,0.015927811235873408,-0.0002940792542763561,750,True
rand_0,0.000699750096300145,0.01734698329630609,0.0003033446150951608,150,True
rand_1,-0.0007435656605766641,0.015224598761871634,-0.0010980388019071676,150,True
rand_2,0.000863125377992718,0.013885222735084513,9.669990948265457e-05,150,True
rand_3,-0.0003928512710028085,0.015763656866568755,0.0005362393694365107,150,True
rand_4,0.0004438438847651514,0.017102337820217126,-0.0018295751620662805,150,True
