rank,type,feature,mean,std,hit_rate,binom_p
1,real,pair_LocalClustCoeff,0.04362991372514121,0.028521362244640833,0.94,1.2403361289530762e-31
2,real,pair_AvgNeighborDegree,0.02744772257007544,0.0259432708361168,0.74,3.384637885755612e-09
3,real,pair_Degree,0.026648516502009396,0.02587714949466312,0.76,1.22301589616035e-10
4,real,pair_TriangleCount,0.017207384528090792,0.01863710563335012,0.56,0.1649069826564433
5,NOISE,rand_1,0.0022047523241451,0.018808023902094278,,
6,NOISE,rand_3,0.0017281929327819115,0.016939309417304316,,
7,NOISE,rand_0,0.0017115454892713817,0.018243935659563785,,
8,NOISE,rand_2,0.000496626729656714,0.01936284602550538,,
