feature,mean,std,median,min,max,n_splits,rank
base_TriangleCount,0.1928203935162025,0.05740542360623023,0.19503229061189098,0.08217947610299856,0.2665883206571249,15,1
base_AvgNeighbourDegree,0.09555794542341796,0.03239967696450035,0.09322480558108905,0.050090074537469234,0.1715214555355205,15,2
stoich_WeightedTriangles,0.08612341362150104,0.07711109405507605,0.06171453845476552,0.006089391197795424,0.2931681026364158,15,3
base_UniquePartners,0.028671417172516332,0.024273670015332836,0.02285014552405591,0.0026189739363989216,0.07688009351150157,15,4
stoich_RangeComplexSize,0.018478893499651,0.025888362827039768,0.010738867227643079,-0.00273872005861856,0.09309948202058106,15,5
stoich_AvgNeighbourDegreeStoich,0.010337660607618777,0.013241672773229017,0.005742011901532252,-0.010330375066706277,0.04196494443581377,15,6
base_Degree,0.007993051428763734,0.011571464644414125,0.00481584078618118,-0.0004200479125562984,0.04141544416039683,15,7
stoich_MedianRatio,0.007679422722006628,0.009522113539598333,0.005288797727241968,-0.0049388424324839034,0.024118625827421736,15,8
protein_NumSubgroups,0.00728626721842269,0.02466755579779493,0.0008521659668828563,-0.02185860904656376,0.08654012182341772,15,9
protein_AvgSubgroupSize,0.00701948750571542,0.01406886566247962,0.0013114181280050041,-0.008132579275486534,0.0421104385162588,15,10
stoich_RangeRatio,9.332117057146095e-05,0.0006894819769987782,-6.169774600983669e-06,-0.0013839714675500047,0.0014901037714979636,15,11
stoich_MedComplexSize,-0.006669613313422903,0.01690890363163944,-0.0016961167762185037,-0.05158238021338144,0.016656830455399972,15,12
