split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff
1,2658,622,23.702031602708804,23.15112540192926,0.52713054181549,0.4972375690607735,0.4526538003327872,0.4600484261501211,0.07447674148270284,0.037189142910652395
2,2699,581,23.786587625046312,22.719449225473323,0.44256168245377,0.47191011235955055,0.4490140148218666,0.4524590163934426,-0.006452332368096614,0.019451095966107945
3,2628,652,24.162861491628615,21.319018404907975,0.4008085405610712,0.44984802431610943,0.29671094045765634,0.4029126213592233,0.10409760010341484,0.04693540295688614
4,2682,598,23.228933631618194,25.25083612040134,0.5485788693151862,0.5333333333333333,0.5110235292551959,0.5093833780160858,0.03755534005999028,0.02394995531724753
5,2663,617,23.019151333082988,26.094003241491087,0.7093966622797663,0.6633906633906634,0.547044919291937,0.4804804804804805,0.16235174298782928,0.18291018291018296
6,2639,641,23.83478590375142,22.620904836193446,0.5515613693852595,0.5246753246753246,0.48596468623456623,0.49865951742627346,0.06559668315069322,0.02601580724905117
7,2654,626,23.62471740768651,23.482428115015974,0.47380453191977856,0.4733178654292343,0.4941295496955243,0.4826086956521739,-0.020325017775745746,-0.009290830222939583
8,2661,619,23.900789177001126,22.294022617124394,0.6771228320344844,0.6140350877192983,0.5164080876778984,0.4161490683229814,0.16071474435658606,0.1978860193963169
9,2651,629,23.802338740098076,22.73449920508744,0.4724972904583738,0.5040650406504065,0.46958700498970973,0.5027932960893855,0.0029102854686640645,0.001271744561020971
10,2638,642,23.692191053828658,23.20872274143302,0.5353367787679559,0.4915254237288136,0.5572369739853767,0.5297297297297298,-0.021900195217420815,-0.03820430600091618
11,2677,603,23.870003735524843,22.388059701492537,0.42716788522504384,0.4177545691906005,0.43864810197554915,0.4827586206896552,-0.011480216750505312,-0.0650040514990547
12,2639,641,23.5695339143615,23.712948517940717,0.6081331549921474,0.5538461538461539,0.5374403852784431,0.5346062052505967,0.0706927697137043,0.01923994859555722
13,2693,587,23.57965094689937,23.679727427597953,0.6031782497640543,0.5368421052631579,0.534564873013897,0.5136612021857924,0.06861337675015733,0.023180903077365533
14,2642,638,24.186222558667676,21.15987460815047,0.5844171056618477,0.5504587155963303,0.5079238379166664,0.5074626865671642,0.07649326774518128,0.042996029029166105
15,2668,612,24.10044977511244,21.405228758169933,0.5821822229431547,0.5434782608695652,0.5655461052031832,0.56875,0.016636117739971534,-0.02527173913043479
