rank,type,feature,mean,std
1,real,pair_TriangleCount,0.1429937916687964,0.0467091147976487
2,real,pair_Degree,0.0851032475021527,0.0342846130084622
3,real,pair_LocalClustCoeff,0.0305711005582984,0.0238715742635187
4,real,pair_AvgNeighborDegree,0.0186181547179556,0.028701825434526
5,NOISE,rand_0,0.0019452745860081,0.0059213037086465
6,NOISE,rand_1,5.074811303291144e-05,0.0046308232690999
7,NOISE,rand_3,-0.0010637920935821,0.0055373136368118
8,NOISE,rand_2,-0.001944175149655,0.0052571135433993
