split_index,seed_index,noise_seed,n_train,n_test,rand_pr_auc,pair_pr_auc,hyper_pr_auc,rand__rand_0,rand__rand_1,rand__rand_2,rand__rand_3,pair__pair_Degree,pair__pair_LocalClustCoeff,pair__pair_TriangleCount,pair__pair_AvgNeighborDegree,pair__rand_0,pair__rand_1,pair__rand_2,pair__rand_3,hyper__base_Degree,hyper__base_LocalClustCoeff,hyper__base_TriangleCount,hyper__base_UniquePartners,hyper__base_AvgNeighbourDegree,hyper__stoich_WeightedTriangles,hyper__stoich_AvgNeighbourDegreeStoich,hyper__stoich_RangeComplexSize,hyper__stoich_MedComplexSize,hyper__stoich_MedianRatio,hyper__stoich_RangeRatio,hyper__protein_MedianUniqueRatio,hyper__protein_RangeUniqueRatio,hyper__protein_MedComplexNodes,hyper__protein_RangeComplexNodes,hyper__rand_0,hyper__rand_1,hyper__rand_2,hyper__rand_3
1,0,1042,2644,667,0.23816115466060375,0.5553104358388437,0.6981566208687794,0.003564989730242785,-0.015628956350600572,-0.009201753392072205,-0.012793680893555846,0.11169308655930492,0.0468080299838053,0.16114995535928206,0.010409685176254523,-0.008191700782950773,-0.005520529273139752,-0.004020503254682606,-0.0007053628347309604,0.0017233341380276546,0.006136359133479419,0.0805447358618737,0.04935043441955632,0.06233770272740239,0.1231816329182871,0.019046636687580176,-0.0006400569926376165,0.0007628236269975885,0.01515084194471531,0.0013236701990461675,0.043726084899365004,0.012117605128894548,0.011890121902575657,0.009703571427883839,-0.0016042287658894038,0.00010857528806519356,0.0004980843965773252,-0.00043307998893854505
1,1,1043,2644,667,0.2819083833054349,0.5595812037192305,0.7000507385233307,0.016351865148662076,0.04019716117632015,-0.0007250620791382168,-0.0026371682780695015,0.11544130934912109,0.04991393084007617,0.16876731436870487,-0.012635771028198762,-0.004533668096151966,-0.003559541946969347,-0.00043105934528986367,-0.0006050938921375426,-0.00039721664852577777,0.006079487287896912,0.0984491138226286,0.019249200429727276,0.052601593496011664,0.09118312437259413,0.01625868096178612,-0.0009970552009563537,0.00550418785257456,0.006908001548113196,0.00030911102004845816,0.019847821719539683,0.00273607331974155,0.009825620023321945,0.005353550093529724,-0.0002715157776087995,0.0015528040495544238,-0.00038693677373919934,4.301330758621491e-05
1,2,1044,2644,667,0.27055475942679097,0.5683794305042297,0.6999609214267115,0.01881900958675437,-0.018668449867925808,0.007188305110619242,0.01209910243410373,0.10710578100442565,0.05719592712607482,0.15473626321711062,0.00584179608649007,0.004069747236434562,0.0008946787627711617,0.002077313768140121,0.001772963785217363,0.001485783327360879,0.0074552456378101815,0.08546191160594448,0.03310199617909759,0.06979732667701566,0.11483072825882885,0.018208355784691155,0.0018032731059593576,0.008524637814514879,0.014106501477882805,0.0011880509453499055,0.022593053915060203,0.0017451704307799853,0.019515480596059176,0.01061068786934637,0.0004265694697372591,-0.00030022034860671676,0.0010031322542686572,-0.0006779506148243075
2,0,2042,2673,638,0.2619217633402998,0.48599198384900494,0.5956101251543234,-0.005030101959351441,0.004934807316111428,-0.0024512647960619194,0.0058938695580617985,0.07650571464706314,0.033412759025096266,0.1200538605768308,-0.0006174338590516526,0.0059962885947796255,0.004974907830424891,0.004750670715982413,-0.0023119864617224817,0.0008314615941086512,0.004915355968220914,0.057015123619940766,0.012021549823927913,0.021380039178387288,0.01141709757089009,0.00971374225673095,-0.004005375141604328,0.008757154877498174,0.004915367144072857,-0.0013113699548603086,0.009751451532736988,0.007557399569038903,0.01356649766424357,0.010542598105872991,0.003028839072599454,-0.00043793527468822814,-0.0009603548419531372,-0.003405308813664998
2,1,2043,2673,638,0.2885853918299114,0.4833992339033207,0.5949538060001283,0.010789249132685414,0.02841056039159352,0.011102551850757291,0.0241605389358955,0.08017956316317887,0.041571057491566095,0.12620896805044388,-0.0002848178338102303,0.004620538775725385,0.0022929426272743194,-0.003828597692372082,0.0030007279424642376,0.00024099830245609687,0.006841267196953072,0.06589011356131687,0.01868440160524091,0.038037393893159174,0.024501588433657705,0.011342861407022875,0.0009505276367796189,0.008169825041325341,-0.0056635075318651525,0.0010087855833532887,0.02023534280132181,0.024177449673501928,0.01920369264448237,0.016002873808995944,-0.0039205860071995224,0.0006626948166717162,-0.001783504161722238,-0.00038963875113728896
2,2,2044,2673,638,0.25350710239539687,0.4624716464752226,0.5975987394325203,0.013722060065477612,-0.004753642901239055,-0.00281699636072468,-0.020525653507118956,0.07806735400129407,0.02233485347768218,0.10519832345456281,-0.009695610208870043,0.0007894166875780706,-0.003370664530371359,-0.006186345032579426,-0.00762910987394771,-0.0003516950250160633,0.006117856578954584,0.04616780288587256,0.015591427532623613,0.03905439823352175,0.015979767556765345,0.011322442659733912,-0.002932708958693553,0.010220679736573124,-0.0005001060121331391,0.0006782881286276687,0.01705485047823844,0.022881180532369094,0.01736442555178732,0.010223052535554967,0.0032539344640330594,-0.0016642499670061373,0.00046316522744588307,-0.0035418449481361635
3,0,3042,2729,582,0.23219051018610803,0.5437091823909833,0.6099066093728667,-0.016961114605757346,-0.00826556927404557,-0.007026316116347705,-0.0019325948668054039,0.10799370290475978,0.007501394249607362,0.14180235735963156,0.008318128702055793,-0.004185002222859025,-0.005081718910188849,-0.01183996459196206,-0.007653332052597217,0.0011771320213096125,0.005160749737829917,0.08159488586451187,0.040924987721103256,0.023603871314303426,0.060539096853848506,0.0014572146862440126,0.004458543556084105,-0.015570408115571078,0.000189301548513654,0.004063857083036049,0.016661034095540938,0.019727221142406694,0.018524055207257716,0.011927972056523318,0.0017998419999391778,-0.0028741328915008026,-0.001325765908054255,0.0004957409960702708
3,1,3043,2729,582,0.2617854621982868,0.5581755043938607,0.5979747762591108,0.010455179849942695,-0.01819916691552208,0.010363142888913015,0.01109801880377273,0.11694697149246178,0.012212015433691503,0.1671719759607321,0.020037143070861064,0.00199373912505586,-0.003748195120604203,0.0012593480761641795,-0.0011560090015154457,0.001866836222723267,0.0018632498068478442,0.1036078292055909,0.04491558679991534,0.016452085067089218,0.039611838725772154,0.0002634107902787064,0.0005060744620157709,-0.006300477471402066,0.002023878240903365,0.003507770694660195,0.018894787453334384,0.020675974767625248,0.023257567053738624,0.03251773423056296,-0.0010943566366458323,-0.00025661026564464116,0.002092414657617281,0.0038369364389003735
3,2,3044,2729,582,0.26286826635917154,0.5704376423590514,0.5770114988953945,0.00271395073770197,0.025814140206694793,0.009767531381729488,-0.0007069399626463107,0.10948036128794145,0.022730706493936725,0.17358257852552436,0.03603871844049948,-0.0012300383991048491,0.002064692998644935,0.002249607459050973,0.0014163027248275783,0.007188817093715771,0.0013391255420680316,0.07287412035375807,0.035576959683120954,-0.002164911383111823,0.044568058393513035,-0.015663320488843512,0.001566644464530298,-0.008969962062156434,0.008250762347583474,0.0021956207482360266,0.006371051671876071,0.009900066944897678,0.009487854884955293,0.010272083642040153,0.0008451080075205563,0.005214376429006851,-0.0024359830163601438,-0.00036640923501464196
4,0,4042,2646,665,0.2164225502794358,0.5402280089930128,0.6455312527558907,0.009964192770574292,0.008243251696388426,-0.006894986699759317,0.006911787399634733,0.11072411178639316,0.05351785828046536,0.1782042694880832,0.03156424808100881,0.006114128693983789,0.006496209263879382,0.0011213875193484824,0.0003616315545656223,-0.00315570386828008,0.0032164982526928453,0.05840141189523691,0.008933811674957604,0.050274662366283585,0.030547179439938267,0.02264721369608542,0.0015236513456285627,0.010635757083327025,0.018231053889860526,0.004040553727324136,0.01731447322698835,0.022720751295837248,0.034954301641940855,0.01873617222049636,0.005789503355854741,0.001554995027951911,0.002071333585325652,-0.000701418784093144
