split_index,seed_accepted,train_n,test_n,train_pct,test_pct,train_n_positive,test_n_positive,train_n_negative,test_n_negative,train_pos_rate_pct,test_pos_rate_pct
1,42,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
2,43,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
3,44,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
4,45,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
5,46,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
6,47,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
7,48,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
8,49,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
9,50,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
10,51,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
11,52,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
12,53,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
13,54,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
14,55,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
15,56,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
16,57,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
17,58,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
18,59,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
19,60,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
20,61,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
21,62,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
22,63,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
23,64,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
24,65,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
25,66,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
26,67,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
27,68,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
28,69,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
29,70,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
30,71,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
31,72,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
32,73,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
33,74,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
34,75,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
35,76,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
36,77,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
37,78,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
38,79,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
39,80,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
40,81,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
41,82,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
42,83,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
43,84,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
44,85,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
45,86,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
46,87,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
47,88,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
48,89,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
49,90,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
50,91,2711,677,80.0177095631641,19.982290436835893,165,41,2546,636,6.086315012910365,6.056129985228951
