feature,mean,std,median,min,max,n_splits,rank
stoich_MedianRatio,0.09154480815464508,0.036589146609094424,0.08641284159774718,0.0206452647061734,0.14411996121845289,15,1
base_ComponentEdgeNodeRatio,0.09096507854415292,0.03542655811559812,0.09315351104913562,0.008276685125962349,0.17031898345134794,15,2
base_BetweennessCentrality,0.06948935136462223,0.03581488459387629,0.07195259316047736,-0.0036636592819038554,0.13959206505528116,15,3
stoich_RangeComplexSize,0.039157180828095606,0.04245886560420454,0.02579923191754157,-0.0006273373702689155,0.1494012301687448,15,4
base_EigenvectorCentrality,0.03443969461965045,0.024344799417893113,0.03452437320652395,0.0007169824525465829,0.10679913209972114,15,5
stoich_MedComplexSize,0.031240024423635996,0.022223471195440977,0.025836389944302846,-5.084772583789921e-05,0.08722145632204933,15,6
stoich_RangeRatio,0.030824607061093565,0.032743076355165344,0.023622176714124643,-0.010424744655733759,0.11103158142806366,15,7
base_ComponentSize,0.028322892270873694,0.03270988381099039,0.023105623877706642,-0.010334597304204423,0.11747180615845335,15,8
stoich_AvgNeighbourDegreeStoich,0.02559343016657351,0.031900244267793657,0.02901674793466153,-0.037640964191733774,0.08250978104313547,15,9
protein_RangeUniqueRatio,0.011582705011158576,0.015115919112903407,0.010173521458023157,-0.018503253056517156,0.04542311514395881,15,10
protein_MedianUniqueRatio,0.011260931384112742,0.022682207164192423,0.008720801362859798,-0.01732397957306318,0.064201889935369,15,11
protein_MedComplexNodes,0.0105535199607128,0.017809319810552202,0.0030436619158681648,-0.012668820669109803,0.04679693746243739,15,12
stoich_WeightedTriangles,0.00910045754043087,0.02323505141289721,0.006809533107943919,-0.024058838915050382,0.055381754938257546,15,13
base_AvgNeighbourDegree,0.006636627989237381,0.014378284098667463,0.008067778795827119,-0.02484449796722866,0.032385026740712516,15,14
base_UniquePartners,0.0063713951376377816,0.010652442943486488,0.006610787944967819,-0.011153734113369446,0.023755508603672627,15,15
base_LocalClustCoeff,-0.0008059945801067375,0.008702514429226557,-0.0006624558360051325,-0.017819050948737137,0.013963591281296395,15,16
base_Degree,-0.0008953614894444002,0.007194982200026601,-0.00023372256753793064,-0.01878578878900935,0.012679034056437343,15,17
protein_RangeComplexNodes,-0.001423881990958559,0.0024959124169124324,-0.00023970406467051507,-0.007928648023878623,0.0005245116608776579,15,18
base_KatzCentrality,-0.002415482381015949,0.02188568951423921,-0.0028367217342230855,-0.030167027391342267,0.04434897519194072,15,19
base_TriangleCount,-0.00549523054220572,0.010458411521460275,-0.003939731097686247,-0.029603088928848977,0.009822177278108486,15,20
