comparison,splits_file,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,ess_protein_splits.csv,50,LightGBM,0.030510951216164574,0.0367136019082614,0.831053060182006,41,9,0,2.8070500466270687e-06,5.614100093254137e-06
hb_graph_vs_hypergraph,ess_protein_splits.csv,50,LightGBM,-0.0019717764923900525,0.007901429589004331,-0.24954680291449874,21,29,0,0.8986806244677297,0.3222363203575469
hypergraph_vs_pairwise,ess_protein_splits.csv,50,LightGBM,0.03248272770855463,0.03810685898562718,0.8524115755855445,43,7,0,1.049338713698944e-07,2.098677427397888e-07
hyper_flag_vs_hypergraph,ess_protein_splits.csv,50,LightGBM,0.00038018968434469947,0.004660187554210871,0.08158248566651918,28,22,0,0.23994383084916393,0.47988766169832786
hb_graph_vs_hyper_flag,ess_protein_splits.csv,50,LightGBM,-0.0023519661767347523,0.007269799087364014,-0.3235256089570367,21,29,0,0.8986806244677297,0.3222363203575469
