split_index,seed_index,noise_seed,n_train,n_test,pair_pr_auc,pair__pair_Degree,pair__pair_LocalClustCoeff,pair__pair_TriangleCount,pair__pair_AvgNeighborDegree,pair__rand_0,pair__rand_1,pair__rand_2,pair__rand_3,pair__rand_4,hyper_pr_auc,hyper__base_Degree,hyper__base_LocalClustCoeff,hyper__base_TriangleCount,hyper__base_UniquePartners,hyper__base_AvgNeighbourDegree,hyper__stoich_WeightedTriangles,hyper__stoich_AvgNeighbourDegreeStoich,hyper__stoich_RangeComplexSize,hyper__stoich_MedComplexSize,hyper__stoich_MedianRatio,hyper__stoich_RangeRatio,hyper__protein_RangeUniqueRatio,hyper__protein_MedComplexNodes,hyper__protein_RangeComplexNodes,hyper__rand_0,hyper__rand_1,hyper__rand_2,hyper__rand_3,hyper__rand_4
1,0,1042,2612,694,0.5216397421494281,0.07659457108502395,0.024076271619998486,0.16288679280494983,0.026022305814817265,-0.0021716839319051552,0.0018769286560260002,-0.0004085547766101816,-0.004873370525521159,-0.0006947811766243484,0.4807315383365307,0.0005808958087848038,-0.0077317507646578795,0.026949967047254785,0.01936657982850406,0.007789674824651871,-0.005363032197949496,0.003544981686315757,0.005973725609795177,-0.0048549352010073986,-0.008212259265779304,0.013776479299512645,-0.006068157555350706,0.02899540318531129,-0.008660589022491977,0.00029646152814815084,0.0036212336812961542,0.001870464814301226,-0.0005001615096992928,-0.0003147198026146436
1,1,1043,2612,694,0.5317393060098983,0.09321676237684498,0.032626918755970236,0.18049949308141594,0.030466606781001625,0.004584888256753838,0.009072898334420631,-0.005886413191030115,-0.0005883422406296468,0.002705657509009518,0.4851113800462141,0.0024445028433897455,-0.009929219053341914,0.024359466489065784,0.020709572738397318,0.008769165752325359,0.004894575352390684,0.0045540416297695,0.0052570315135975435,0.005283738502858609,-0.006848963781736833,0.005425654816037778,-0.0035967349208077316,0.0294709524612922,-0.0063147485268925715,0.002942474801013767,0.0043310328233288455,-0.0040287366187913235,-0.0021899064613788268,0.0012721805715457057
1,2,1044,2612,694,0.53428521155506,0.08340718100237494,0.016814237376108314,0.18418644119495883,0.04974467816006204,-0.003486568197605844,-0.00435568383383963,-0.00019221524079520157,0.0012548874322299564,-0.001783034554205587,0.4946221804597203,0.00414829075942994,-0.004422516231384899,0.0436761278911612,0.028590297804067882,0.02237788827562693,0.0177932381913117,0.00904429032329836,0.008619452342134964,0.010800259002609036,0.0001322624241609449,0.010867225772991956,0.0010888683246454921,0.038208198097156365,-0.002113357183143899,0.004571033532690738,0.004027493126238113,0.0059648948486688,0.0005172838654450118,0.005223319013969774
1,3,1045,2612,694,0.514267795379143,0.09747596768820588,0.022221780663849146,0.18675951908045338,0.049385968423366254,0.001832175381132639,0.0014324170575516048,-0.013179754181665082,0.0007645554695342894,-0.00984700212279076,0.4719689564279423,-0.0009673069758447062,-0.006470620425753632,0.023018655813108933,0.023437312451118925,0.012284725275886721,0.001701200619918003,0.002294728554542341,0.0027334527073016755,0.0009847833004243522,-0.006111691424965732,0.011365075235561734,-0.009806299951281638,0.028330431971839494,-0.007761037916016389,-0.0010069115608680012,-0.0028237685429305047,-0.00031329294254444083,0.0003926142984319869,-0.004849958558343581
1,4,1046,2612,694,0.5149007386964822,0.04987314653089416,0.017360817712064863,0.20055543647063914,0.050573195273439286,0.003558473464171186,-0.0038701400821545716,-0.00784835809728559,0.002518976933181527,0.008218560660420104,0.4725980978074318,0.0015119224476428327,-0.008784048512787135,0.024133608775274762,0.023013846465893058,0.007836186734516387,-0.0041394949794753,0.0008954264651299338,0.008559052272519796,0.00042718479382056196,-0.005456208403589541,0.004290054629786632,-0.0010092921335605354,0.03533590428508186,-0.0012542433439665436,-0.0013445886937435148,0.0007561828790454029,-0.0008383971107350008,-0.001779823490610194,-0.0019851798758501516
1,5,1047,2612,694,0.5294239555886373,0.10089124868696042,0.04183543760086583,0.17144614718019313,0.061646202056381286,0.007882005650550139,-0.00034530109297760126,0.0018635999083132515,0.002772331168999187,0.0018216394707009976,0.4770580943829454,-0.0012726848526868728,-0.006462373823272749,0.018706420783897303,0.023161195646078235,0.005903173946313539,-0.007324626819659596,0.0023764259211418006,0.007942721888089515,0.0018898890381802758,-0.01536561285044662,0.007190388414314353,-0.00637939615545135,0.029275195609329695,-0.005117278708532747,0.0008403133695971509,-0.0009172326049402102,-0.0021054239592110447,-0.0010379958264235601,-0.001143738595196686
1,6,1048,2612,694,0.5217078947156858,0.09369201792633135,0.02197824519624892,0.18561972900535556,0.04330213945611018,0.007396202208921588,0.0011378532382631868,0.0062867532583882665,-0.007048760022468625,-0.0033710527280809365,0.4750784556889046,0.0007396663987707553,-0.008882874673160174,0.022173230010497886,0.025937601346606526,0.004941201690026919,0.00605474100047923,0.002677955026216883,0.0005502382100362024,-0.0025261525353726276,-0.0015457660140892559,0.002035559611695564,-0.0024862025106110073,0.025654183970792437,-0.010925061084717035,0.00015252562220798293,-0.0009044415778897141,0.000990817034722563,-0.004833462027714175,0.00042394618299163576
1,7,1049,2612,694,0.5337780152250229,0.09017695094992531,0.026072005695271426,0.16494299232861603,0.04223684283100333,-0.003980803811237499,-0.001738074862595318,0.006902378229393702,-0.0049497842049569755,-0.001837503968907994,0.4845026287857159,-1.4004912111403867e-05,-0.0056033499261147705,0.03248903724951588,0.02884393431492984,0.018791607193819664,0.007552209577292518,0.010055304917201585,0.011084061707968284,0.010749997806913474,0.0008643056764526147,0.013004135026175378,0.001281134273834017,0.046460254313891766,-0.008246200603620035,0.0013376665435279212,0.002840335290771273,0.0006726656487181959,-0.006700467321196324,-0.0013086528856763868
1,8,1050,2612,694,0.518946880294742,0.11442883784600669,0.017187833754415505,0.16098959536270824,0.031734961069099864,-0.0029363883491508092,-0.00020011405434731123,-0.004750299021714266,-0.004676219095655543,0.003837225917528142,0.4791023406350367,-0.002552345322496008,-0.0023063166544963045,0.024311077705043437,0.02458343310953216,0.013365753757225434,-0.0064596013355775585,-0.002936362851084856,0.0027870723743755265,0.0028857723555641866,-0.006821243772308189,0.010283972535417319,-0.0029134197656002225,0.04165272517672871,-0.0073278843850514645,-0.0017357554537964447,0.0008959871048469347,-0.001735995170336252,0.001399501759140609,0.0027381810792529936
1,9,1051,2612,694,0.5186553778981826,0.08464714557112626,0.023003620714037266,0.16788251527211612,0.04480165344075743,0.014589092278222082,0.003096009203367589,-0.004881521514336662,-0.002537775726189584,-0.000371715094999725,0.4860549245806924,-0.0014308015614901525,-0.00784781552628186,0.034519502835469416,0.027349815423384514,0.014219268796354712,-0.0019458087800291123,0.0067326121924262015,0.006919436767431569,0.005596196509031748,-0.005672413543321142,0.013137317883399391,-0.007506652611542647,0.02919171017362243,-0.005940234951931589,0.006079707391107492,0.002277146303185823,-0.002309452956398672,0.0004384723453093542,0.0031248726473896483
