comparison,splits_file,n_splits,model,mean_diff,std_diff,cohens_dz,wins,losses,ties,p_greater,p_two_sided
hb_graph_vs_pairwise,chembl_protein_splits_randprot.csv,50,RandomForest,0.08929443562229915,0.050220647193703435,1.7780423115195279,49,1,0,4.529709940470639e-14,9.059419880941277e-14
hb_graph_vs_hypergraph,chembl_protein_splits_randprot.csv,50,RandomForest,0.04988171840627818,0.0399123976971538,1.2497800504186523,45,5,0,2.104926011270436e-09,4.209852022540872e-09
hypergraph_vs_pairwise,chembl_protein_splits_randprot.csv,50,RandomForest,0.03941271721602097,0.04520721301916652,0.8718236445876711,38,12,0,0.00015293200080179759,0.00030586400160359517
hyper_flag_vs_hypergraph,chembl_protein_splits_randprot.csv,50,RandomForest,0.01603631276130732,0.029985695786802286,0.5347987545570125,33,17,0,0.016419568782134242,0.032839137564268484
hb_graph_vs_hyper_flag,chembl_protein_splits_randprot.csv,50,RandomForest,0.03384540564497087,0.0394098237644038,0.8588063181226685,44,6,0,1.6218702825199216e-08,3.243740565039843e-08
