task,model,contrast,contrast_label,n_splits_group,mean_delta_group,sd_delta_group,dz_group,n_pos_group,n_neg_group,p_sign_group,n_splits_random,mean_delta_random,sd_delta_random,dz_random,n_pos_random,n_neg_random,p_sign_random,delta_inflation,dz_inflation,sd_ratio,ci_delta_lo,ci_delta_hi,ci_dz_lo,ci_dz_hi
ess,RandomForest,H2,HB-graph - hypergraph,50,0.010783018319999994,0.03418407421446946,0.3154398230107911,34,16,0.015346677832630107,50,0.015486008232687214,0.01404312567950213,1.1027465384925785,45,5,4.209852022540872e-09,0.00470298991268722,0.7873067154817874,2.4342211979463952,-0.005512176993408918,0.015078176939854226,0.26002308377483296,1.4211115232643807
ess,RandomForest,H3,HB-graph - pairwise,50,0.027445047639999994,0.052805401543347674,0.519739398581611,37,13,0.000936222910851825,50,0.03439341611287374,0.017665347624513196,1.9469425025719822,49,1,9.059419880941277e-14,0.006948368472873747,1.4272031039903712,2.989208175562457,-0.0076660626497314175,0.023095356296775022,0.8784695668436742,2.0280453148542055
ess,XGBoost,H1,Hypergraph - pairwise,50,0.019945956619999997,0.05758776219313033,0.3463575568904353,35,15,0.006600447966810918,50,0.02549308400146333,0.026276794383864162,0.9701748101023279,42,8,1.163555804595262e-06,0.005547127381463332,0.6238172532118926,2.1915824796533534,-0.011888079844631578,0.023004251270247515,0.16560498753174047,1.1074656291856602
ess,XGBoost,H2,HB-graph - hypergraph,50,0.01662465918,0.03552009206286683,0.4680353629313826,36,14,0.0026021714567221466,50,0.007638652578777077,0.022054766877137557,0.34634927774709184,32,18,0.06490864707227217,-0.008986006601222923,-0.12168608518429075,1.6105403544159753,-0.020496207831816316,0.0027032838071308356,-0.5663982932647427,0.302288102293735
ess,XGBoost,H3,HB-graph - pairwise,50,0.036570615800000005,0.051996349880682906,0.7033304430776266,38,12,0.00030586400160359517,50,0.033131736580240406,0.022988711905040277,1.4412176165893082,47,3,3.708322537931963e-11,-0.0034388792197595983,0.7378871735116816,2.26182093609528,-0.018981713783146906,0.01258371919849032,0.18763112087089695,1.3225518943559478
ess,LightGBM,H1,Hypergraph - pairwise,50,0.006211426820000011,0.06731398050926235,0.09227543480578042,27,23,0.6718110337653656,50,0.01278306641766313,0.034508883790303625,0.370428278565618,33,17,0.032839137564268484,0.006571639597663119,0.27815284375983756,1.9506275809528317,-0.01390398195139073,0.0276717450417678,-0.13127265758512593,0.7006726227232284
ess,LightGBM,H2,HB-graph - hypergraph,50,0.024806514819999986,0.048712537348449804,0.5092429212330778,35,15,0.006600447966810918,50,-0.0018470937250465692,0.036625182109867496,-0.05043234241145052,31,19,0.11892045255943628,-0.026653608545046555,-0.5596752636445284,1.3300285361673534,-0.04336465270043836,-0.010172840350313203,-0.9536281450865,-0.16824198032854124
ess,LightGBM,H3,HB-graph - pairwise,50,0.031017941639999994,0.06193367351062733,0.5008251550697629,39,11,9.021490107130603e-05,50,0.010935972692616562,0.024488620525443486,0.44657365167850804,33,17,0.032839137564268484,-0.020081968947383434,-0.05425150339125484,2.5290797187321647,-0.03827212383267134,-0.0018929676930357834,-0.539822088444266,0.38200380027228054
ess,TabPFN,H1,Hypergraph - pairwise,50,0.05403517796,0.05139393513708042,1.0513921110705908,42,8,1.163555804595262e-06,50,0.03322402952791471,0.017651109771137305,1.8822629261669364,47,3,3.708322537931963e-11,-0.020811148432085293,0.8308708150963455,2.911654610018834,-0.036218841575517496,-0.00640355337086036,0.3477383176850189,1.4404955967242399
ess,TabPFN,H2,HB-graph - hypergraph,50,0.006187615379999998,0.018194371775256436,0.34008403568046736,33,17,0.032839137564268484,50,0.021034907863280657,0.009693004601162812,2.170112233389142,49,1,9.059419880941277e-14,0.01484729248328066,1.8300281977086745,1.8770621209726617,0.009296843422919338,0.020465845274104635,1.2452246396839366,2.6836205414288306
ess,TabPFN,H3,HB-graph - pairwise,50,0.06022279334,0.055023570951881505,1.0944908209004691,46,4,4.461782054931973e-10,50,0.054258937391195375,0.019873067259265464,2.730274933573634,50,0,1.7763568394002505e-15,-0.005963855948804622,1.635784112673165,2.768750803992159,-0.02214326233721554,0.009490180575726197,1.137498080208558,2.3450608092027125
hpa,LogisticRegression,H1,Hypergraph - pairwise,50,0.054053710100000006,0.03554868756177727,1.5205543103684014,46,4,4.461782054931973e-10,50,0.06427225331383123,0.025040062491129923,2.5667768735241268,50,0,1.7763568394002505e-15,0.01021854321383122,1.0462225631557254,1.419672477829074,-0.0018292707529307154,0.022233726524017543,0.43277450820859126,1.74106041420746
hpa,LogisticRegression,H2,HB-graph - hypergraph,50,0.014181050359999996,0.025864066210245944,0.5482916044493511,37,13,0.000936222910851825,50,0.019477940209088124,0.014793463048011405,1.3166585907487312,47,3,3.708322537931963e-11,0.005296889849088129,0.76836698629938,1.7483442603199453,-0.002870996269667835,0.013387478383312732,0.373628227397018,1.2165665039680207
hpa,LogisticRegression,H3,HB-graph - pairwise,50,0.06823476046,0.03899351474724928,1.7499002309047682,48,2,2.2666313270747196e-12,50,0.08375019352291936,0.031005893177777223,2.701105658937941,50,0,1.7763568394002505e-15,0.01551543306291936,0.951205428033173,1.2576162384251846,0.0017380744140419724,0.02938581127983909,0.25478990220342385,1.6938551115481717
hpa,RBF-SVM,H1,Hypergraph - pairwise,50,0.0500830767,0.08501269722424222,0.5891246641415621,42,8,1.163555804595262e-06,50,0.05755554429147608,0.04724183400078495,1.2183173136445076,45,5,4.209852022540872e-09,0.00747246759147608,0.6291926495029455,1.7995215262563617,-0.018252590306815746,0.03434385722595034,0.07637128868820645,1.1041303842695722
hpa,RBF-SVM,H2,HB-graph - hypergraph,50,0.006040973520000004,0.06738482769498398,0.08964886795206103,25,25,1.0,50,-0.0006390770758022224,0.03936877347731534,-0.01623309591218189,27,23,0.6718110337653656,-0.006680050595802226,-0.10588196386424292,1.711631370324802,-0.02860538739107668,0.014991614281081587,-0.5205658166381659,0.28583489437199855
hpa,RBF-SVM,H3,HB-graph - pairwise,50,0.05612405022,0.09880049615206596,0.5680543358164748,37,13,0.000936222910851825,50,0.05691646721567386,0.047937367392428196,1.187308989034386,43,7,2.098677427397888e-07,0.00079241699567386,0.6192546532179112,2.0610330004828694,-0.028916874770086733,0.031672672672305426,0.12994520784653427,1.1121372500250186
hpa,MLP,H1,Hypergraph - pairwise,50,0.12491722860000001,0.09546203813700571,1.3085539659306316,46,4,4.461782054931973e-10,50,0.16947362573816357,0.07581985224338976,2.2352144026096923,50,0,1.7763568394002505e-15,0.04455639713816356,0.9266604366790607,1.2590638904249305,0.011550451714284388,0.07880917713106411,0.14028486268300108,1.603960271181413
hpa,MLP,H2,HB-graph - hypergraph,50,-0.017391542080000003,0.07551895611208334,-0.23029372988402955,17,33,0.032839137564268484,50,-0.01748196290502218,0.07609728210092696,-0.22973176468820594,23,27,0.6718110337653656,-9.042082502217635e-05,0.0005619651958236049,0.9924001755006625,-0.030163627056270924,0.028929306172673412,-0.3788564264536384,0.4810891819464609
hpa,MLP,H3,HB-graph - pairwise,50,0.10752568652000001,0.09517688339320875,1.1297458236342335,45,5,4.209852022540872e-09,50,0.1519916628331414,0.07859853445022302,1.9337722248421658,48,2,2.2666313270747196e-12,0.04446597631314138,0.8040264012079323,1.21092440283966,0.010866915279491034,0.07915959838214011,-0.032707336498299065,1.5696795663989391
hpa,RandomForest,H1,Hypergraph - pairwise,50,0.06978492593999999,0.05586684967626001,1.249129427279203,45,5,4.209852022540872e-09,50,0.0649771131576729,0.0542268458250214,1.1982462223109998,45,5,4.209852022540872e-09,-0.004807812782327087,-0.05088320496820331,1.0302433937708741,-0.026244883999505565,0.01611959621956826,-0.5376605031727457,0.42005395789434724
hpa,RandomForest,H2,HB-graph - hypergraph,50,0.03478419443999999,0.041215975693789784,0.8439493146644372,39,11,9.021490107130603e-05,50,0.022024369297204333,0.02463078770923688,0.8941804686556937,43,7,2.098677427397888e-07,-0.01275982514279566,0.05023115399125644,1.6733519114507749,-0.026205831810565863,0.0004881442314107267,-0.3886517869345034,0.46587241065441587
hpa,RandomForest,H3,HB-graph - pairwise,50,0.10456912038,0.07020067200817312,1.4895743500550185,47,3,3.708322537931963e-11,50,0.08700148245487722,0.05759880137618879,1.5104738358469285,48,2,2.2666313270747196e-12,-0.01756763792512278,0.020899485791910033,1.2187870290855378,-0.04280823566078653,0.00729134171139144,-0.510386163533443,0.5545402912085039
hpa,XGBoost,H1,Hypergraph - pairwise,50,0.086605238,0.07378350627708753,1.1737750395699762,46,4,4.461782054931973e-10,50,0.07127667163758825,0.04989707198755252,1.4284740326119567,45,5,4.209852022540872e-09,-0.015328566362411755,0.2546989930419805,1.4787141477057772,-0.039928093633780824,0.009011249539089333,-0.19599692225906193,0.7409866759852505
hpa,XGBoost,H2,HB-graph - hypergraph,50,0.011451607740000003,0.04266445826030019,0.26841094922927605,34,16,0.015346677832630107,50,0.020669921850028503,0.035830478643290316,0.5768809860400566,37,13,0.000936222910851825,0.0092183141100285,0.3084700368107805,1.1907309049662842,-0.005902806024534211,0.02451741141895752,-0.1518943348619965,0.7945128258262664
hpa,XGBoost,H3,HB-graph - pairwise,50,0.09805684574,0.08798444842625602,1.1144792914418975,46,4,4.461782054931973e-10,50,0.09194659348761675,0.05825229886365198,1.5784199985451421,46,4,4.461782054931973e-10,-0.00611025225238325,0.46394070710324464,1.51040302516123,-0.035674300531208944,0.02220306840430077,0.03806070135525538,0.9584775196545292
hpa,LightGBM,H1,Hypergraph - pairwise,50,0.09331530510000001,0.09381244863823965,0.9947006655784381,42,8,1.163555804595262e-06,50,0.05189971464381313,0.044814016188631914,1.1581134443598176,41,9,5.614100093254137e-06,-0.04141559045618688,0.1634127787813795,2.0933729358994,-0.07014598152234812,-0.013407646447728539,-0.25099970794129517,0.6440407717598617
hpa,LightGBM,H2,HB-graph - hypergraph,50,0.020545335680000006,0.040452584265716414,0.507886852049949,36,14,0.0026021714567221466,50,0.03389277311860388,0.03127527220414313,1.0836923463807293,43,7,2.098677427397888e-07,0.013347437438603872,0.5758054943307803,1.2934366806360693,-0.0005193994025712001,0.02710995946778388,0.10899211394694085,1.0748696332549799
hpa,LightGBM,H3,HB-graph - pairwise,50,0.11386064078000001,0.10889891215052512,1.0455627015136437,46,4,4.461782054931973e-10,50,0.08579248776241702,0.050669443824854936,1.6931799776403533,49,1,9.059419880941277e-14,-0.02806815301758299,0.6476172761267096,2.1492028317292644,-0.0607531641012294,0.004781125631773347,0.2538029738218366,1.135375573790375
hpa,TabPFN,H1,Hypergraph - pairwise,50,0.10364725140000003,0.07652788121028915,1.3543724164424493,48,2,2.2666313270747196e-12,50,0.10825184706059884,0.049427003998416125,2.1901357214381787,50,0,1.7763568394002505e-15,0.004604595660598815,0.8357633049957294,1.5483010301968023,-0.02044008343515708,0.029116614987675364,0.29448283681377563,1.5401926481740542
hpa,TabPFN,H2,HB-graph - hypergraph,50,0.03403027696000001,0.049660290534838177,0.6852613344282944,41,9,5.614100093254137e-06,50,0.04232999068108379,0.03244907413956333,1.304505345792693,45,5,4.209852022540872e-09,0.008299713721083783,0.6192440113643985,1.5304070101121987,-0.007422470980597775,0.02428934445645318,0.09327729286824961,1.1331879673810585
hpa,TabPFN,H3,HB-graph - pairwise,50,0.13767752836,0.10402338156230213,1.3235248296320916,47,3,3.708322537931963e-11,50,0.15058183774168263,0.04819650148325816,3.124331291846768,50,0,1.7763568394002505e-15,0.012904309381682633,1.8008064622146762,2.1583181011268286,-0.019278219600206342,0.04362921800358709,1.2533924250583086,2.5524007757524356
chembl,LogisticRegression,H1,Hypergraph - pairwise,50,0.08105287142,0.04834201581579325,1.6766547702282655,48,2,2.2666313270747196e-12,50,0.07759574213805778,0.038001761311240986,2.0418985715565987,49,1,9.059419880941277e-14,-0.003457129281942223,0.36524380132833323,1.2720993487608059,-0.02086979762123792,0.012799930893986823,-0.23654940904252147,1.0585375243803898
chembl,LogisticRegression,H2,HB-graph - hypergraph,50,0.04964399534000001,0.03846766374531215,1.2905383510858484,45,5,4.209852022540872e-09,50,0.049623123502056644,0.033120100462626804,1.498278169719083,48,2,2.2666313270747196e-12,-2.0871837943366167e-05,0.20773981863323465,1.1614597542878715,-0.014052971152031779,0.01373481805853245,-0.2596064639420052,0.6910812434590137
chembl,LogisticRegression,H3,HB-graph - pairwise,50,0.13069686675999997,0.06991560155085781,1.869351959518346,49,1,9.059419880941277e-14,50,0.12721886564011442,0.052348718194399166,2.430219306758989,50,0,1.7763568394002505e-15,-0.0034780011198855543,0.5608673472406429,1.3355742788433385,-0.026997934026799605,0.020131469591693395,-0.06342782077281112,1.3025582462791705
chembl,RBF-SVM,H1,Hypergraph - pairwise,50,0.09553627282,0.06040593467162465,1.58157097211307,49,1,9.059419880941277e-14,50,0.06697338347079303,0.04027945798762316,1.6627180904810641,47,3,3.708322537931963e-11,-0.028562889349206977,0.08114711836799415,1.4996709908605483,-0.04890285802977913,-0.008901698539137606,-0.5019085233346094,0.6636526477798095
chembl,RBF-SVM,H2,HB-graph - hypergraph,50,0.0039448612599999955,0.04758535314755455,0.0829007456930626,27,23,0.6718110337653656,50,0.0037704222828661995,0.029725185828344613,0.12684268164510154,30,20,0.20263875106454066,-0.00017443897713379604,0.043941935952038935,1.60084291557832,-0.015541541286014362,0.015279996103659611,-0.3419370366293067,0.4421587879524824
chembl,RBF-SVM,H3,HB-graph - pairwise,50,0.09948113407999998,0.0706757122551582,1.4075717230955735,47,3,3.708322537931963e-11,50,0.07074380575365924,0.04448446189050637,1.5903037318465796,48,2,2.2666313270747196e-12,-0.02873732832634074,0.18273200875100604,1.588773006384088,-0.051988017626520895,-0.005760545214765292,-0.349653877665202,0.7871622670092785
chembl,MLP,H1,Hypergraph - pairwise,50,0.09358863137999998,0.05735813173498869,1.631654109872455,49,1,9.059419880941277e-14,50,0.10372802275172355,0.04874396229170377,2.1280178687767055,49,1,9.059419880941277e-14,0.010139391371723566,0.49636375890425044,1.1767227988511524,-0.01074403526259896,0.03066099644444736,-0.10239073313145966,1.3865729576754322
chembl,MLP,H2,HB-graph - hypergraph,50,0.04167956149999999,0.07205183548563593,0.5784663391164979,34,16,0.015346677832630107,50,0.019711707388928995,0.06173589484274094,0.31929086699302534,29,21,0.3222363203575469,-0.021967854111070995,-0.2591754721234726,1.1670979366083971,-0.0484220627342791,0.0035654425435067325,-0.6841299752386777,0.13140066892001276
chembl,MLP,H3,HB-graph - pairwise,50,0.13526819288,0.0860111373448594,1.5726822950572752,49,1,9.059419880941277e-14,50,0.12343973014065254,0.05420152998334311,2.277421507816981,50,0,1.7763568394002505e-15,-0.011828462739347456,0.7047392127597056,1.5868765581209947,-0.04012091061322242,0.016390614586073292,0.2203951582703442,1.2574101564156086
chembl,RandomForest,H1,Hypergraph - pairwise,50,0.03484148378,0.05921351057054659,0.5884042922685707,38,12,0.00030586400160359517,50,0.03822119978737585,0.051336991644514635,0.7445157685132839,40,10,2.3861331676755526e-05,0.003379716007375848,0.15611147624471322,1.1534277462258264,-0.01832239919505597,0.02505439468375942,-0.31283776434807514,0.6601491805339236
chembl,RandomForest,H2,HB-graph - hypergraph,50,0.07043431569999999,0.04628797261384169,1.521654799781352,47,3,3.708322537931963e-11,50,0.06042360160212341,0.03931712769320731,1.5368264455534628,46,4,4.461782054931973e-10,-0.010010714097876579,0.01517164577211072,1.1772979189891002,-0.02687870465322722,0.0064041354114950716,-0.6675427364422785,0.7209280938397781
chembl,RandomForest,H3,HB-graph - pairwise,50,0.10527579948,0.07047592419330267,1.4937838798856697,47,3,3.708322537931963e-11,50,0.09864480138949927,0.05365673608059125,1.8384420782012705,47,3,3.708322537931963e-11,-0.006630998090500731,0.34465819831560074,1.31345902381109,-0.03145148511711336,0.017615861864125667,-0.23907434975416578,0.9938037030852996
chembl,XGBoost,H1,Hypergraph - pairwise,50,0.06322412904000001,0.058378592694779866,1.0830019382370863,43,7,2.098677427397888e-07,50,0.04096859304117317,0.04544859613091582,0.901427030290707,37,13,0.000936222910851825,-0.02225553599882684,-0.18157490794637932,1.2844971608500044,-0.04226584014508819,-0.0022110423480345156,-0.6119498162316592,0.24579471762344693
chembl,XGBoost,H2,HB-graph - hypergraph,50,0.025122498540000007,0.048614283725403634,0.5167719570220084,37,13,0.000936222910851825,50,0.04694675596188519,0.036209346404913564,1.296536961393884,44,6,3.243740565039843e-08,0.021824257421885183,0.7797650043718756,1.3425893740740578,0.00554367626113247,0.0380577430513302,0.33739822529731206,1.3138297287161196
chembl,XGBoost,H3,HB-graph - pairwise,50,0.08834662758,0.06706702658808592,1.3172885704715929,45,5,4.209852022540872e-09,50,0.08791534900305836,0.048821101415081815,1.800765375110926,49,1,9.059419880941277e-14,-0.0004312785769416405,0.4834768046393332,1.373730306038683,-0.023179665667186627,0.02176850950803603,-0.10652530697903442,1.0595582661741962
chembl,LightGBM,H1,Hypergraph - pairwise,50,0.02654250900000001,0.06469164888242362,0.41029266464116154,30,20,0.20263875106454066,50,0.024650396258359263,0.051576763319853315,0.47793608345467165,37,13,0.000936222910851825,-0.0018921127416407467,0.0676434188135101,1.2542789566153723,-0.024410059905863736,0.0212051930918893,-0.3522261764650214,0.5373233313269881
chembl,LightGBM,H2,HB-graph - hypergraph,50,0.03748976704,0.05250487919012426,0.7140244415046957,36,14,0.0026021714567221466,50,0.03533038365614309,0.04493501369099062,0.786255099399842,41,9,5.614100093254137e-06,-0.0021593833838569054,0.07223065789514627,1.1684625168068299,-0.02114247217380137,0.016854781777031546,-0.3729864212413503,0.6186623160154083
chembl,LightGBM,H3,HB-graph - pairwise,50,0.06403227604,0.06558434236083537,0.9763348039339005,40,10,2.3861331676755526e-05,50,0.05998077991450236,0.05933045993370324,1.010960979933845,41,9,5.614100093254137e-06,-0.004051496125497642,0.03462617599994455,1.105407617505752,-0.028625122938716687,0.019358400104290924,-0.48214712039594326,0.6252562845129485
chembl,TabPFN,H1,Hypergraph - pairwise,50,0.1227011151,0.055339057590962824,2.217260655339345,49,1,9.059419880941277e-14,50,0.10338175406112989,0.05624087807136946,1.8381959458374535,47,3,3.708322537931963e-11,-0.01931936103887011,-0.37906470950189153,0.9839650355518591,-0.04086579379659603,0.00232107283333576,-1.1810771666550108,0.3794523294202606
chembl,TabPFN,H2,HB-graph - hypergraph,50,0.03933830584,0.04732576851504046,0.8312238147278688,42,8,1.163555804595262e-06,50,0.045889563323245265,0.031927073693075014,1.4373244402038234,49,1,9.059419880941277e-14,0.006551257483245268,0.6061006254759547,1.4823083684398368,-0.009700572306256731,0.022006016427629282,0.11295804727528382,1.0741576066326721
chembl,TabPFN,H3,HB-graph - pairwise,50,0.16203942093999998,0.0787462202150541,2.0577422065144724,50,0,1.7763568394002505e-15,50,0.14927131738437516,0.06336825984947107,2.3556164827464663,50,0,1.7763568394002505e-15,-0.012768103555624827,0.2978742762319939,1.2426760716187062,-0.040983680685029514,0.014382628662663138,-0.35113819355585446,1.0535759526046178
