feature,mean,std,median,n,is_noise
[noise × 4],-0.0006488863749878461,0.011161336652822344,-0.001181611447296157,180,True
rand_0,-0.0009958486271353342,0.010456211018390284,-0.0018708425222685432,45,True
rand_1,0.0015306318232859314,0.01052320921465147,0.000188239377840696,45,True
rand_2,-0.0011004974132213623,0.012328431435970778,-0.0007500704461350947,45,True
rand_3,-0.002029831282880619,0.010920604243958586,-0.0018217016461578868,45,True
