split_index,seed_index,noise_seed,n_train,n_test,rand_pr_auc,pair_pr_auc,hyper_pr_auc,rand__rand_0,rand__rand_1,rand__rand_2,rand__rand_3,pair__pair_Degree,pair__pair_LocalClustCoeff,pair__pair_TriangleCount,pair__pair_AvgNeighborDegree,pair__rand_0,pair__rand_1,pair__rand_2,pair__rand_3,hyper__base_Degree,hyper__base_LocalClustCoeff,hyper__base_TriangleCount,hyper__base_UniquePartners,hyper__base_AvgNeighbourDegree,hyper__stoich_WeightedTriangles,hyper__stoich_AvgNeighbourDegreeStoich,hyper__stoich_RangeComplexSize,hyper__stoich_MedComplexSize,hyper__stoich_MedianRatio,hyper__stoich_RangeRatio,hyper__protein_MedianUniqueRatio,hyper__protein_RangeUniqueRatio,hyper__protein_MedComplexNodes,hyper__protein_RangeComplexNodes,hyper__rand_0,hyper__rand_1,hyper__rand_2,hyper__rand_3
1,0,1042,2773,615,0.03960012098657075,0.18021925762060903,0.288732376016815,0.002082130533339394,-0.00034566629876005284,-0.008888036900785498,0.003063444935016091,0.08364085392262662,0.0987608993398705,0.035275803750925726,0.09201043114598208,-0.02779419242243276,0.04966601348647117,0.052613197453475535,0.03592356740658773,0.04801998469357723,0.017532716572380848,0.006629847903168823,0.01880785235891577,0.05696960416225862,0.024563476972244213,0.0444030753484541,0.031412418359836006,0.02699812579705651,0.047747985883611135,0.04035790255826069,0.03047961386473915,0.005830624730617911,0.0008078085046685224,-0.00505627499376986,-0.08204138187634605,-0.022355051544898884,-0.025101423727367473,0.0229692945597842
1,1,1043,2773,615,0.04139466524986704,0.12030029477415405,0.2790006024859911,-0.025480644367478607,-0.00041598040234296015,-0.008874401480293516,0.005386416179028591,0.03765261707072461,0.04562636965455205,0.01779082532105696,0.024564628011533203,-0.006986225651544738,-0.024995595633765844,-0.004387292375120966,0.016094385990118636,0.055991944945070225,0.004763962345469391,0.005341819380266261,0.022008710812071928,0.03325550612432567,0.001091842411221261,0.038886360625097684,0.02212183848314799,0.03435320763980999,0.02957722979902095,0.02102235579809271,0.021652840332456368,0.010532357429333932,0.018831629037000953,-0.002976482763897442,-0.01860562450594145,-0.0034040368282122644,-0.020483830047415073,0.0016260208958919996
1,2,1044,2773,615,0.03631243796675768,0.11931254126014519,0.24119434371360296,-0.001634241242316499,-0.014452850172439002,9.762060386570709e-06,-0.0018217016461578868,0.014722913474663165,0.034370726450552815,0.00733144716555528,0.024547503325680196,0.00040816032417393956,-0.018870668065234304,-0.0017689725774046108,-0.02055549338872917,0.06139175491550124,0.016628022474346565,0.019876743410286713,0.03121753297454804,0.029769605210932065,0.02206456700876626,0.03150840567586007,0.015098697403156483,0.05614645171720277,0.07984918869598331,0.015909991980402185,0.043062507896326076,-0.008944151909597775,0.039708386996992626,0.00813249883143265,0.01020156961161144,0.005011740863996431,0.005896205671519797,0.009235055102471978
2,0,2042,2741,647,0.052691585651572725,0.1674308938242496,0.24606231979342458,-0.005598198489139192,-0.011288572779607261,-0.004652890797957684,-0.007572065433384509,0.02068916731490677,0.06418335834544435,0.014638416082237773,0.03776050884100683,0.007609247875506831,0.005662231089643538,0.006214832759847841,-0.0016386544300645179,0.019237976903072974,0.0034858960414734406,-0.002790190890937139,-0.003226939170059018,0.003378070075265241,-0.0076787759994970785,0.02228533970451681,0.020224631918622317,0.025372181071325883,0.055225124668810424,0.016433918456998393,-0.0012983053311197367,0.006689005011381849,0.0022735790741148175,0.001917354950221381,-0.01740979050201151,0.0021062897223609127,-0.03080789501462512,-0.002931658183755806
2,1,2043,2741,647,0.09589144835651014,0.1167425571305786,0.24460073446562047,0.023645521327847488,0.010848546801144287,0.016211224302458204,0.025959584921656613,-0.006505809362085292,0.02768212455376799,0.007898228501144453,0.026049298340899352,-0.04038328731372518,-0.007846863283300221,-0.023067903164271444,-0.0298409266292022,0.024336871823085176,0.011491576396485167,-0.0038115804500909512,-0.012503682923350268,-0.009879917459527113,0.0005008798721106433,0.004556316008631165,0.006277300176763973,-0.006135297883935828,0.04185831139597886,-0.00528262872759821,0.008654691482967816,0.00573100079856412,0.01673102481798443,-0.001885174720743585,-0.028776746917263812,0.03078826183368753,-0.0069312344651115245,-0.01855500073117337
2,2,2044,2741,647,0.0675756320041776,0.2294631892352525,0.2553119768707562,-0.004135658555563836,0.0037138255272297937,0.005395551138511967,0.0030635267975520617,0.062484064931596806,0.10157919739709802,0.059427835625383216,0.10061754137431078,0.046926937895540734,0.008729153400890217,0.05165296726043853,0.01359639312456071,0.03290781818381335,0.006981848379305539,0.023126122699779907,0.012644769878866004,0.013439775481311672,0.006812326133586286,0.02278072882696427,0.021862251513810774,0.023750638517362987,0.055427288897060924,0.009745035522635715,0.024272398821491757,0.01206167364759858,0.01754777341178557,0.0058795561772158195,0.01907753105503762,0.006943438299764673,0.0045096147806042985,-0.00895770631541549
3,0,3042,2689,699,0.06866094023851702,0.16577810717797173,0.24412614071612787,0.006312677069105162,0.000188239377840696,-0.0071210733588599005,-0.0012337844388914444,0.028032873121350572,0.03996464333685572,0.01573016342053337,0.023754030215410636,0.009853064091634675,-0.004825905282886786,-0.002329790105823826,-0.0022697510634408363,0.024051296456027473,-0.0011087007085405997,-0.0004918589327480322,0.006176283461442456,0.0020406722210108614,-0.03220617038964326,-0.0015996887712374035,0.031678591211251314,0.015121740843068648,0.05895367524300406,0.017413672138593052,0.022292521076903528,0.022573869179988975,0.009101707488827446,0.0010765534417617767,0.008594590886260713,0.006526420995600604,-0.01936524366263645,0.010734639228028631
3,1,3043,2689,699,0.06679828687029103,0.16561873418927536,0.22229564214871328,-0.005756729522043964,-0.0037662775800772763,-0.009966561341372446,-0.016621305231814692,0.02342375213712998,0.040091452102938206,0.017564636229806852,0.014752634642661012,0.002619405888258411,0.007638030392658135,0.007836734027324729,-0.0035126530997320908,0.04294791696311167,0.00027228057788569737,-0.00017468172604370448,-0.0004061838453846861,0.01931128122816895,-0.04671647732017395,0.005122787257124039,0.03762238903016903,0.02590475691672841,0.052147582069303436,0.03186317353431618,0.027313337055856583,0.04061715915502372,-0.010579279494513271,0.006703253474511642,0.013214529608570405,-0.0037818247413869605,0.005115106031417765,-0.00622184358077065
3,2,3044,2689,699,0.07061882164705435,0.16996315120162958,0.24394189975963873,-0.002413811438848351,-0.0007254169171797178,-0.0042757077828792026,-0.005935579418772425,0.039086948275761826,0.0313141633731336,0.019522980253083348,0.02378365866842269,-0.009042507006341956,0.012532443649139182,0.0009442566359861765,0.014348405591028712,0.02833059912063026,-0.0007893226254199164,0.007744495523086573,0.023857183599198396,0.02183237526153623,-0.007680539337058184,0.027588512726440508,0.027179624722860472,0.011136348501202426,0.04859284995098758,0.0022643823256802142,0.029171290983257568,0.013585358112380158,0.014059137026678445,-0.006924518178955241,-0.0007022910055465653,0.00013587019812516532,0.012557235727349533,-0.009857735817135893
4,0,4042,2714,674,0.03170271749073271,0.11036542187060458,0.21309707414689535,0.0027034667052762084,0.0017552583308828248,-0.0049023362298380654,-0.019628163028765216,0.018612137821724117,0.041055141561464,0.021777644507560215,0.02709794357960979,-0.008305600848547473,0.009596615534042532,-0.015685787373936333,-0.01714825872635264,0.01927893796159207,0.0017525386983486713,0.009966105839813172,0.02397442734756402,0.022475850421717833,0.03457472472913573,0.04087590948351526,-0.02164097928443711,0.005767034037314272,0.03773930098513125,-0.01075353357108404,0.017434179642384213,0.0008358469179081535,0.007782233239725797,-0.0028346844373170117,-0.02943298374507598,0.01840825587377853,-0.03350368834168876,-0.007015831523335814
