split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,hyper_nostoich_pr_auc,hyper_nostoich_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff,stoich_pr_auc_diff,stoich_f1_diff
1,2644,667,22.88199697428139,25.187406296851574,0.7013579096024279,0.5555555555555556,0.6716829811473753,0.5613207547169812,0.6247474306965747,0.5645933014354066,0.07661047890585326,-0.009037745879851067,0.029674928455052596,-0.005765199161425594
2,2673,638,22.933034044145156,25.07836990595611,0.5886790994672539,0.5795724465558195,0.5693950781229565,0.5333333333333333,0.46049912857883757,0.47668393782383417,0.12817997088841637,0.10288850873198535,0.01928402134429741,0.046239113222486194
3,2729,582,23.158666178087213,24.22680412371134,0.6006147677000865,0.5380434782608695,0.6079910005468201,0.536986301369863,0.5710179708615909,0.5227272727272727,0.029596796838495587,0.015316205533596805,-0.00737623284673361,0.0010571768910064838
4,2646,665,23.809523809523807,21.503759398496243,0.645776885194417,0.5509641873278237,0.5888739733067381,0.5478723404255319,0.5621228463436887,0.5014084507042254,0.08365403885072831,0.049555736623598357,0.05690291188767893,0.003091846902291806
5,2640,671,24.924242424242422,17.138599105812222,0.48974555006533826,0.48109965635738833,0.4585744702588325,0.4565916398713826,0.4394840844974669,0.42911877394636017,0.050261465567871366,0.05198088241102816,0.03117107980650574,0.0245080164860057
6,2651,660,22.632968691059975,26.212121212121215,0.6457152814972048,0.6024691358024692,0.6268975048783981,0.6009852216748769,0.5848048892143278,0.5691489361702128,0.06091039228287698,0.03332019963225641,0.01881777661880668,0.0014839141275923007
7,2652,659,24.58521870286576,18.361153262518968,0.5835216783532,0.486646884272997,0.5454033632215002,0.4463768115942029,0.5327943148177854,0.4450402144772118,0.05072736353541463,0.0416066697957852,0.03811831513169983,0.04027007267879412
8,2680,631,23.507462686567166,22.66244057052298,0.5754617182701961,0.5235602094240838,0.5494862887921473,0.46900269541778977,0.5655266653364855,0.5243243243243243,0.009935052933710553,-0.0007641149002405312,0.02597542947804876,0.054557514006293995
9,2718,593,23.5467255334805,22.4283305227656,0.6506013095704373,0.5847953216374269,0.6257076520760118,0.5804597701149425,0.5771282967732482,0.5292096219931272,0.0734730127971891,0.05558569964429971,0.024893657494425514,0.004335551522484327
10,2657,654,22.318404215280392,27.522935779816514,0.6690469730937768,0.5968819599109132,0.6421280922899034,0.5822222222222222,0.623007017516668,0.5887850467289719,0.046039955577108826,0.008096913181941279,0.02691888080387339,0.014659737688691
11,2701,610,23.32469455757127,23.442622950819672,0.5983247521946313,0.5234567901234568,0.665609041347761,0.5148514851485149,0.6237252626369051,0.5194805194805194,-0.02540051044227376,0.003976270642937374,-0.06728428915312967,0.00860530497494194
12,2655,656,24.708097928436914,17.835365853658537,0.36884073265358785,0.3948220064724919,0.3528873685165479,0.3987730061349693,0.3121077676265467,0.33613445378151263,0.05673296502704117,0.05868755269097925,0.01595336413703996,-0.003950999662477417
13,2651,660,22.29347416069408,27.575757575757574,0.677687661337551,0.6306306306306306,0.6693730567069017,0.6308724832214765,0.6617873549621203,0.5954545454545455,0.015900306375430717,0.03517608517608517,0.008314604630649258,-0.00024185259084585908
14,2666,645,24.756189047261813,17.519379844961243,0.3115176664200522,0.3855421686746988,0.3036846987361581,0.3954802259887006,0.2418496478188905,0.3689839572192513,0.06966801860116167,0.016558211455447502,0.007832967683894076,-0.00993805731400177
15,2660,651,23.984962406015036,20.737327188940093,0.5239468115571602,0.5068493150684932,0.49639796703684946,0.4807692307692308,0.45119315811935967,0.4816053511705686,0.07275365343780049,0.025243963897924604,0.0275488445203107,0.026080084299262396
