split_index,n_train,n_test,train_ess_pct,test_ess_pct,hypergraph_pr_auc,hypergraph_f1,pairwise_pr_auc,pairwise_f1,pr_auc_diff,f1_diff
1,2624,687,22.713414634146343,25.76419213973799,0.6169362048086434,0.5606936416184971,0.5256493314845101,0.5270588235294118,0.09128687332413332,0.033634818089085305
2,2614,697,23.756694720734505,21.8077474892396,0.4206702161420846,0.47953216374269003,0.49659670567898206,0.45614035087719296,-0.07592648953689746,0.023391812865497075
3,2629,682,22.97451502472423,24.780058651026394,0.6049175354332489,0.5804878048780487,0.5417558591388082,0.5461847389558233,0.0631616762944407,0.03430306592222543
4,2669,642,23.192206819033345,23.98753894080997,0.573047292601463,0.5263157894736842,0.4344588538545355,0.4918032786885246,0.13858843874692756,0.0345125107851596
5,2671,640,23.24971920628978,23.75,0.4519525519848322,0.48464163822525597,0.49436590788841006,0.5138121546961326,-0.042413355903577865,-0.02917051647087665
6,2586,725,22.892498066511987,24.96551724137931,0.564442798205295,0.5720823798627003,0.5153731549819893,0.5348837209302325,0.04906964322330565,0.037198658932467765
7,2651,660,23.236514522821576,23.78787878787879,0.5783860693848677,0.5185185185185185,0.40847497181867193,0.5083135391923991,0.16991109756619577,0.010204979326119412
8,2622,689,23.64607170099161,22.206095791001452,0.5921163302794337,0.5174418604651163,0.5107949630262195,0.5052631578947369,0.08132136725321415,0.012178702570379452
9,2585,726,24.10058027079304,20.66115702479339,0.42411458964740023,0.45625,0.40666419027871176,0.4619289340101523,0.017450399368688474,-0.005678934010152292
10,2608,703,23.159509202453986,24.039829302987197,0.5055815429438129,0.5129310344827587,0.405165031325395,0.49504950495049505,0.10041651161841786,0.01788152953226363
11,2653,658,22.72898605352431,25.835866261398177,0.5745413248928892,0.5778894472361809,0.39358964989024464,0.39296187683284456,0.18095167500264459,0.1849275704033363
12,2623,688,23.82767823103317,21.511627906976745,0.4509473099486947,0.46851385390428213,0.35562355007058827,0.3569553805774278,0.09532375987810643,0.11155847332685431
13,2683,628,22.922102124487516,25.159235668789808,0.540357316725797,0.5263157894736842,0.5501549713633208,0.5231607629427792,-0.0097976546375238,0.0031550265309049363
14,2618,693,23.682200152788386,22.07792207792208,0.5201753878276169,0.4382716049382716,0.47341766979088196,0.48186528497409326,0.0467577180367349,-0.04359368003582165
15,2625,686,23.00952380952381,24.635568513119534,0.5781764681543008,0.5348314606741573,0.3849774216645545,0.5069860279441117,0.19319904648974628,0.027845432730045583
